dataset_dir: /datasets/
dataset_name: ImageNet
global_batch_size: 64
workers: 6
resolution: 256
channels: 3
ms_patch_size: 1_2_3_4_5_6_8_10_13_16
importance: (1, 1, 1, 2, 2, 2, 3, 3, 5, 5)
max_patch_size: 16
codebook_size: 4096
codebook_dim: 32
alpha: 1.0
beta: 1.0
gamma: 0.2
disc_weight: 0.5
lecam_loss_weight: 0.001
disc_cr_loss_weight: 4.0
VQ: wasserstein_vq
use_multiscale: True
transplant_epochs: 5
refinement_epochs: 20
eval_epochs: 1
disc_epoch: 1
lr_transplant: 0.0001
lr_refinement: 1e-05
dropout: 0.0
seed: 3407
weight_decay: 0.0001
stage: refinement
checkpoint_dir: /project/6105494/sunset/VQ-Projects/WassersteinVQ/VAR/checkpoint/Refinement/ImageNet
results_dir: /project/6105494/sunset/VQ-Projects/WassersteinVQ/VAR/results/Refinement/ImageNet
saver_dir: /project/6105494/sunset/VQ-Projects/WassersteinVQ/VAR/saver/Refinement/ImageNet
reconstruction_dir: /project/6105494/sunset/VQ-Projects/WassersteinVQ/VAR/reconstruction/Refinement/ImageNet
yaml_dir: /project/6105494/sunset/VQ-Projects/WassersteinVQ/VAR/yaml/Refinement/ImageNet
pretrained_tokenizer: /project/6105494/sunset/VQ-Projects/WassersteinVQ/VAR/pretrained_tokenizer/vae_ch160v4096z32.pth
checkpoint_name: checkpoint-wasserstein_vq_transplant_True_ImageNet_model_4096_32_loss_1.0_1.0_0.2_0.5-5.pth.tar
nnodes: -1
node_rank: -1
local_rank: 0
dist_url: tcp://224.66.41.62:23456
dist_backend: nccl
world_size: 2
batch_size: 32
ms_token_size: (1, 2, 3, 4, 5, 6, 8, 10, 13, 16)
init_checkpoint_dir: /project/6105494/sunset/VQ-Projects/WassersteinVQ/VAR/checkpoint/
data_pre: ImageNet
model_pre: model_4096_32
loss_pre: loss_1.0_1.0_0.2_0.5
training_pre: wasserstein_vq_refinement_True
saver_name_pre: wasserstein_vq_refinement_True_ImageNet_model_4096_32_loss_1.0_1.0_0.2_0.5
| distributed init (rank 0): env://
| distributed init (rank 1): env://
VQ Model Parameters: 108761795
loaded pretrained LPIPS loss from /project/6105494/sunset/VQ-Projects/WassersteinVQ/VAR/code/models/cache/vgg.pth
dataset name: ImageNet
len train_set: 1281167
len val_set: 50000
Start training...
epoch:1, cur_lr:0.000010
Train Epoch: [1/20] Iters:[10/20018] gen_loss -0.6521, rec_loss 0.0235, lpips_loss 0.1786, g_loss -0.1730, disc_weight 0.5000, disc_adaptive_weight 4.8082, d_loss 2.4845, logits_real 0.1403, logits_fake 0.1756,
Train Epoch: [2/20] Iters:[5530/20018] gen_loss 0.1551, rec_loss 0.0287, lpips_loss 0.1805, g_loss -0.0177, disc_weight 0.5000, disc_adaptive_weight 3.0500, d_loss 0.5004, logits_real 0.0175, logits_fake 0.0175,
Train Epoch: [2/20] Iters:[5540/20018] gen_loss 0.1561, rec_loss 0.0282, lpips_loss 0.1806, g_loss -0.0179, disc_weight 0.5000, disc_adaptive_weight 2.9419, d_loss 0.5004, logits_real 0.0176, logits_fake 0.0177,
Train Epoch: [2/20] Iters:[5550/20018] gen_loss 0.1584, rec_loss 0.0289, lpips_loss 0.1812, g_loss -0.0183, disc_weight 0.5000, disc_adaptive_weight 2.8299, d_loss 0.5003, logits_real 0.0181, logits_fake 0.0180,
Train Epoch: [2/20] Iters:[5560/20018] gen_loss 0.1593, rec_loss 0.0289, lpips_loss 0.1811, g_loss -0.0182, disc_weight 0.5000, disc_adaptive_weight 2.7669, d_loss 0.5003, logits_real 0.0183, logits_fake 0.0181,
Train Epoch: [2/20] Iters:[5570/20018] gen_loss 0.1593, rec_loss 0.0286, lpips_loss 0.1807, g_loss -0.0183, disc_weight 0.5000, disc_adaptive_weight 2.7235, d_loss 0.5003, logits_real 0.0186, logits_fake 0.0183,
Train Epoch: [2/20] Iters:[5580/20018] gen_loss 0.1586, rec_loss 0.0286, lpips_loss 0.1809, g_loss -0.0184, disc_weight 0.5000, disc_adaptive_weight 2.7503, d_loss 0.5003, logits_real 0.0188, logits_fake 0.0186,
Train Epoch: [2/20] Iters:[5590/20018] gen_loss 0.1571, rec_loss 0.0289, lpips_loss 0.1807, g_loss -0.0184, disc_weight 0.5000, disc_adaptive_weight 2.8328, d_loss 0.5003, logits_real 0.0188, logits_fake 0.0185,
Train Epoch: [2/20] Iters:[5600/20018] gen_loss 0.1537, rec_loss 0.0287, lpips_loss 0.1799, g_loss -0.0184, disc_weight 0.5000, disc_adaptive_weight 2.9674, d_loss 0.5003, logits_real 0.0189, logits_fake 0.0186,
Train Epoch: [2/20] Iters:[5610/20018] gen_loss 0.1514, rec_loss 0.0286, lpips_loss 0.1794, g_loss -0.0185, disc_weight 0.5000, disc_adaptive_weight 3.0425, d_loss 0.5003, logits_real 0.0188, logits_fake 0.0185,
Train Epoch: [2/20] Iters:[5620/20018] gen_loss 0.1527, rec_loss 0.0295, lpips_loss 0.1797, g_loss -0.0183, disc_weight 0.5000, disc_adaptive_weight 3.0843, d_loss 0.5004, logits_real 0.0183, logits_fake 0.0185,
Train Epoch: [2/20] Iters:[5630/20018] gen_loss 0.1535, rec_loss 0.0295, lpips_loss 0.1800, g_loss -0.0183, disc_weight 0.5000, disc_adaptive_weight 3.0546, d_loss 0.5004, logits_real 0.0180, logits_fake 0.0180,
Train Epoch: [2/20] Iters:[5640/20018] gen_loss 0.1552, rec_loss 0.0297, lpips_loss 0.1809, g_loss -0.0185, disc_weight 0.5000, disc_adaptive_weight 2.9927, d_loss 0.5005, logits_real 0.0179, logits_fake 0.0182,
Train Epoch: [2/20] Iters:[5650/20018] gen_loss 0.1581, rec_loss 0.0296, lpips_loss 0.1819, g_loss -0.0185, disc_weight 0.5000, disc_adaptive_weight 2.8764, d_loss 0.5005, logits_real 0.0178, logits_fake 0.0183,
Train Epoch: [2/20] Iters:[5660/20018] gen_loss 0.1620, rec_loss 0.0300, lpips_loss 0.1834, g_loss -0.0184, disc_weight 0.5000, disc_adaptive_weight 2.7676, d_loss 0.5005, logits_real 0.0180, logits_fake 0.0185,
Train Epoch: [2/20] Iters:[5670/20018] gen_loss 0.1593, rec_loss 0.0291, lpips_loss 0.1822, g_loss -0.0189, disc_weight 0.5000, disc_adaptive_weight 2.7366, d_loss 0.5005, logits_real 0.0183, logits_fake 0.0186,
Train Epoch: [2/20] Iters:[5680/20018] gen_loss 0.1584, rec_loss 0.0288, lpips_loss 0.1811, g_loss -0.0189, disc_weight 0.5000, disc_adaptive_weight 2.7141, d_loss 0.5005, logits_real 0.0185, logits_fake 0.0190,
Train Epoch: [2/20] Iters:[5690/20018] gen_loss 0.1595, rec_loss 0.0290, lpips_loss 0.1805, g_loss -0.0189, disc_weight 0.5000, disc_adaptive_weight 2.6324, d_loss 0.5006, logits_real 0.0184, logits_fake 0.0192,
Train Epoch: [2/20] Iters:[5700/20018] gen_loss 0.1559, rec_loss 0.0287, lpips_loss 0.1794, g_loss -0.0190, disc_weight 0.5000, disc_adaptive_weight 2.7339, d_loss 0.5006, logits_real 0.0185, logits_fake 0.0193,
Train Epoch: [2/20] Iters:[5710/20018] gen_loss 0.1498, rec_loss 0.0279, lpips_loss 0.1778, g_loss -0.0193, disc_weight 0.5000, disc_adaptive_weight 2.8958, d_loss 0.5006, logits_real 0.0187, logits_fake 0.0194,
Train Epoch: [2/20] Iters:[5720/20018] gen_loss 0.1508, rec_loss 0.0283, lpips_loss 0.1788, g_loss -0.0192, disc_weight 0.5000, disc_adaptive_weight 2.9238, d_loss 0.5005, logits_real 0.0189, logits_fake 0.0194,
Train Epoch: [2/20] Iters:[5730/20018] gen_loss 0.1508, rec_loss 0.0283, lpips_loss 0.1791, g_loss -0.0192, disc_weight 0.5000, disc_adaptive_weight 2.9434, d_loss 0.5005, logits_real 0.0190, logits_fake 0.0193,
Train Epoch: [2/20] Iters:[5740/20018] gen_loss 0.1510, rec_loss 0.0282, lpips_loss 0.1802, g_loss -0.0192, disc_weight 0.5000, disc_adaptive_weight 2.9837, d_loss 0.5004, logits_real 0.0191, logits_fake 0.0191,
Train Epoch: [2/20] Iters:[5750/20018] gen_loss 0.1517, rec_loss 0.0283, lpips_loss 0.1798, g_loss -0.0190, disc_weight 0.5000, disc_adaptive_weight 2.9647, d_loss 0.5004, logits_real 0.0189, logits_fake 0.0189,
Train Epoch: [2/20] Iters:[5760/20018] gen_loss 0.1550, rec_loss 0.0286, lpips_loss 0.1797, g_loss -0.0188, disc_weight 0.5000, disc_adaptive_weight 2.8303, d_loss 0.5004, logits_real 0.0185, logits_fake 0.0186,
Train Epoch: [2/20] Iters:[5770/20018] gen_loss 0.1553, rec_loss 0.0288, lpips_loss 0.1802, g_loss -0.0187, disc_weight 0.5000, disc_adaptive_weight 2.8652, d_loss 0.5004, logits_real 0.0183, logits_fake 0.0184,
Train Epoch: [2/20] Iters:[5780/20018] gen_loss 0.1563, rec_loss 0.0287, lpips_loss 0.1797, g_loss -0.0186, disc_weight 0.5000, disc_adaptive_weight 2.8103, d_loss 0.5004, logits_real 0.0180, logits_fake 0.0182,
Train Epoch: [2/20] Iters:[5790/20018] gen_loss 0.1576, rec_loss 0.0285, lpips_loss 0.1797, g_loss -0.0182, disc_weight 0.5000, disc_adaptive_weight 2.7865, d_loss 0.5004, logits_real 0.0179, logits_fake 0.0180,
Train Epoch: [2/20] Iters:[5800/20018] gen_loss 0.1594, rec_loss 0.0286, lpips_loss 0.1800, g_loss -0.0180, disc_weight 0.5000, disc_adaptive_weight 2.7354, d_loss 0.5004, logits_real 0.0176, logits_fake 0.0177,
Train Epoch: [2/20] Iters:[5810/20018] gen_loss 0.1590, rec_loss 0.0290, lpips_loss 0.1816, g_loss -0.0178, disc_weight 0.5000, disc_adaptive_weight 2.8998, d_loss 0.5004, logits_real 0.0176, logits_fake 0.0177,
Train Epoch: [2/20] Iters:[5820/20018] gen_loss 0.1577, rec_loss 0.0288, lpips_loss 0.1811, g_loss -0.0177, disc_weight 0.5000, disc_adaptive_weight 2.9363, d_loss 0.5004, logits_real 0.0175, logits_fake 0.0175,
Train Epoch: [2/20] Iters:[5830/20018] gen_loss 0.1569, rec_loss 0.0285, lpips_loss 0.1812, g_loss -0.0176, disc_weight 0.5000, disc_adaptive_weight 2.9906, d_loss 0.5004, logits_real 0.0174, logits_fake 0.0176,
Train Epoch: [2/20] Iters:[5840/20018] gen_loss 0.1547, rec_loss 0.0288, lpips_loss 0.1811, g_loss -0.0177, disc_weight 0.5000, disc_adaptive_weight 3.1046, d_loss 0.5004, logits_real 0.0173, logits_fake 0.0176,
Train Epoch: [2/20] Iters:[5850/20018] gen_loss 0.1538, rec_loss 0.0288, lpips_loss 0.1816, g_loss -0.0178, disc_weight 0.5000, disc_adaptive_weight 3.1634, d_loss 0.5004, logits_real 0.0173, logits_fake 0.0177,
Train Epoch: [2/20] Iters:[5860/20018] gen_loss 0.1548, rec_loss 0.0287, lpips_loss 0.1810, g_loss -0.0179, disc_weight 0.5000, disc_adaptive_weight 3.0599, d_loss 0.5005, logits_real 0.0173, logits_fake 0.0177,
Train Epoch: [2/20] Iters:[5870/20018] gen_loss 0.1558, rec_loss 0.0286, lpips_loss 0.1801, g_loss -0.0175, disc_weight 0.5000, disc_adaptive_weight 3.0094, d_loss 0.5005, logits_real 0.0171, logits_fake 0.0176,
Train Epoch: [2/20] Iters:[5880/20018] gen_loss 0.1575, rec_loss 0.0292, lpips_loss 0.1806, g_loss -0.0174, disc_weight 0.5000, disc_adaptive_weight 3.0044, d_loss 0.5004, logits_real 0.0171, logits_fake 0.0174,
Train Epoch: [2/20] Iters:[5890/20018] gen_loss 0.1593, rec_loss 0.0297, lpips_loss 0.1811, g_loss -0.0172, disc_weight 0.5000, disc_adaptive_weight 2.9829, d_loss 0.5004, logits_real 0.0172, logits_fake 0.0175,
Train Epoch: [2/20] Iters:[5900/20018] gen_loss 0.1617, rec_loss 0.0299, lpips_loss 0.1813, g_loss -0.0170, disc_weight 0.5000, disc_adaptive_weight 2.9176, d_loss 0.5004, logits_real 0.0171, logits_fake 0.0172,
Train Epoch: [2/20] Iters:[5910/20018] gen_loss 0.1625, rec_loss 0.0296, lpips_loss 0.1805, g_loss -0.0167, disc_weight 0.5000, disc_adaptive_weight 2.8540, d_loss 0.5004, logits_real 0.0168, logits_fake 0.0169,
Train Epoch: [2/20] Iters:[5920/20018] gen_loss 0.1648, rec_loss 0.0298, lpips_loss 0.1817, g_loss -0.0167, disc_weight 0.5000, disc_adaptive_weight 2.7933, d_loss 0.5004, logits_real 0.0168, logits_fake 0.0170,
Train Epoch: [2/20] Iters:[5930/20018] gen_loss 0.1627, rec_loss 0.0294, lpips_loss 0.1811, g_loss -0.0170, disc_weight 0.5000, disc_adaptive_weight 2.8090, d_loss 0.5004, logits_real 0.0170, logits_fake 0.0171,
Train Epoch: [2/20] Iters:[5940/20018] gen_loss 0.1622, rec_loss 0.0291, lpips_loss 0.1811, g_loss -0.0171, disc_weight 0.5000, disc_adaptive_weight 2.8038, d_loss 0.5004, logits_real 0.0172, logits_fake 0.0173,
Train Epoch: [2/20] Iters:[5950/20018] gen_loss 0.1602, rec_loss 0.0289, lpips_loss 0.1805, g_loss -0.0174, disc_weight 0.5000, disc_adaptive_weight 2.8248, d_loss 0.5004, logits_real 0.0174, logits_fake 0.0174,
Train Epoch: [2/20] Iters:[5960/20018] gen_loss 0.1605, rec_loss 0.0294, lpips_loss 0.1815, g_loss -0.0176, disc_weight 0.5000, disc_adaptive_weight 2.8634, d_loss 0.5003, logits_real 0.0176, logits_fake 0.0176,
Train Epoch: [2/20] Iters:[5970/20018] gen_loss 0.1597, rec_loss 0.0295, lpips_loss 0.1817, g_loss -0.0177, disc_weight 0.5000, disc_adaptive_weight 2.9028, d_loss 0.5004, logits_real 0.0175, logits_fake 0.0175,
Train Epoch: [2/20] Iters:[5980/20018] gen_loss 0.1607, rec_loss 0.0294, lpips_loss 0.1820, g_loss -0.0175, disc_weight 0.5000, disc_adaptive_weight 2.8951, d_loss 0.5004, logits_real 0.0171, logits_fake 0.0172,
Train Epoch: [2/20] Iters:[5990/20018] gen_loss 0.1612, rec_loss 0.0292, lpips_loss 0.1817, g_loss -0.0173, disc_weight 0.5000, disc_adaptive_weight 2.8654, d_loss 0.5003, logits_real 0.0168, logits_fake 0.0168,
Train Epoch: [2/20] Iters:[6000/20018] gen_loss 0.1621, rec_loss 0.0296, lpips_loss 0.1814, g_loss -0.0171, disc_weight 0.5000, disc_adaptive_weight 2.8477, d_loss 0.5003, logits_real 0.0169, logits_fake 0.0168,
Train Epoch: [2/20] Iters:[6010/20018] gen_loss 0.1615, rec_loss 0.0290, lpips_loss 0.1805, g_loss -0.0168, disc_weight 0.5000, disc_adaptive_weight 2.8520, d_loss 0.5003, logits_real 0.0165, logits_fake 0.0165,
Train Epoch: [2/20] Iters:[6020/20018] gen_loss 0.1597, rec_loss 0.0288, lpips_loss 0.1793, g_loss -0.0167, disc_weight 0.5000, disc_adaptive_weight 2.8901, d_loss 0.5003, logits_real 0.0166, logits_fake 0.0165,
Train Epoch: [2/20] Iters:[6030/20018] gen_loss 0.1578, rec_loss 0.0291, lpips_loss 0.1791, g_loss -0.0167, disc_weight 0.5000, disc_adaptive_weight 2.9922, d_loss 0.5003, logits_real 0.0168, logits_fake 0.0167,
Train Epoch: [2/20] Iters:[6040/20018] gen_loss 0.1572, rec_loss 0.0291, lpips_loss 0.1790, g_loss -0.0170, disc_weight 0.5000, disc_adaptive_weight 2.9895, d_loss 0.5004, logits_real 0.0167, logits_fake 0.0169,
Train Epoch: [2/20] Iters:[6050/20018] gen_loss 0.1565, rec_loss 0.0287, lpips_loss 0.1794, g_loss -0.0170, disc_weight 0.5000, disc_adaptive_weight 3.0356, d_loss 0.5005, logits_real 0.0163, logits_fake 0.0168,
Train Epoch: [2/20] Iters:[6060/20018] gen_loss 0.1570, rec_loss 0.0290, lpips_loss 0.1797, g_loss -0.0171, disc_weight 0.5000, disc_adaptive_weight 3.0222, d_loss 0.5005, logits_real 0.0164, logits_fake 0.0169,
Train Epoch: [2/20] Iters:[6070/20018] gen_loss 0.1584, rec_loss 0.0290, lpips_loss 0.1798, g_loss -0.0168, disc_weight 0.5000, disc_adaptive_weight 2.9869, d_loss 0.5005, logits_real 0.0164, logits_fake 0.0168,
Train Epoch: [2/20] Iters:[6080/20018] gen_loss 0.1611, rec_loss 0.0287, lpips_loss 0.1800, g_loss -0.0167, disc_weight 0.5000, disc_adaptive_weight 2.8493, d_loss 0.5004, logits_real 0.0165, logits_fake 0.0168,
Train Epoch: [2/20] Iters:[6090/20018] gen_loss 0.1609, rec_loss 0.0287, lpips_loss 0.1801, g_loss -0.0165, disc_weight 0.5000, disc_adaptive_weight 2.9178, d_loss 0.5004, logits_real 0.0163, logits_fake 0.0166,
Train Epoch: [2/20] Iters:[6100/20018] gen_loss 0.1603, rec_loss 0.0289, lpips_loss 0.1799, g_loss -0.0168, disc_weight 0.5000, disc_adaptive_weight 2.8952, d_loss 0.5004, logits_real 0.0167, logits_fake 0.0170,
Train Epoch: [2/20] Iters:[6110/20018] gen_loss 0.1592, rec_loss 0.0291, lpips_loss 0.1806, g_loss -0.0172, disc_weight 0.5000, disc_adaptive_weight 2.9437, d_loss 0.5004, logits_real 0.0172, logits_fake 0.0174,
Train Epoch: [2/20] Iters:[6120/20018] gen_loss 0.1591, rec_loss 0.0295, lpips_loss 0.1818, g_loss -0.0179, disc_weight 0.5000, disc_adaptive_weight 2.9311, d_loss 0.5004, logits_real 0.0176, logits_fake 0.0178,
Train Epoch: [2/20] Iters:[6130/20018] gen_loss 0.1586, rec_loss 0.0297, lpips_loss 0.1823, g_loss -0.0183, disc_weight 0.5000, disc_adaptive_weight 2.9397, d_loss 0.5004, logits_real 0.0180, logits_fake 0.0182,
Train Epoch: [2/20] Iters:[6140/20018] gen_loss 0.1587, rec_loss 0.0296, lpips_loss 0.1811, g_loss -0.0187, disc_weight 0.5000, disc_adaptive_weight 2.7898, d_loss 0.5004, logits_real 0.0186, logits_fake 0.0187,
Train Epoch: [2/20] Iters:[6150/20018] gen_loss 0.1581, rec_loss 0.0296, lpips_loss 0.1815, g_loss -0.0189, disc_weight 0.5000, disc_adaptive_weight 2.8155, d_loss 0.5003, logits_real 0.0190, logits_fake 0.0189,
Train Epoch: [2/20] Iters:[6160/20018] gen_loss 0.1579, rec_loss 0.0292, lpips_loss 0.1805, g_loss -0.0189, disc_weight 0.5000, disc_adaptive_weight 2.7395, d_loss 0.5003, logits_real 0.0191, logits_fake 0.0190,
Train Epoch: [2/20] Iters:[6170/20018] gen_loss 0.1561, rec_loss 0.0288, lpips_loss 0.1796, g_loss -0.0187, disc_weight 0.5000, disc_adaptive_weight 2.7966, d_loss 0.5003, logits_real 0.0191, logits_fake 0.0189,
Train Epoch: [2/20] Iters:[6180/20018] gen_loss 0.1560, rec_loss 0.0287, lpips_loss 0.1796, g_loss -0.0187, disc_weight 0.5000, disc_adaptive_weight 2.7953, d_loss 0.5003, logits_real 0.0189, logits_fake 0.0187,
Train Epoch: [2/20] Iters:[6190/20018] gen_loss 0.1570, rec_loss 0.0290, lpips_loss 0.1801, g_loss -0.0188, disc_weight 0.5000, disc_adaptive_weight 2.7730, d_loss 0.5003, logits_real 0.0189, logits_fake 0.0187,
Train Epoch: [2/20] Iters:[6200/20018] gen_loss 0.1564, rec_loss 0.0286, lpips_loss 0.1787, g_loss -0.0185, disc_weight 0.5000, disc_adaptive_weight 2.7472, d_loss 0.5003, logits_real 0.0185, logits_fake 0.0184,
Train Epoch: [2/20] Iters:[6210/20018] gen_loss 0.1559, rec_loss 0.0286, lpips_loss 0.1787, g_loss -0.0186, disc_weight 0.5000, disc_adaptive_weight 2.7725, d_loss 0.5003, logits_real 0.0185, logits_fake 0.0183,
Train Epoch: [2/20] Iters:[6220/20018] gen_loss 0.1562, rec_loss 0.0288, lpips_loss 0.1781, g_loss -0.0184, disc_weight 0.5000, disc_adaptive_weight 2.7571, d_loss 0.5003, logits_real 0.0185, logits_fake 0.0183,
Train Epoch: [2/20] Iters:[6230/20018] gen_loss 0.1561, rec_loss 0.0289, lpips_loss 0.1779, g_loss -0.0182, disc_weight 0.5000, disc_adaptive_weight 2.7891, d_loss 0.5003, logits_real 0.0183, logits_fake 0.0182,
Train Epoch: [2/20] Iters:[6240/20018] gen_loss 0.1553, rec_loss 0.0290, lpips_loss 0.1781, g_loss -0.0181, disc_weight 0.5000, disc_adaptive_weight 2.8720, d_loss 0.5003, logits_real 0.0181, logits_fake 0.0181,
Train Epoch: [2/20] Iters:[6250/20018] gen_loss 0.1570, rec_loss 0.0292, lpips_loss 0.1792, g_loss -0.0181, disc_weight 0.5000, disc_adaptive_weight 2.8472, d_loss 0.5003, logits_real 0.0181, logits_fake 0.0179,
Train Epoch: [2/20] Iters:[6260/20018] gen_loss 0.1577, rec_loss 0.0292, lpips_loss 0.1795, g_loss -0.0178, disc_weight 0.5000, disc_adaptive_weight 2.8562, d_loss 0.5003, logits_real 0.0179, logits_fake 0.0175,
Train Epoch: [2/20] Iters:[6270/20018] gen_loss 0.1589, rec_loss 0.0289, lpips_loss 0.1795, g_loss -0.0180, disc_weight 0.5000, disc_adaptive_weight 2.7462, d_loss 0.5003, logits_real 0.0178, logits_fake 0.0175,
Train Epoch: [2/20] Iters:[6280/20018] gen_loss 0.1577, rec_loss 0.0285, lpips_loss 0.1786, g_loss -0.0184, disc_weight 0.5000, disc_adaptive_weight 2.6769, d_loss 0.5003, logits_real 0.0180, logits_fake 0.0178,
Train Epoch: [2/20] Iters:[6290/20018] gen_loss 0.1581, rec_loss 0.0283, lpips_loss 0.1795, g_loss -0.0186, disc_weight 0.5000, disc_adaptive_weight 2.6640, d_loss 0.5003, logits_real 0.0182, logits_fake 0.0180,
Train Epoch: [2/20] Iters:[6300/20018] gen_loss 0.1581, rec_loss 0.0287, lpips_loss 0.1794, g_loss -0.0188, disc_weight 0.5000, disc_adaptive_weight 2.6500, d_loss 0.5004, logits_real 0.0184, logits_fake 0.0184,
Train Epoch: [2/20] Iters:[6310/20018] gen_loss 0.1583, rec_loss 0.0288, lpips_loss 0.1796, g_loss -0.0189, disc_weight 0.5000, disc_adaptive_weight 2.6429, d_loss 0.5004, logits_real 0.0186, logits_fake 0.0188,
Train Epoch: [2/20] Iters:[6320/20018] gen_loss 0.1569, rec_loss 0.0290, lpips_loss 0.1802, g_loss -0.0192, disc_weight 0.5000, disc_adaptive_weight 2.7260, d_loss 0.5004, logits_real 0.0190, logits_fake 0.0192,
Train Epoch: [2/20] Iters:[6330/20018] gen_loss 0.1589, rec_loss 0.0298, lpips_loss 0.1814, g_loss -0.0191, disc_weight 0.5000, disc_adaptive_weight 2.7438, d_loss 0.5004, logits_real 0.0191, logits_fake 0.0193,
Train Epoch: [2/20] Iters:[6340/20018] gen_loss 0.1572, rec_loss 0.0293, lpips_loss 0.1795, g_loss -0.0188, disc_weight 0.5000, disc_adaptive_weight 2.7500, d_loss 0.5004, logits_real 0.0189, logits_fake 0.0192,
Train Epoch: [2/20] Iters:[6350/20018] gen_loss 0.1558, rec_loss 0.0285, lpips_loss 0.1794, g_loss -0.0188, disc_weight 0.5000, disc_adaptive_weight 2.7775, d_loss 0.5004, logits_real 0.0188, logits_fake 0.0191,
Train Epoch: [2/20] Iters:[6360/20018] gen_loss 0.1555, rec_loss 0.0284, lpips_loss 0.1799, g_loss -0.0187, disc_weight 0.5000, disc_adaptive_weight 2.8325, d_loss 0.5004, logits_real 0.0187, logits_fake 0.0189,
Train Epoch: [2/20] Iters:[6370/20018] gen_loss 0.1541, rec_loss 0.0284, lpips_loss 0.1799, g_loss -0.0185, disc_weight 0.5000, disc_adaptive_weight 2.9211, d_loss 0.5004, logits_real 0.0185, logits_fake 0.0186,
Train Epoch: [2/20] Iters:[6380/20018] gen_loss 0.1509, rec_loss 0.0279, lpips_loss 0.1788, g_loss -0.0185, disc_weight 0.5000, disc_adaptive_weight 2.9981, d_loss 0.5004, logits_real 0.0185, logits_fake 0.0186,
Train Epoch: [2/20] Iters:[6390/20018] gen_loss 0.1501, rec_loss 0.0281, lpips_loss 0.1792, g_loss -0.0187, disc_weight 0.5000, disc_adaptive_weight 3.0494, d_loss 0.5004, logits_real 0.0186, logits_fake 0.0187,
Train Epoch: [2/20] Iters:[6400/20018] gen_loss 0.1490, rec_loss 0.0286, lpips_loss 0.1788, g_loss -0.0186, disc_weight 0.5000, disc_adaptive_weight 3.1315, d_loss 0.5004, logits_real 0.0187, logits_fake 0.0190,
Train Epoch: [2/20] Iters:[6410/20018] gen_loss 0.1471, rec_loss 0.0283, lpips_loss 0.1779, g_loss -0.0190, disc_weight 0.5000, disc_adaptive_weight 3.1176, d_loss 0.5005, logits_real 0.0188, logits_fake 0.0193,
Train Epoch: [2/20] Iters:[6420/20018] gen_loss 0.1473, rec_loss 0.0275, lpips_loss 0.1773, g_loss -0.0191, disc_weight 0.5000, disc_adaptive_weight 3.0091, d_loss 0.5005, logits_real 0.0190, logits_fake 0.0195,
Train Epoch: [2/20] Iters:[6430/20018] gen_loss 0.1478, rec_loss 0.0275, lpips_loss 0.1780, g_loss -0.0195, disc_weight 0.5000, disc_adaptive_weight 2.9746, d_loss 0.5005, logits_real 0.0191, logits_fake 0.0198,
Train Epoch: [2/20] Iters:[6440/20018] gen_loss 0.1482, rec_loss 0.0274, lpips_loss 0.1789, g_loss -0.0197, disc_weight 0.5000, disc_adaptive_weight 2.9641, d_loss 0.5005, logits_real 0.0193, logits_fake 0.0198,
Train Epoch: [2/20] Iters:[6450/20018] gen_loss 0.1482, rec_loss 0.0277, lpips_loss 0.1796, g_loss -0.0201, disc_weight 0.5000, disc_adaptive_weight 2.9449, d_loss 0.5005, logits_real 0.0196, logits_fake 0.0201,
Train Epoch: [2/20] Iters:[6460/20018] gen_loss 0.1509, rec_loss 0.0290, lpips_loss 0.1814, g_loss -0.0203, disc_weight 0.5000, disc_adaptive_weight 2.9338, d_loss 0.5004, logits_real 0.0200, logits_fake 0.0203,
Train Epoch: [2/20] Iters:[6470/20018] gen_loss 0.1514, rec_loss 0.0298, lpips_loss 0.1825, g_loss -0.0205, disc_weight 0.5000, disc_adaptive_weight 2.9773, d_loss 0.5004, logits_real 0.0204, logits_fake 0.0206,
Train Epoch: [2/20] Iters:[6480/20018] gen_loss 0.1509, rec_loss 0.0299, lpips_loss 0.1829, g_loss -0.0204, disc_weight 0.5000, disc_adaptive_weight 3.0375, d_loss 0.5004, logits_real 0.0205, logits_fake 0.0205,
Train Epoch: [2/20] Iters:[6490/20018] gen_loss 0.1500, rec_loss 0.0296, lpips_loss 0.1816, g_loss -0.0205, disc_weight 0.5000, disc_adaptive_weight 2.9878, d_loss 0.5004, logits_real 0.0204, logits_fake 0.0205,
Train Epoch: [2/20] Iters:[6500/20018] gen_loss 0.1501, rec_loss 0.0289, lpips_loss 0.1802, g_loss -0.0204, disc_weight 0.5000, disc_adaptive_weight 2.8771, d_loss 0.5004, logits_real 0.0205, logits_fake 0.0206,
Train Epoch: [2/20] Iters:[6510/20018] gen_loss 0.1479, rec_loss 0.0281, lpips_loss 0.1795, g_loss -0.0204, disc_weight 0.5000, disc_adaptive_weight 2.9172, d_loss 0.5004, logits_real 0.0202, logits_fake 0.0204,
Train Epoch: [2/20] Iters:[6520/20018] gen_loss 0.1483, rec_loss 0.0280, lpips_loss 0.1792, g_loss -0.0204, disc_weight 0.5000, disc_adaptive_weight 2.8888, d_loss 0.5004, logits_real 0.0199, logits_fake 0.0203,
