dataset_dir: /datasets/
dataset_name: ImageNet
global_batch_size: 64
workers: 6
resolution: 256
channels: 3
ms_patch_size: 1_2_3_4_5_6_8_10_13_16
importance: (1, 1, 1, 2, 2, 2, 3, 3, 5, 5)
max_patch_size: 16
codebook_size: 8192
codebook_dim: 32
alpha: 1.0
beta: 1.0
gamma: 0.2
disc_weight: 0.5
lecam_loss_weight: 0.001
disc_cr_loss_weight: 4.0
VQ: wasserstein_vq
use_multiscale: True
transplant_epochs: 5
refinement_epochs: 10
eval_epochs: 1
disc_epoch: 1
lr_transplant: 0.0001
lr_refinement: 1e-05
dropout: 0.0
seed: 3407
weight_decay: 0.0001
stage: refinement
checkpoint_dir: /project/6105494/sunset/VQ-Projects/WassersteinVQ/VAR/checkpoint/Refinement/ImageNet
results_dir: /project/6105494/sunset/VQ-Projects/WassersteinVQ/VAR/results/Refinement/ImageNet
saver_dir: /project/6105494/sunset/VQ-Projects/WassersteinVQ/VAR/saver/Refinement/ImageNet
reconstruction_dir: /project/6105494/sunset/VQ-Projects/WassersteinVQ/VAR/reconstruction/Refinement/ImageNet
yaml_dir: /project/6105494/sunset/VQ-Projects/WassersteinVQ/VAR/yaml/Refinement/ImageNet
pretrained_tokenizer: /project/6105494/sunset/VQ-Projects/WassersteinVQ/VAR/pretrained_tokenizer/vae_ch160v4096z32.pth
checkpoint_name: checkpoint-wasserstein_vq_transplant_True_ImageNet_model_8192_32_loss_1.0_1.0_0.2_0.5-5.pth.tar
nnodes: -1
node_rank: -1
local_rank: 0
dist_url: tcp://224.66.41.62:23456
dist_backend: nccl
world_size: 2
batch_size: 32
ms_token_size: (1, 2, 3, 4, 5, 6, 8, 10, 13, 16)
init_checkpoint_dir: /project/6105494/sunset/VQ-Projects/WassersteinVQ/VAR/checkpoint/
data_pre: ImageNet
model_pre: model_8192_32
loss_pre: loss_1.0_1.0_0.2_0.5
training_pre: wasserstein_vq_refinement_True_10
saver_name_pre: wasserstein_vq_refinement_True_10_ImageNet_model_8192_32_loss_1.0_1.0_0.2_0.5
| distributed init (rank 0): env://
| distributed init (rank 1): env://
VQ Model Parameters: 108761795
loaded pretrained LPIPS loss from /project/6105494/sunset/VQ-Projects/WassersteinVQ/VAR/code/models/cache/vgg.pth
dataset name: ImageNet
len train_set: 1281167
len val_set: 50000
Start training...
epoch:1, cur_lr:0.000010
Train Epoch: [1/10] Iters:[10/20018] gen_loss 0.6143, rec_loss 0.0225, lpips_loss 0.1724, g_loss 0.1994, disc_weight 0.5000, disc_adaptive_weight 2.1294, d_loss 2.5330, logits_real -0.1890, logits_fake -0.2041,
Train Epoch: [3/10] Iters:[15370/20018] gen_loss 0.2535, rec_loss 0.0283, lpips_loss 0.1748, g_loss 0.0181, disc_weight 0.5000, disc_adaptive_weight 2.7811, d_loss 0.5001, logits_real -0.0179, logits_fake -0.0183,
Train Epoch: [3/10] Iters:[15380/20018] gen_loss 0.2552, rec_loss 0.0286, lpips_loss 0.1753, g_loss 0.0183, disc_weight 0.5000, disc_adaptive_weight 2.7867, d_loss 0.5001, logits_real -0.0181, logits_fake -0.0185,
Train Epoch: [3/10] Iters:[15390/20018] gen_loss 0.2564, rec_loss 0.0289, lpips_loss 0.1756, g_loss 0.0185, disc_weight 0.5000, disc_adaptive_weight 2.7904, d_loss 0.5001, logits_real -0.0182, logits_fake -0.0187,
Train Epoch: [3/10] Iters:[15400/20018] gen_loss 0.2566, rec_loss 0.0287, lpips_loss 0.1748, g_loss 0.0187, disc_weight 0.5000, disc_adaptive_weight 2.8330, d_loss 0.5001, logits_real -0.0183, logits_fake -0.0190,
Train Epoch: [3/10] Iters:[15410/20018] gen_loss 0.2556, rec_loss 0.0292, lpips_loss 0.1745, g_loss 0.0187, disc_weight 0.5000, disc_adaptive_weight 2.7757, d_loss 0.5001, logits_real -0.0187, logits_fake -0.0192,
Train Epoch: [3/10] Iters:[15420/20018] gen_loss 0.2564, rec_loss 0.0295, lpips_loss 0.1750, g_loss 0.0188, disc_weight 0.5000, disc_adaptive_weight 2.7566, d_loss 0.5001, logits_real -0.0189, logits_fake -0.0194,
Train Epoch: [3/10] Iters:[15430/20018] gen_loss 0.2584, rec_loss 0.0298, lpips_loss 0.1756, g_loss 0.0193, disc_weight 0.5000, disc_adaptive_weight 2.7468, d_loss 0.5001, logits_real -0.0193, logits_fake -0.0197,
Train Epoch: [3/10] Iters:[15440/20018] gen_loss 0.2584, rec_loss 0.0300, lpips_loss 0.1757, g_loss 0.0195, disc_weight 0.5000, disc_adaptive_weight 2.7122, d_loss 0.5001, logits_real -0.0194, logits_fake -0.0199,
Train Epoch: [3/10] Iters:[15450/20018] gen_loss 0.2593, rec_loss 0.0296, lpips_loss 0.1764, g_loss 0.0198, disc_weight 0.5000, disc_adaptive_weight 2.6863, d_loss 0.5001, logits_real -0.0198, logits_fake -0.0202,
Train Epoch: [3/10] Iters:[15460/20018] gen_loss 0.2574, rec_loss 0.0288, lpips_loss 0.1761, g_loss 0.0199, disc_weight 0.5000, disc_adaptive_weight 2.6330, d_loss 0.5002, logits_real -0.0199, logits_fake -0.0202,
Train Epoch: [3/10] Iters:[15470/20018] gen_loss 0.2591, rec_loss 0.0289, lpips_loss 0.1765, g_loss 0.0201, disc_weight 0.5000, disc_adaptive_weight 2.6670, d_loss 0.5002, logits_real -0.0198, logits_fake -0.0201,
Train Epoch: [3/10] Iters:[15480/20018] gen_loss 0.2608, rec_loss 0.0285, lpips_loss 0.1763, g_loss 0.0202, disc_weight 0.5000, disc_adaptive_weight 2.7651, d_loss 0.5002, logits_real -0.0201, logits_fake -0.0203,
Train Epoch: [3/10] Iters:[15490/20018] gen_loss 0.2631, rec_loss 0.0279, lpips_loss 0.1762, g_loss 0.0207, disc_weight 0.5000, disc_adaptive_weight 2.8422, d_loss 0.5002, logits_real -0.0205, logits_fake -0.0206,
Train Epoch: [3/10] Iters:[15500/20018] gen_loss 0.2632, rec_loss 0.0283, lpips_loss 0.1761, g_loss 0.0208, disc_weight 0.5000, disc_adaptive_weight 2.8323, d_loss 0.5002, logits_real -0.0204, logits_fake -0.0206,
Train Epoch: [3/10] Iters:[15510/20018] gen_loss 0.2642, rec_loss 0.0279, lpips_loss 0.1755, g_loss 0.0211, disc_weight 0.5000, disc_adaptive_weight 2.8852, d_loss 0.5002, logits_real -0.0206, logits_fake -0.0206,
Train Epoch: [3/10] Iters:[15520/20018] gen_loss 0.2605, rec_loss 0.0272, lpips_loss 0.1732, g_loss 0.0211, disc_weight 0.5000, disc_adaptive_weight 2.8529, d_loss 0.5003, logits_real -0.0210, logits_fake -0.0209,
Train Epoch: [3/10] Iters:[15530/20018] gen_loss 0.2593, rec_loss 0.0273, lpips_loss 0.1721, g_loss 0.0212, disc_weight 0.5000, disc_adaptive_weight 2.8194, d_loss 0.5002, logits_real -0.0209, logits_fake -0.0210,
Train Epoch: [3/10] Iters:[15540/20018] gen_loss 0.2601, rec_loss 0.0280, lpips_loss 0.1728, g_loss 0.0210, disc_weight 0.5000, disc_adaptive_weight 2.8196, d_loss 0.5003, logits_real -0.0210, logits_fake -0.0208,
Train Epoch: [3/10] Iters:[15550/20018] gen_loss 0.2597, rec_loss 0.0283, lpips_loss 0.1730, g_loss 0.0209, disc_weight 0.5000, disc_adaptive_weight 2.7824, d_loss 0.5003, logits_real -0.0212, logits_fake -0.0209,
Train Epoch: [3/10] Iters:[15560/20018] gen_loss 0.2610, rec_loss 0.0289, lpips_loss 0.1736, g_loss 0.0209, disc_weight 0.5000, disc_adaptive_weight 2.7919, d_loss 0.5002, logits_real -0.0211, logits_fake -0.0211,
Train Epoch: [3/10] Iters:[15570/20018] gen_loss 0.2654, rec_loss 0.0296, lpips_loss 0.1760, g_loss 0.0211, disc_weight 0.5000, disc_adaptive_weight 2.8217, d_loss 0.5001, logits_real -0.0210, logits_fake -0.0214,
Train Epoch: [3/10] Iters:[15580/20018] gen_loss 0.2652, rec_loss 0.0295, lpips_loss 0.1759, g_loss 0.0214, disc_weight 0.5000, disc_adaptive_weight 2.7947, d_loss 0.5001, logits_real -0.0212, logits_fake -0.0216,
Train Epoch: [3/10] Iters:[15590/20018] gen_loss 0.2639, rec_loss 0.0292, lpips_loss 0.1745, g_loss 0.0219, disc_weight 0.5000, disc_adaptive_weight 2.7432, d_loss 0.5001, logits_real -0.0215, logits_fake -0.0220,
Train Epoch: [3/10] Iters:[15600/20018] gen_loss 0.2640, rec_loss 0.0287, lpips_loss 0.1735, g_loss 0.0223, disc_weight 0.5000, disc_adaptive_weight 2.7725, d_loss 0.5002, logits_real -0.0220, logits_fake -0.0222,
Train Epoch: [3/10] Iters:[15610/20018] gen_loss 0.2661, rec_loss 0.0290, lpips_loss 0.1741, g_loss 0.0226, disc_weight 0.5000, disc_adaptive_weight 2.7969, d_loss 0.5001, logits_real -0.0221, logits_fake -0.0225,
Train Epoch: [3/10] Iters:[15620/20018] gen_loss 0.2622, rec_loss 0.0281, lpips_loss 0.1720, g_loss 0.0226, disc_weight 0.5000, disc_adaptive_weight 2.7443, d_loss 0.5002, logits_real -0.0222, logits_fake -0.0225,
Train Epoch: [3/10] Iters:[15630/20018] gen_loss 0.2629, rec_loss 0.0282, lpips_loss 0.1723, g_loss 0.0228, disc_weight 0.5000, disc_adaptive_weight 2.7350, d_loss 0.5002, logits_real -0.0225, logits_fake -0.0227,
Train Epoch: [3/10] Iters:[15640/20018] gen_loss 0.2626, rec_loss 0.0279, lpips_loss 0.1722, g_loss 0.0226, disc_weight 0.5000, disc_adaptive_weight 2.7567, d_loss 0.5001, logits_real -0.0225, logits_fake -0.0228,
Train Epoch: [3/10] Iters:[15650/20018] gen_loss 0.2646, rec_loss 0.0280, lpips_loss 0.1737, g_loss 0.0224, disc_weight 0.5000, disc_adaptive_weight 2.8040, d_loss 0.5001, logits_real -0.0222, logits_fake -0.0227,
Train Epoch: [3/10] Iters:[15660/20018] gen_loss 0.2622, rec_loss 0.0273, lpips_loss 0.1722, g_loss 0.0225, disc_weight 0.5000, disc_adaptive_weight 2.7776, d_loss 0.5002, logits_real -0.0226, logits_fake -0.0227,
Train Epoch: [3/10] Iters:[15670/20018] gen_loss 0.2638, rec_loss 0.0275, lpips_loss 0.1736, g_loss 0.0221, disc_weight 0.5000, disc_adaptive_weight 2.8394, d_loss 0.5002, logits_real -0.0222, logits_fake -0.0222,
Train Epoch: [3/10] Iters:[15680/20018] gen_loss 0.2614, rec_loss 0.0274, lpips_loss 0.1731, g_loss 0.0213, disc_weight 0.5000, disc_adaptive_weight 2.8586, d_loss 0.5003, logits_real -0.0215, logits_fake -0.0214,
Train Epoch: [3/10] Iters:[15690/20018] gen_loss 0.2605, rec_loss 0.0274, lpips_loss 0.1733, g_loss 0.0208, disc_weight 0.5000, disc_adaptive_weight 2.8695, d_loss 0.5002, logits_real -0.0208, logits_fake -0.0208,
Train Epoch: [3/10] Iters:[15700/20018] gen_loss 0.2580, rec_loss 0.0276, lpips_loss 0.1720, g_loss 0.0206, disc_weight 0.5000, disc_adaptive_weight 2.8287, d_loss 0.5002, logits_real -0.0204, logits_fake -0.0205,
Train Epoch: [3/10] Iters:[15710/20018] gen_loss 0.2569, rec_loss 0.0278, lpips_loss 0.1724, g_loss 0.0201, disc_weight 0.5000, disc_adaptive_weight 2.8096, d_loss 0.5001, logits_real -0.0197, logits_fake -0.0201,
Train Epoch: [3/10] Iters:[15720/20018] gen_loss 0.2572, rec_loss 0.0279, lpips_loss 0.1728, g_loss 0.0200, disc_weight 0.5000, disc_adaptive_weight 2.8167, d_loss 0.5001, logits_real -0.0196, logits_fake -0.0200,
Train Epoch: [3/10] Iters:[15730/20018] gen_loss 0.2578, rec_loss 0.0277, lpips_loss 0.1738, g_loss 0.0199, disc_weight 0.5000, disc_adaptive_weight 2.8296, d_loss 0.5001, logits_real -0.0192, logits_fake -0.0197,
Train Epoch: [3/10] Iters:[15740/20018] gen_loss 0.2577, rec_loss 0.0277, lpips_loss 0.1744, g_loss 0.0197, disc_weight 0.5000, disc_adaptive_weight 2.8234, d_loss 0.5001, logits_real -0.0191, logits_fake -0.0194,
Train Epoch: [3/10] Iters:[15750/20018] gen_loss 0.2562, rec_loss 0.0275, lpips_loss 0.1750, g_loss 0.0192, disc_weight 0.5000, disc_adaptive_weight 2.7907, d_loss 0.5002, logits_real -0.0189, logits_fake -0.0192,
Train Epoch: [3/10] Iters:[15760/20018] gen_loss 0.2576, rec_loss 0.0274, lpips_loss 0.1750, g_loss 0.0188, disc_weight 0.5000, disc_adaptive_weight 2.9278, d_loss 0.5002, logits_real -0.0187, logits_fake -0.0187,
Train Epoch: [3/10] Iters:[15770/20018] gen_loss 0.2578, rec_loss 0.0281, lpips_loss 0.1749, g_loss 0.0184, disc_weight 0.5000, disc_adaptive_weight 2.9752, d_loss 0.5002, logits_real -0.0183, logits_fake -0.0183,
Train Epoch: [3/10] Iters:[15780/20018] gen_loss 0.2575, rec_loss 0.0284, lpips_loss 0.1749, g_loss 0.0182, disc_weight 0.5000, disc_adaptive_weight 2.9703, d_loss 0.5003, logits_real -0.0185, logits_fake -0.0183,
Train Epoch: [3/10] Iters:[15790/20018] gen_loss 0.2591, rec_loss 0.0288, lpips_loss 0.1744, g_loss 0.0181, disc_weight 0.5000, disc_adaptive_weight 3.0792, d_loss 0.5003, logits_real -0.0184, logits_fake -0.0183,
Train Epoch: [3/10] Iters:[15800/20018] gen_loss 0.2621, rec_loss 0.0293, lpips_loss 0.1752, g_loss 0.0182, disc_weight 0.5000, disc_adaptive_weight 3.1476, d_loss 0.5002, logits_real -0.0184, logits_fake -0.0184,
Train Epoch: [3/10] Iters:[15810/20018] gen_loss 0.2625, rec_loss 0.0299, lpips_loss 0.1762, g_loss 0.0185, disc_weight 0.5000, disc_adaptive_weight 3.0432, d_loss 0.5002, logits_real -0.0186, logits_fake -0.0187,
Train Epoch: [3/10] Iters:[15820/20018] gen_loss 0.2610, rec_loss 0.0296, lpips_loss 0.1763, g_loss 0.0188, disc_weight 0.5000, disc_adaptive_weight 2.9265, d_loss 0.5002, logits_real -0.0187, logits_fake -0.0187,
Train Epoch: [3/10] Iters:[15830/20018] gen_loss 0.2618, rec_loss 0.0298, lpips_loss 0.1767, g_loss 0.0190, disc_weight 0.5000, disc_adaptive_weight 2.9025, d_loss 0.5002, logits_real -0.0186, logits_fake -0.0187,
Train Epoch: [3/10] Iters:[15840/20018] gen_loss 0.2606, rec_loss 0.0297, lpips_loss 0.1778, g_loss 0.0188, disc_weight 0.5000, disc_adaptive_weight 2.8200, d_loss 0.5002, logits_real -0.0184, logits_fake -0.0185,
Train Epoch: [3/10] Iters:[15850/20018] gen_loss 0.2586, rec_loss 0.0295, lpips_loss 0.1778, g_loss 0.0186, disc_weight 0.5000, disc_adaptive_weight 2.7440, d_loss 0.5002, logits_real -0.0181, logits_fake -0.0184,
Train Epoch: [3/10] Iters:[15860/20018] gen_loss 0.2574, rec_loss 0.0288, lpips_loss 0.1771, g_loss 0.0189, disc_weight 0.5000, disc_adaptive_weight 2.7224, d_loss 0.5001, logits_real -0.0181, logits_fake -0.0185,
Train Epoch: [3/10] Iters:[15870/20018] gen_loss 0.2609, rec_loss 0.0288, lpips_loss 0.1772, g_loss 0.0195, disc_weight 0.5000, disc_adaptive_weight 2.8068, d_loss 0.5001, logits_real -0.0188, logits_fake -0.0192,
Train Epoch: [3/10] Iters:[15880/20018] gen_loss 0.2645, rec_loss 0.0288, lpips_loss 0.1770, g_loss 0.0202, disc_weight 0.5000, disc_adaptive_weight 2.8857, d_loss 0.5001, logits_real -0.0193, logits_fake -0.0199,
Train Epoch: [3/10] Iters:[15890/20018] gen_loss 0.2657, rec_loss 0.0287, lpips_loss 0.1757, g_loss 0.0211, disc_weight 0.5000, disc_adaptive_weight 2.8881, d_loss 0.5001, logits_real -0.0203, logits_fake -0.0207,
Train Epoch: [3/10] Iters:[15900/20018] gen_loss 0.2683, rec_loss 0.0287, lpips_loss 0.1749, g_loss 0.0219, disc_weight 0.5000, disc_adaptive_weight 2.9483, d_loss 0.5001, logits_real -0.0209, logits_fake -0.0213,
Train Epoch: [3/10] Iters:[15910/20018] gen_loss 0.2699, rec_loss 0.0290, lpips_loss 0.1758, g_loss 0.0220, disc_weight 0.5000, disc_adaptive_weight 2.9613, d_loss 0.5002, logits_real -0.0214, logits_fake -0.0215,
Train Epoch: [3/10] Iters:[15920/20018] gen_loss 0.2662, rec_loss 0.0289, lpips_loss 0.1753, g_loss 0.0217, disc_weight 0.5000, disc_adaptive_weight 2.8416, d_loss 0.5002, logits_real -0.0213, logits_fake -0.0215,
Train Epoch: [3/10] Iters:[15930/20018] gen_loss 0.2620, rec_loss 0.0287, lpips_loss 0.1743, g_loss 0.0214, disc_weight 0.5000, disc_adaptive_weight 2.7510, d_loss 0.5002, logits_real -0.0210, logits_fake -0.0214,
Train Epoch: [3/10] Iters:[15940/20018] gen_loss 0.2615, rec_loss 0.0285, lpips_loss 0.1754, g_loss 0.0210, disc_weight 0.5000, disc_adaptive_weight 2.7229, d_loss 0.5001, logits_real -0.0207, logits_fake -0.0211,
Train Epoch: [3/10] Iters:[15950/20018] gen_loss 0.2603, rec_loss 0.0283, lpips_loss 0.1759, g_loss 0.0207, disc_weight 0.5000, disc_adaptive_weight 2.6989, d_loss 0.5002, logits_real -0.0205, logits_fake -0.0208,
Train Epoch: [3/10] Iters:[15960/20018] gen_loss 0.2578, rec_loss 0.0279, lpips_loss 0.1743, g_loss 0.0206, disc_weight 0.5000, disc_adaptive_weight 2.7001, d_loss 0.5001, logits_real -0.0203, logits_fake -0.0207,
Train Epoch: [3/10] Iters:[15970/20018] gen_loss 0.2583, rec_loss 0.0275, lpips_loss 0.1736, g_loss 0.0204, disc_weight 0.5000, disc_adaptive_weight 2.8027, d_loss 0.5002, logits_real -0.0200, logits_fake -0.0202,
Train Epoch: [3/10] Iters:[15980/20018] gen_loss 0.2586, rec_loss 0.0279, lpips_loss 0.1744, g_loss 0.0196, disc_weight 0.5000, disc_adaptive_weight 2.8777, d_loss 0.5002, logits_real -0.0193, logits_fake -0.0194,
Train Epoch: [3/10] Iters:[15990/20018] gen_loss 0.2566, rec_loss 0.0280, lpips_loss 0.1740, g_loss 0.0190, disc_weight 0.5000, disc_adaptive_weight 2.8807, d_loss 0.5003, logits_real -0.0187, logits_fake -0.0186,
Train Epoch: [3/10] Iters:[16000/20018] gen_loss 0.2552, rec_loss 0.0280, lpips_loss 0.1735, g_loss 0.0185, disc_weight 0.5000, disc_adaptive_weight 2.9024, d_loss 0.5002, logits_real -0.0181, logits_fake -0.0183,
Train Epoch: [3/10] Iters:[16010/20018] gen_loss 0.2552, rec_loss 0.0285, lpips_loss 0.1745, g_loss 0.0181, disc_weight 0.5000, disc_adaptive_weight 2.8822, d_loss 0.5002, logits_real -0.0175, logits_fake -0.0177,
Train Epoch: [3/10] Iters:[16020/20018] gen_loss 0.2563, rec_loss 0.0290, lpips_loss 0.1754, g_loss 0.0178, disc_weight 0.5000, disc_adaptive_weight 2.9188, d_loss 0.5001, logits_real -0.0173, logits_fake -0.0178,
Train Epoch: [3/10] Iters:[16030/20018] gen_loss 0.2548, rec_loss 0.0282, lpips_loss 0.1744, g_loss 0.0181, disc_weight 0.5000, disc_adaptive_weight 2.8719, d_loss 0.5001, logits_real -0.0177, logits_fake -0.0182,
Train Epoch: [3/10] Iters:[16040/20018] gen_loss 0.2565, rec_loss 0.0282, lpips_loss 0.1747, g_loss 0.0185, disc_weight 0.5000, disc_adaptive_weight 2.9009, d_loss 0.5001, logits_real -0.0181, logits_fake -0.0185,
Train Epoch: [3/10] Iters:[16050/20018] gen_loss 0.2567, rec_loss 0.0281, lpips_loss 0.1739, g_loss 0.0186, disc_weight 0.5000, disc_adaptive_weight 2.9401, d_loss 0.5002, logits_real -0.0184, logits_fake -0.0185,
Train Epoch: [3/10] Iters:[16060/20018] gen_loss 0.2557, rec_loss 0.0274, lpips_loss 0.1731, g_loss 0.0189, disc_weight 0.5000, disc_adaptive_weight 2.9298, d_loss 0.5002, logits_real -0.0187, logits_fake -0.0189,
Train Epoch: [3/10] Iters:[16070/20018] gen_loss 0.2556, rec_loss 0.0272, lpips_loss 0.1735, g_loss 0.0192, disc_weight 0.5000, disc_adaptive_weight 2.8648, d_loss 0.5002, logits_real -0.0191, logits_fake -0.0190,
Train Epoch: [3/10] Iters:[16080/20018] gen_loss 0.2551, rec_loss 0.0273, lpips_loss 0.1727, g_loss 0.0194, disc_weight 0.5000, disc_adaptive_weight 2.8316, d_loss 0.5003, logits_real -0.0193, logits_fake -0.0191,
Train Epoch: [3/10] Iters:[16090/20018] gen_loss 0.2563, rec_loss 0.0271, lpips_loss 0.1727, g_loss 0.0195, disc_weight 0.5000, disc_adaptive_weight 2.8928, d_loss 0.5003, logits_real -0.0194, logits_fake -0.0192,
Train Epoch: [3/10] Iters:[16100/20018] gen_loss 0.2574, rec_loss 0.0273, lpips_loss 0.1734, g_loss 0.0197, disc_weight 0.5000, disc_adaptive_weight 2.8661, d_loss 0.5003, logits_real -0.0195, logits_fake -0.0193,
Train Epoch: [3/10] Iters:[16110/20018] gen_loss 0.2584, rec_loss 0.0279, lpips_loss 0.1737, g_loss 0.0197, disc_weight 0.5000, disc_adaptive_weight 2.8763, d_loss 0.5003, logits_real -0.0195, logits_fake -0.0193,
Train Epoch: [3/10] Iters:[16120/20018] gen_loss 0.2573, rec_loss 0.0273, lpips_loss 0.1725, g_loss 0.0196, disc_weight 0.5000, disc_adaptive_weight 2.9334, d_loss 0.5003, logits_real -0.0193, logits_fake -0.0193,
Train Epoch: [3/10] Iters:[16130/20018] gen_loss 0.2579, rec_loss 0.0277, lpips_loss 0.1731, g_loss 0.0191, disc_weight 0.5000, disc_adaptive_weight 2.9971, d_loss 0.5002, logits_real -0.0189, logits_fake -0.0190,
Train Epoch: [3/10] Iters:[16140/20018] gen_loss 0.2556, rec_loss 0.0277, lpips_loss 0.1729, g_loss 0.0187, disc_weight 0.5000, disc_adaptive_weight 2.9375, d_loss 0.5001, logits_real -0.0183, logits_fake -0.0187,
Train Epoch: [3/10] Iters:[16150/20018] gen_loss 0.2530, rec_loss 0.0271, lpips_loss 0.1725, g_loss 0.0184, disc_weight 0.5000, disc_adaptive_weight 2.9152, d_loss 0.5001, logits_real -0.0180, logits_fake -0.0184,
Train Epoch: [3/10] Iters:[16160/20018] gen_loss 0.2522, rec_loss 0.0268, lpips_loss 0.1729, g_loss 0.0181, disc_weight 0.5000, disc_adaptive_weight 2.9073, d_loss 0.5002, logits_real -0.0178, logits_fake -0.0181,
Train Epoch: [3/10] Iters:[16170/20018] gen_loss 0.2536, rec_loss 0.0275, lpips_loss 0.1744, g_loss 0.0180, disc_weight 0.5000, disc_adaptive_weight 2.8778, d_loss 0.5002, logits_real -0.0178, logits_fake -0.0180,
Train Epoch: [3/10] Iters:[16180/20018] gen_loss 0.2533, rec_loss 0.0271, lpips_loss 0.1743, g_loss 0.0183, disc_weight 0.5000, disc_adaptive_weight 2.8359, d_loss 0.5002, logits_real -0.0181, logits_fake -0.0184,
Train Epoch: [3/10] Iters:[16190/20018] gen_loss 0.2557, rec_loss 0.0274, lpips_loss 0.1749, g_loss 0.0185, disc_weight 0.5000, disc_adaptive_weight 2.8884, d_loss 0.5002, logits_real -0.0185, logits_fake -0.0186,
Train Epoch: [3/10] Iters:[16200/20018] gen_loss 0.2583, rec_loss 0.0283, lpips_loss 0.1755, g_loss 0.0186, disc_weight 0.5000, disc_adaptive_weight 2.9223, d_loss 0.5002, logits_real -0.0188, logits_fake -0.0189,
Train Epoch: [3/10] Iters:[16210/20018] gen_loss 0.2611, rec_loss 0.0285, lpips_loss 0.1753, g_loss 0.0190, disc_weight 0.5000, disc_adaptive_weight 3.0104, d_loss 0.5002, logits_real -0.0190, logits_fake -0.0192,
Train Epoch: [3/10] Iters:[16220/20018] gen_loss 0.2605, rec_loss 0.0282, lpips_loss 0.1742, g_loss 0.0192, disc_weight 0.5000, disc_adaptive_weight 3.0178, d_loss 0.5002, logits_real -0.0196, logits_fake -0.0196,
Train Epoch: [3/10] Iters:[16230/20018] gen_loss 0.2625, rec_loss 0.0285, lpips_loss 0.1748, g_loss 0.0193, disc_weight 0.5000, disc_adaptive_weight 3.0495, d_loss 0.5002, logits_real -0.0196, logits_fake -0.0196,
Train Epoch: [3/10] Iters:[16240/20018] gen_loss 0.2605, rec_loss 0.0286, lpips_loss 0.1745, g_loss 0.0194, disc_weight 0.5000, disc_adaptive_weight 2.9454, d_loss 0.5002, logits_real -0.0196, logits_fake -0.0197,
Train Epoch: [3/10] Iters:[16250/20018] gen_loss 0.2587, rec_loss 0.0281, lpips_loss 0.1738, g_loss 0.0195, disc_weight 0.5000, disc_adaptive_weight 2.8930, d_loss 0.5002, logits_real -0.0194, logits_fake -0.0196,
Train Epoch: [3/10] Iters:[16260/20018] gen_loss 0.2560, rec_loss 0.0283, lpips_loss 0.1741, g_loss 0.0193, disc_weight 0.5000, disc_adaptive_weight 2.7679, d_loss 0.5002, logits_real -0.0193, logits_fake -0.0195,
Train Epoch: [3/10] Iters:[16270/20018] gen_loss 0.2546, rec_loss 0.0280, lpips_loss 0.1736, g_loss 0.0193, disc_weight 0.5000, disc_adaptive_weight 2.7387, d_loss 0.5001, logits_real -0.0188, logits_fake -0.0191,
Train Epoch: [3/10] Iters:[16280/20018] gen_loss 0.2539, rec_loss 0.0284, lpips_loss 0.1740, g_loss 0.0191, disc_weight 0.5000, disc_adaptive_weight 2.6821, d_loss 0.5001, logits_real -0.0186, logits_fake -0.0193,
Train Epoch: [3/10] Iters:[16290/20018] gen_loss 0.2550, rec_loss 0.0283, lpips_loss 0.1735, g_loss 0.0195, disc_weight 0.5000, disc_adaptive_weight 2.7047, d_loss 0.5001, logits_real -0.0191, logits_fake -0.0195,
Train Epoch: [3/10] Iters:[16300/20018] gen_loss 0.2556, rec_loss 0.0286, lpips_loss 0.1742, g_loss 0.0195, disc_weight 0.5000, disc_adaptive_weight 2.6935, d_loss 0.5001, logits_real -0.0194, logits_fake -0.0199,
Train Epoch: [3/10] Iters:[16310/20018] gen_loss 0.2565, rec_loss 0.0284, lpips_loss 0.1736, g_loss 0.0197, disc_weight 0.5000, disc_adaptive_weight 2.7467, d_loss 0.5001, logits_real -0.0198, logits_fake -0.0202,
Train Epoch: [3/10] Iters:[16320/20018] gen_loss 0.2588, rec_loss 0.0288, lpips_loss 0.1747, g_loss 0.0202, disc_weight 0.5000, disc_adaptive_weight 2.7234, d_loss 0.5001, logits_real -0.0204, logits_fake -0.0207,
Train Epoch: [3/10] Iters:[16330/20018] gen_loss 0.2581, rec_loss 0.0282, lpips_loss 0.1740, g_loss 0.0207, disc_weight 0.5000, disc_adaptive_weight 2.6947, d_loss 0.5002, logits_real -0.0211, logits_fake -0.0213,
Train Epoch: [3/10] Iters:[16340/20018] gen_loss 0.2596, rec_loss 0.0286, lpips_loss 0.1745, g_loss 0.0206, disc_weight 0.5000, disc_adaptive_weight 2.7365, d_loss 0.5001, logits_real -0.0208, logits_fake -0.0213,
Train Epoch: [3/10] Iters:[16350/20018] gen_loss 0.2609, rec_loss 0.0282, lpips_loss 0.1744, g_loss 0.0213, disc_weight 0.5000, disc_adaptive_weight 2.7306, d_loss 0.5001, logits_real -0.0212, logits_fake -0.0219,
Train Epoch: [3/10] Iters:[16360/20018] gen_loss 0.2625, rec_loss 0.0284, lpips_loss 0.1747, g_loss 0.0217, disc_weight 0.5000, disc_adaptive_weight 2.7323, d_loss 0.5000, logits_real -0.0217, logits_fake -0.0224,
