dataset_dir: /datasets/
dataset_name: ImageNet
global_batch_size: 64
workers: 6
resolution: 256
channels: 3
ms_patch_size: 1_2_3_4_5_6_8_10_13_16
importance: (1, 1, 1, 2, 2, 2, 3, 3, 5, 5)
max_patch_size: 16
codebook_size: 4096
codebook_dim: 32
alpha: 1.0
beta: 1.0
gamma: 0.2
disc_weight: 0.5
lecam_loss_weight: 0.001
disc_cr_loss_weight: 4.0
VQ: wasserstein_vq
use_multiscale: True
transplant_epochs: 5
refinement_epochs: 10
eval_epochs: 1
disc_epoch: 1
lr_transplant: 0.0001
lr_refinement: 1e-05
dropout: 0.0
seed: 3407
weight_decay: 0.0001
stage: refinement
checkpoint_dir: /project/6105494/sunset/VQ-Projects/WassersteinVQ/VAR/checkpoint/Refinement/ImageNet
results_dir: /project/6105494/sunset/VQ-Projects/WassersteinVQ/VAR/results/Refinement/ImageNet
saver_dir: /project/6105494/sunset/VQ-Projects/WassersteinVQ/VAR/saver/Refinement/ImageNet
reconstruction_dir: /project/6105494/sunset/VQ-Projects/WassersteinVQ/VAR/reconstruction/Refinement/ImageNet
yaml_dir: /project/6105494/sunset/VQ-Projects/WassersteinVQ/VAR/yaml/Refinement/ImageNet
pretrained_tokenizer: /project/6105494/sunset/VQ-Projects/WassersteinVQ/VAR/pretrained_tokenizer/vae_ch160v4096z32.pth
checkpoint_name: checkpoint-wasserstein_vq_transplant_True_ImageNet_model_4096_32_loss_1.0_1.0_0.2_0.5-5.pth.tar
nnodes: -1
node_rank: -1
local_rank: 0
dist_url: tcp://224.66.41.62:23456
dist_backend: nccl
world_size: 2
batch_size: 32
ms_token_size: (1, 2, 3, 4, 5, 6, 8, 10, 13, 16)
init_checkpoint_dir: /project/6105494/sunset/VQ-Projects/WassersteinVQ/VAR/checkpoint/
data_pre: ImageNet
model_pre: model_4096_32
loss_pre: loss_1.0_1.0_0.2_0.5
training_pre: wasserstein_vq_refinement_True_10
saver_name_pre: wasserstein_vq_refinement_True_10_ImageNet_model_4096_32_loss_1.0_1.0_0.2_0.5
| distributed init (rank 0): env://
| distributed init (rank 1): env://
VQ Model Parameters: 108761795
loaded pretrained LPIPS loss from /project/6105494/sunset/VQ-Projects/WassersteinVQ/VAR/code/models/cache/vgg.pth
dataset name: ImageNet
len train_set: 1281167
len val_set: 50000
Start training...
epoch:1, cur_lr:0.000010
Train Epoch: [1/10] Iters:[10/20018] gen_loss -0.8271, rec_loss 0.0235, lpips_loss 0.1791, g_loss -0.1784, disc_weight 0.5000, disc_adaptive_weight 5.5725, d_loss 2.4870, logits_real 0.1403, logits_fake 0.1815,
Train Epoch: [3/10] Iters:[12920/20018] gen_loss 0.1577, rec_loss 0.0309, lpips_loss 0.1834, g_loss -0.0181, disc_weight 0.5000, disc_adaptive_weight 3.1369, d_loss 0.5003, logits_real 0.0175, logits_fake 0.0177,
Train Epoch: [3/10] Iters:[12930/20018] gen_loss 0.1568, rec_loss 0.0313, lpips_loss 0.1833, g_loss -0.0186, disc_weight 0.5000, disc_adaptive_weight 3.1103, d_loss 0.5003, logits_real 0.0182, logits_fake 0.0183,
Train Epoch: [3/10] Iters:[12940/20018] gen_loss 0.1568, rec_loss 0.0315, lpips_loss 0.1826, g_loss -0.0189, disc_weight 0.5000, disc_adaptive_weight 3.0393, d_loss 0.5003, logits_real 0.0185, logits_fake 0.0187,
Train Epoch: [3/10] Iters:[12950/20018] gen_loss 0.1568, rec_loss 0.0313, lpips_loss 0.1817, g_loss -0.0190, disc_weight 0.5000, disc_adaptive_weight 2.9643, d_loss 0.5003, logits_real 0.0186, logits_fake 0.0188,
Train Epoch: [3/10] Iters:[12960/20018] gen_loss 0.1564, rec_loss 0.0304, lpips_loss 0.1811, g_loss -0.0188, disc_weight 0.5000, disc_adaptive_weight 2.9364, d_loss 0.5002, logits_real 0.0186, logits_fake 0.0186,
Train Epoch: [3/10] Iters:[12970/20018] gen_loss 0.1585, rec_loss 0.0300, lpips_loss 0.1816, g_loss -0.0185, disc_weight 0.5000, disc_adaptive_weight 2.8818, d_loss 0.5002, logits_real 0.0185, logits_fake 0.0184,
Train Epoch: [3/10] Iters:[12980/20018] gen_loss 0.1565, rec_loss 0.0290, lpips_loss 0.1799, g_loss -0.0184, disc_weight 0.5000, disc_adaptive_weight 2.8597, d_loss 0.5003, logits_real 0.0183, logits_fake 0.0183,
Train Epoch: [3/10] Iters:[12990/20018] gen_loss 0.1560, rec_loss 0.0292, lpips_loss 0.1805, g_loss -0.0183, disc_weight 0.5000, disc_adaptive_weight 2.9306, d_loss 0.5002, logits_real 0.0184, logits_fake 0.0183,
Train Epoch: [3/10] Iters:[13000/20018] gen_loss 0.1547, rec_loss 0.0289, lpips_loss 0.1806, g_loss -0.0184, disc_weight 0.5000, disc_adaptive_weight 2.9642, d_loss 0.5002, logits_real 0.0186, logits_fake 0.0184,
Train Epoch: [3/10] Iters:[13010/20018] gen_loss 0.1541, rec_loss 0.0291, lpips_loss 0.1811, g_loss -0.0186, disc_weight 0.5000, disc_adaptive_weight 3.0176, d_loss 0.5002, logits_real 0.0186, logits_fake 0.0184,
Train Epoch: [3/10] Iters:[13020/20018] gen_loss 0.1510, rec_loss 0.0291, lpips_loss 0.1808, g_loss -0.0189, disc_weight 0.5000, disc_adaptive_weight 3.1220, d_loss 0.5002, logits_real 0.0187, logits_fake 0.0186,
Train Epoch: [3/10] Iters:[13030/20018] gen_loss 0.1520, rec_loss 0.0295, lpips_loss 0.1826, g_loss -0.0192, disc_weight 0.5000, disc_adaptive_weight 3.1351, d_loss 0.5002, logits_real 0.0191, logits_fake 0.0189,
Train Epoch: [3/10] Iters:[13040/20018] gen_loss 0.1512, rec_loss 0.0291, lpips_loss 0.1823, g_loss -0.0196, disc_weight 0.5000, disc_adaptive_weight 3.0791, d_loss 0.5003, logits_real 0.0193, logits_fake 0.0193,
Train Epoch: [3/10] Iters:[13050/20018] gen_loss 0.1494, rec_loss 0.0296, lpips_loss 0.1823, g_loss -0.0202, disc_weight 0.5000, disc_adaptive_weight 3.0987, d_loss 0.5002, logits_real 0.0198, logits_fake 0.0197,
Train Epoch: [3/10] Iters:[13060/20018] gen_loss 0.1471, rec_loss 0.0291, lpips_loss 0.1813, g_loss -0.0205, disc_weight 0.5000, disc_adaptive_weight 3.0981, d_loss 0.5002, logits_real 0.0200, logits_fake 0.0200,
Train Epoch: [3/10] Iters:[13070/20018] gen_loss 0.1473, rec_loss 0.0288, lpips_loss 0.1813, g_loss -0.0205, disc_weight 0.5000, disc_adaptive_weight 3.0569, d_loss 0.5002, logits_real 0.0202, logits_fake 0.0201,
Train Epoch: [3/10] Iters:[13080/20018] gen_loss 0.1475, rec_loss 0.0290, lpips_loss 0.1814, g_loss -0.0203, disc_weight 0.5000, disc_adaptive_weight 3.0850, d_loss 0.5002, logits_real 0.0202, logits_fake 0.0199,
Train Epoch: [3/10] Iters:[13090/20018] gen_loss 0.1484, rec_loss 0.0293, lpips_loss 0.1817, g_loss -0.0199, disc_weight 0.5000, disc_adaptive_weight 3.1401, d_loss 0.5001, logits_real 0.0201, logits_fake 0.0195,
Train Epoch: [3/10] Iters:[13100/20018] gen_loss 0.1505, rec_loss 0.0286, lpips_loss 0.1809, g_loss -0.0195, disc_weight 0.5000, disc_adaptive_weight 3.0224, d_loss 0.5001, logits_real 0.0197, logits_fake 0.0191,
Train Epoch: [3/10] Iters:[13110/20018] gen_loss 0.1521, rec_loss 0.0288, lpips_loss 0.1813, g_loss -0.0193, disc_weight 0.5000, disc_adaptive_weight 2.9938, d_loss 0.5001, logits_real 0.0195, logits_fake 0.0190,
Train Epoch: [3/10] Iters:[13120/20018] gen_loss 0.1524, rec_loss 0.0292, lpips_loss 0.1808, g_loss -0.0191, disc_weight 0.5000, disc_adaptive_weight 3.0255, d_loss 0.5001, logits_real 0.0194, logits_fake 0.0190,
Train Epoch: [3/10] Iters:[13130/20018] gen_loss 0.1536, rec_loss 0.0296, lpips_loss 0.1803, g_loss -0.0189, disc_weight 0.5000, disc_adaptive_weight 2.9818, d_loss 0.5001, logits_real 0.0192, logits_fake 0.0188,
Train Epoch: [3/10] Iters:[13140/20018] gen_loss 0.1536, rec_loss 0.0290, lpips_loss 0.1793, g_loss -0.0186, disc_weight 0.5000, disc_adaptive_weight 2.9372, d_loss 0.5002, logits_real 0.0187, logits_fake 0.0184,
Train Epoch: [3/10] Iters:[13150/20018] gen_loss 0.1545, rec_loss 0.0293, lpips_loss 0.1794, g_loss -0.0181, disc_weight 0.5000, disc_adaptive_weight 2.9936, d_loss 0.5002, logits_real 0.0182, logits_fake 0.0181,
Train Epoch: [3/10] Iters:[13160/20018] gen_loss 0.1561, rec_loss 0.0296, lpips_loss 0.1794, g_loss -0.0178, disc_weight 0.5000, disc_adaptive_weight 2.9771, d_loss 0.5002, logits_real 0.0178, logits_fake 0.0178,
Train Epoch: [3/10] Iters:[13170/20018] gen_loss 0.1583, rec_loss 0.0300, lpips_loss 0.1799, g_loss -0.0176, disc_weight 0.5000, disc_adaptive_weight 2.9340, d_loss 0.5002, logits_real 0.0176, logits_fake 0.0176,
Train Epoch: [3/10] Iters:[13180/20018] gen_loss 0.1562, rec_loss 0.0295, lpips_loss 0.1793, g_loss -0.0177, disc_weight 0.5000, disc_adaptive_weight 2.9622, d_loss 0.5002, logits_real 0.0177, logits_fake 0.0176,
Train Epoch: [3/10] Iters:[13190/20018] gen_loss 0.1559, rec_loss 0.0301, lpips_loss 0.1797, g_loss -0.0180, disc_weight 0.5000, disc_adaptive_weight 2.9770, d_loss 0.5003, logits_real 0.0178, logits_fake 0.0182,
Train Epoch: [3/10] Iters:[13200/20018] gen_loss 0.1549, rec_loss 0.0301, lpips_loss 0.1802, g_loss -0.0182, disc_weight 0.5000, disc_adaptive_weight 3.0371, d_loss 0.5003, logits_real 0.0182, logits_fake 0.0185,
Train Epoch: [3/10] Iters:[13210/20018] gen_loss 0.1540, rec_loss 0.0301, lpips_loss 0.1798, g_loss -0.0185, disc_weight 0.5000, disc_adaptive_weight 3.0285, d_loss 0.5003, logits_real 0.0186, logits_fake 0.0188,
Train Epoch: [3/10] Iters:[13220/20018] gen_loss 0.1524, rec_loss 0.0295, lpips_loss 0.1789, g_loss -0.0184, disc_weight 0.5000, disc_adaptive_weight 3.0341, d_loss 0.5002, logits_real 0.0186, logits_fake 0.0187,
Train Epoch: [3/10] Iters:[13230/20018] gen_loss 0.1542, rec_loss 0.0299, lpips_loss 0.1799, g_loss -0.0184, disc_weight 0.5000, disc_adaptive_weight 3.0197, d_loss 0.5003, logits_real 0.0185, logits_fake 0.0188,
Train Epoch: [3/10] Iters:[13240/20018] gen_loss 0.1500, rec_loss 0.0292, lpips_loss 0.1788, g_loss -0.0186, disc_weight 0.5000, disc_adaptive_weight 3.1086, d_loss 0.5002, logits_real 0.0190, logits_fake 0.0189,
Train Epoch: [3/10] Iters:[13250/20018] gen_loss 0.1484, rec_loss 0.0289, lpips_loss 0.1786, g_loss -0.0190, disc_weight 0.5000, disc_adaptive_weight 3.1051, d_loss 0.5002, logits_real 0.0193, logits_fake 0.0191,
Train Epoch: [3/10] Iters:[13260/20018] gen_loss 0.1467, rec_loss 0.0287, lpips_loss 0.1787, g_loss -0.0190, disc_weight 0.5000, disc_adaptive_weight 3.1916, d_loss 0.5002, logits_real 0.0193, logits_fake 0.0191,
Train Epoch: [3/10] Iters:[13270/20018] gen_loss 0.1475, rec_loss 0.0293, lpips_loss 0.1795, g_loss -0.0192, disc_weight 0.5000, disc_adaptive_weight 3.1892, d_loss 0.5002, logits_real 0.0195, logits_fake 0.0193,
Train Epoch: [3/10] Iters:[13280/20018] gen_loss 0.1470, rec_loss 0.0288, lpips_loss 0.1797, g_loss -0.0192, disc_weight 0.5000, disc_adaptive_weight 3.1969, d_loss 0.5002, logits_real 0.0195, logits_fake 0.0193,
Train Epoch: [3/10] Iters:[13290/20018] gen_loss 0.1529, rec_loss 0.0299, lpips_loss 0.1813, g_loss -0.0189, disc_weight 0.5000, disc_adaptive_weight 3.0857, d_loss 0.5002, logits_real 0.0191, logits_fake 0.0189,
Train Epoch: [3/10] Iters:[13300/20018] gen_loss 0.1549, rec_loss 0.0299, lpips_loss 0.1800, g_loss -0.0184, disc_weight 0.5000, disc_adaptive_weight 2.9870, d_loss 0.5002, logits_real 0.0185, logits_fake 0.0185,
Train Epoch: [3/10] Iters:[13310/20018] gen_loss 0.1573, rec_loss 0.0298, lpips_loss 0.1804, g_loss -0.0181, disc_weight 0.5000, disc_adaptive_weight 2.9235, d_loss 0.5003, logits_real 0.0182, logits_fake 0.0183,
Train Epoch: [3/10] Iters:[13320/20018] gen_loss 0.1567, rec_loss 0.0292, lpips_loss 0.1793, g_loss -0.0177, disc_weight 0.5000, disc_adaptive_weight 2.9257, d_loss 0.5003, logits_real 0.0178, logits_fake 0.0179,
Train Epoch: [3/10] Iters:[13330/20018] gen_loss 0.1574, rec_loss 0.0298, lpips_loss 0.1793, g_loss -0.0176, disc_weight 0.5000, disc_adaptive_weight 2.9451, d_loss 0.5002, logits_real 0.0175, logits_fake 0.0175,
Train Epoch: [3/10] Iters:[13340/20018] gen_loss 0.1565, rec_loss 0.0289, lpips_loss 0.1782, g_loss -0.0170, disc_weight 0.5000, disc_adaptive_weight 2.9847, d_loss 0.5002, logits_real 0.0173, logits_fake 0.0170,
Train Epoch: [3/10] Iters:[13350/20018] gen_loss 0.1573, rec_loss 0.0292, lpips_loss 0.1798, g_loss -0.0169, disc_weight 0.5000, disc_adaptive_weight 3.0586, d_loss 0.5002, logits_real 0.0172, logits_fake 0.0169,
Train Epoch: [3/10] Iters:[13360/20018] gen_loss 0.1574, rec_loss 0.0295, lpips_loss 0.1794, g_loss -0.0168, disc_weight 0.5000, disc_adaptive_weight 3.0557, d_loss 0.5002, logits_real 0.0169, logits_fake 0.0165,
Train Epoch: [3/10] Iters:[13370/20018] gen_loss 0.1601, rec_loss 0.0297, lpips_loss 0.1805, g_loss -0.0166, disc_weight 0.5000, disc_adaptive_weight 3.0194, d_loss 0.5002, logits_real 0.0164, logits_fake 0.0162,
Train Epoch: [3/10] Iters:[13380/20018] gen_loss 0.1617, rec_loss 0.0293, lpips_loss 0.1802, g_loss -0.0161, disc_weight 0.5000, disc_adaptive_weight 2.9696, d_loss 0.5002, logits_real 0.0163, logits_fake 0.0159,
Train Epoch: [3/10] Iters:[13390/20018] gen_loss 0.1631, rec_loss 0.0296, lpips_loss 0.1812, g_loss -0.0163, disc_weight 0.5000, disc_adaptive_weight 2.9357, d_loss 0.5002, logits_real 0.0163, logits_fake 0.0161,
Train Epoch: [3/10] Iters:[13400/20018] gen_loss 0.1642, rec_loss 0.0299, lpips_loss 0.1812, g_loss -0.0162, disc_weight 0.5000, disc_adaptive_weight 2.8827, d_loss 0.5002, logits_real 0.0163, logits_fake 0.0160,
Train Epoch: [3/10] Iters:[13410/20018] gen_loss 0.1662, rec_loss 0.0299, lpips_loss 0.1811, g_loss -0.0160, disc_weight 0.5000, disc_adaptive_weight 2.7953, d_loss 0.5002, logits_real 0.0162, logits_fake 0.0159,
Train Epoch: [3/10] Iters:[13420/20018] gen_loss 0.1652, rec_loss 0.0296, lpips_loss 0.1808, g_loss -0.0163, disc_weight 0.5000, disc_adaptive_weight 2.7752, d_loss 0.5002, logits_real 0.0165, logits_fake 0.0163,
Train Epoch: [3/10] Iters:[13430/20018] gen_loss 0.1649, rec_loss 0.0297, lpips_loss 0.1801, g_loss -0.0165, disc_weight 0.5000, disc_adaptive_weight 2.7180, d_loss 0.5002, logits_real 0.0165, logits_fake 0.0164,
Train Epoch: [3/10] Iters:[13440/20018] gen_loss 0.1636, rec_loss 0.0295, lpips_loss 0.1789, g_loss -0.0165, disc_weight 0.5000, disc_adaptive_weight 2.7336, d_loss 0.5002, logits_real 0.0165, logits_fake 0.0163,
Train Epoch: [3/10] Iters:[13450/20018] gen_loss 0.1625, rec_loss 0.0293, lpips_loss 0.1785, g_loss -0.0163, disc_weight 0.5000, disc_adaptive_weight 2.7917, d_loss 0.5003, logits_real 0.0164, logits_fake 0.0165,
Train Epoch: [3/10] Iters:[13460/20018] gen_loss 0.1616, rec_loss 0.0294, lpips_loss 0.1786, g_loss -0.0164, disc_weight 0.5000, disc_adaptive_weight 2.8333, d_loss 0.5002, logits_real 0.0165, logits_fake 0.0164,
Train Epoch: [3/10] Iters:[13470/20018] gen_loss 0.1630, rec_loss 0.0292, lpips_loss 0.1790, g_loss -0.0161, disc_weight 0.5000, disc_adaptive_weight 2.8216, d_loss 0.5001, logits_real 0.0163, logits_fake 0.0160,
Train Epoch: [3/10] Iters:[13480/20018] gen_loss 0.1632, rec_loss 0.0292, lpips_loss 0.1796, g_loss -0.0158, disc_weight 0.5000, disc_adaptive_weight 2.8942, d_loss 0.5002, logits_real 0.0161, logits_fake 0.0158,
Train Epoch: [3/10] Iters:[13490/20018] gen_loss 0.1645, rec_loss 0.0292, lpips_loss 0.1804, g_loss -0.0157, disc_weight 0.5000, disc_adaptive_weight 2.8882, d_loss 0.5002, logits_real 0.0159, logits_fake 0.0158,
Train Epoch: [3/10] Iters:[13500/20018] gen_loss 0.1642, rec_loss 0.0287, lpips_loss 0.1798, g_loss -0.0155, disc_weight 0.5000, disc_adaptive_weight 2.8940, d_loss 0.5002, logits_real 0.0159, logits_fake 0.0156,
Train Epoch: [3/10] Iters:[13510/20018] gen_loss 0.1651, rec_loss 0.0288, lpips_loss 0.1807, g_loss -0.0152, disc_weight 0.5000, disc_adaptive_weight 2.9297, d_loss 0.5002, logits_real 0.0156, logits_fake 0.0155,
Train Epoch: [3/10] Iters:[13520/20018] gen_loss 0.1640, rec_loss 0.0289, lpips_loss 0.1805, g_loss -0.0151, disc_weight 0.5000, disc_adaptive_weight 3.0323, d_loss 0.5002, logits_real 0.0153, logits_fake 0.0154,
Train Epoch: [3/10] Iters:[13530/20018] gen_loss 0.1638, rec_loss 0.0291, lpips_loss 0.1809, g_loss -0.0152, disc_weight 0.5000, disc_adaptive_weight 3.0572, d_loss 0.5002, logits_real 0.0154, logits_fake 0.0153,
Train Epoch: [3/10] Iters:[13540/20018] gen_loss 0.1643, rec_loss 0.0294, lpips_loss 0.1806, g_loss -0.0152, disc_weight 0.5000, disc_adaptive_weight 3.0145, d_loss 0.5002, logits_real 0.0153, logits_fake 0.0153,
Train Epoch: [3/10] Iters:[13550/20018] gen_loss 0.1658, rec_loss 0.0302, lpips_loss 0.1822, g_loss -0.0153, disc_weight 0.5000, disc_adaptive_weight 3.0517, d_loss 0.5002, logits_real 0.0154, logits_fake 0.0155,
Train Epoch: [3/10] Iters:[13560/20018] gen_loss 0.1645, rec_loss 0.0301, lpips_loss 0.1817, g_loss -0.0154, disc_weight 0.5000, disc_adaptive_weight 3.0745, d_loss 0.5002, logits_real 0.0155, logits_fake 0.0155,
Train Epoch: [3/10] Iters:[13570/20018] gen_loss 0.1645, rec_loss 0.0301, lpips_loss 0.1821, g_loss -0.0159, disc_weight 0.5000, disc_adaptive_weight 3.0142, d_loss 0.5002, logits_real 0.0158, logits_fake 0.0158,
Train Epoch: [3/10] Iters:[13580/20018] gen_loss 0.1656, rec_loss 0.0303, lpips_loss 0.1825, g_loss -0.0161, disc_weight 0.5000, disc_adaptive_weight 2.9455, d_loss 0.5003, logits_real 0.0159, logits_fake 0.0160,
Train Epoch: [3/10] Iters:[13590/20018] gen_loss 0.1641, rec_loss 0.0303, lpips_loss 0.1820, g_loss -0.0160, disc_weight 0.5000, disc_adaptive_weight 3.0269, d_loss 0.5002, logits_real 0.0160, logits_fake 0.0159,
Train Epoch: [3/10] Iters:[13600/20018] gen_loss 0.1632, rec_loss 0.0297, lpips_loss 0.1804, g_loss -0.0160, disc_weight 0.5000, disc_adaptive_weight 2.9442, d_loss 0.5002, logits_real 0.0158, logits_fake 0.0157,
Train Epoch: [3/10] Iters:[13610/20018] gen_loss 0.1634, rec_loss 0.0298, lpips_loss 0.1812, g_loss -0.0161, disc_weight 0.5000, disc_adaptive_weight 2.9574, d_loss 0.5002, logits_real 0.0161, logits_fake 0.0159,
Train Epoch: [3/10] Iters:[13620/20018] gen_loss 0.1606, rec_loss 0.0296, lpips_loss 0.1798, g_loss -0.0162, disc_weight 0.5000, disc_adaptive_weight 3.0143, d_loss 0.5002, logits_real 0.0164, logits_fake 0.0162,
Train Epoch: [3/10] Iters:[13630/20018] gen_loss 0.1582, rec_loss 0.0286, lpips_loss 0.1775, g_loss -0.0160, disc_weight 0.5000, disc_adaptive_weight 2.9964, d_loss 0.5002, logits_real 0.0163, logits_fake 0.0161,
Train Epoch: [3/10] Iters:[13640/20018] gen_loss 0.1593, rec_loss 0.0284, lpips_loss 0.1780, g_loss -0.0160, disc_weight 0.5000, disc_adaptive_weight 2.9313, d_loss 0.5002, logits_real 0.0163, logits_fake 0.0162,
Train Epoch: [3/10] Iters:[13650/20018] gen_loss 0.1594, rec_loss 0.0289, lpips_loss 0.1791, g_loss -0.0163, disc_weight 0.5000, disc_adaptive_weight 2.9794, d_loss 0.5002, logits_real 0.0166, logits_fake 0.0166,
Train Epoch: [3/10] Iters:[13660/20018] gen_loss 0.1592, rec_loss 0.0286, lpips_loss 0.1779, g_loss -0.0161, disc_weight 0.5000, disc_adaptive_weight 2.9435, d_loss 0.5002, logits_real 0.0164, logits_fake 0.0163,
Train Epoch: [3/10] Iters:[13670/20018] gen_loss 0.1608, rec_loss 0.0287, lpips_loss 0.1784, g_loss -0.0159, disc_weight 0.5000, disc_adaptive_weight 2.9156, d_loss 0.5002, logits_real 0.0164, logits_fake 0.0161,
Train Epoch: [3/10] Iters:[13680/20018] gen_loss 0.1608, rec_loss 0.0290, lpips_loss 0.1791, g_loss -0.0159, disc_weight 0.5000, disc_adaptive_weight 2.9765, d_loss 0.5001, logits_real 0.0166, logits_fake 0.0162,
Train Epoch: [3/10] Iters:[13690/20018] gen_loss 0.1582, rec_loss 0.0289, lpips_loss 0.1788, g_loss -0.0163, disc_weight 0.5000, disc_adaptive_weight 3.0305, d_loss 0.5001, logits_real 0.0167, logits_fake 0.0163,
Train Epoch: [3/10] Iters:[13700/20018] gen_loss 0.1581, rec_loss 0.0292, lpips_loss 0.1784, g_loss -0.0166, disc_weight 0.5000, disc_adaptive_weight 2.9883, d_loss 0.5001, logits_real 0.0168, logits_fake 0.0165,
Train Epoch: [3/10] Iters:[13710/20018] gen_loss 0.1575, rec_loss 0.0292, lpips_loss 0.1783, g_loss -0.0168, disc_weight 0.5000, disc_adaptive_weight 2.9784, d_loss 0.5003, logits_real 0.0169, logits_fake 0.0170,
Train Epoch: [3/10] Iters:[13720/20018] gen_loss 0.1586, rec_loss 0.0298, lpips_loss 0.1801, g_loss -0.0170, disc_weight 0.5000, disc_adaptive_weight 3.0154, d_loss 0.5003, logits_real 0.0170, logits_fake 0.0172,
Train Epoch: [3/10] Iters:[13730/20018] gen_loss 0.1590, rec_loss 0.0304, lpips_loss 0.1809, g_loss -0.0171, disc_weight 0.5000, disc_adaptive_weight 3.0576, d_loss 0.5003, logits_real 0.0169, logits_fake 0.0173,
Train Epoch: [3/10] Iters:[13740/20018] gen_loss 0.1595, rec_loss 0.0305, lpips_loss 0.1814, g_loss -0.0170, disc_weight 0.5000, disc_adaptive_weight 3.0906, d_loss 0.5004, logits_real 0.0169, logits_fake 0.0174,
Train Epoch: [3/10] Iters:[13750/20018] gen_loss 0.1587, rec_loss 0.0298, lpips_loss 0.1818, g_loss -0.0168, disc_weight 0.5000, disc_adaptive_weight 3.1498, d_loss 0.5003, logits_real 0.0168, logits_fake 0.0173,
Train Epoch: [3/10] Iters:[13760/20018] gen_loss 0.1588, rec_loss 0.0307, lpips_loss 0.1831, g_loss -0.0172, disc_weight 0.5000, disc_adaptive_weight 3.2094, d_loss 0.5003, logits_real 0.0171, logits_fake 0.0173,
Train Epoch: [3/10] Iters:[13770/20018] gen_loss 0.1564, rec_loss 0.0303, lpips_loss 0.1820, g_loss -0.0174, disc_weight 0.5000, disc_adaptive_weight 3.2111, d_loss 0.5003, logits_real 0.0172, logits_fake 0.0176,
Train Epoch: [3/10] Iters:[13780/20018] gen_loss 0.1567, rec_loss 0.0304, lpips_loss 0.1825, g_loss -0.0178, disc_weight 0.5000, disc_adaptive_weight 3.1617, d_loss 0.5003, logits_real 0.0177, logits_fake 0.0180,
Train Epoch: [3/10] Iters:[13790/20018] gen_loss 0.1576, rec_loss 0.0305, lpips_loss 0.1826, g_loss -0.0183, disc_weight 0.5000, disc_adaptive_weight 3.0493, d_loss 0.5003, logits_real 0.0182, logits_fake 0.0184,
Train Epoch: [3/10] Iters:[13800/20018] gen_loss 0.1562, rec_loss 0.0305, lpips_loss 0.1827, g_loss -0.0187, disc_weight 0.5000, disc_adaptive_weight 3.0504, d_loss 0.5003, logits_real 0.0185, logits_fake 0.0188,
Train Epoch: [3/10] Iters:[13810/20018] gen_loss 0.1535, rec_loss 0.0295, lpips_loss 0.1807, g_loss -0.0189, disc_weight 0.5000, disc_adaptive_weight 3.0039, d_loss 0.5003, logits_real 0.0186, logits_fake 0.0187,
Train Epoch: [3/10] Iters:[13820/20018] gen_loss 0.1531, rec_loss 0.0297, lpips_loss 0.1809, g_loss -0.0191, disc_weight 0.5000, disc_adaptive_weight 3.0181, d_loss 0.5002, logits_real 0.0189, logits_fake 0.0190,
Train Epoch: [3/10] Iters:[13830/20018] gen_loss 0.1528, rec_loss 0.0295, lpips_loss 0.1802, g_loss -0.0190, disc_weight 0.5000, disc_adaptive_weight 3.0101, d_loss 0.5003, logits_real 0.0187, logits_fake 0.0189,
Train Epoch: [3/10] Iters:[13840/20018] gen_loss 0.1525, rec_loss 0.0296, lpips_loss 0.1802, g_loss -0.0188, disc_weight 0.5000, disc_adaptive_weight 3.0570, d_loss 0.5002, logits_real 0.0186, logits_fake 0.0187,
Train Epoch: [3/10] Iters:[13850/20018] gen_loss 0.1529, rec_loss 0.0293, lpips_loss 0.1788, g_loss -0.0185, disc_weight 0.5000, disc_adaptive_weight 2.9971, d_loss 0.5002, logits_real 0.0184, logits_fake 0.0185,
Train Epoch: [3/10] Iters:[13860/20018] gen_loss 0.1548, rec_loss 0.0296, lpips_loss 0.1804, g_loss -0.0182, disc_weight 0.5000, disc_adaptive_weight 3.0386, d_loss 0.5003, logits_real 0.0184, logits_fake 0.0186,
Train Epoch: [3/10] Iters:[13870/20018] gen_loss 0.1546, rec_loss 0.0293, lpips_loss 0.1797, g_loss -0.0182, disc_weight 0.5000, disc_adaptive_weight 3.0028, d_loss 0.5002, logits_real 0.0184, logits_fake 0.0185,
Train Epoch: [3/10] Iters:[13880/20018] gen_loss 0.1517, rec_loss 0.0288, lpips_loss 0.1791, g_loss -0.0183, disc_weight 0.5000, disc_adaptive_weight 3.0817, d_loss 0.5002, logits_real 0.0185, logits_fake 0.0184,
Train Epoch: [3/10] Iters:[13890/20018] gen_loss 0.1514, rec_loss 0.0288, lpips_loss 0.1787, g_loss -0.0182, disc_weight 0.5000, disc_adaptive_weight 3.0934, d_loss 0.5003, logits_real 0.0182, logits_fake 0.0184,
Train Epoch: [3/10] Iters:[13900/20018] gen_loss 0.1518, rec_loss 0.0290, lpips_loss 0.1795, g_loss -0.0181, disc_weight 0.5000, disc_adaptive_weight 3.1367, d_loss 0.5003, logits_real 0.0180, logits_fake 0.0182,
Train Epoch: [3/10] Iters:[13910/20018] gen_loss 0.1528, rec_loss 0.0290, lpips_loss 0.1785, g_loss -0.0180, disc_weight 0.5000, disc_adaptive_weight 3.0425, d_loss 0.5002, logits_real 0.0178, logits_fake 0.0178,
