dataset_dir: /datasets/
dataset_name: ImageNet
global_batch_size: 64
workers: 6
resolution: 256
channels: 3
ms_patch_size: 1_2_3_4_5_6_8_10_13_16
importance: (1, 1, 1, 2, 2, 2, 3, 3, 5, 5)
max_patch_size: 16
codebook_size: 8192
codebook_dim: 32
alpha: 1.0
beta: 1.0
gamma: 0.2
disc_weight: 0.5
lecam_loss_weight: 0.001
disc_cr_loss_weight: 4.0
VQ: wasserstein_vq
use_multiscale: True
transplant_epochs: 5
refinement_epochs: 15
eval_epochs: 1
disc_epoch: 1
lr_transplant: 0.0001
lr_refinement: 1e-05
dropout: 0.0
seed: 3407
weight_decay: 0.0001
stage: refinement
checkpoint_dir: /project/6105494/sunset/VQ-Projects/WassersteinVQ/VAR/checkpoint/Refinement/ImageNet
results_dir: /project/6105494/sunset/VQ-Projects/WassersteinVQ/VAR/results/Refinement/ImageNet
saver_dir: /project/6105494/sunset/VQ-Projects/WassersteinVQ/VAR/saver/Refinement/ImageNet
reconstruction_dir: /project/6105494/sunset/VQ-Projects/WassersteinVQ/VAR/reconstruction/Refinement/ImageNet
yaml_dir: /project/6105494/sunset/VQ-Projects/WassersteinVQ/VAR/yaml/Refinement/ImageNet
pretrained_tokenizer: /project/6105494/sunset/VQ-Projects/WassersteinVQ/VAR/pretrained_tokenizer/vae_ch160v4096z32.pth
checkpoint_name: checkpoint-wasserstein_vq_transplant_True_ImageNet_model_8192_32_loss_1.0_1.0_0.2_0.5-5.pth.tar
nnodes: -1
node_rank: -1
local_rank: 0
dist_url: tcp://224.66.41.62:23456
dist_backend: nccl
world_size: 2
batch_size: 32
ms_token_size: (1, 2, 3, 4, 5, 6, 8, 10, 13, 16)
init_checkpoint_dir: /project/6105494/sunset/VQ-Projects/WassersteinVQ/VAR/checkpoint/
data_pre: ImageNet
model_pre: model_8192_32
loss_pre: loss_1.0_1.0_0.2_0.5
training_pre: wasserstein_vq_refinement_True_15
saver_name_pre: wasserstein_vq_refinement_True_15_ImageNet_model_8192_32_loss_1.0_1.0_0.2_0.5
| distributed init (rank 0): env://
| distributed init (rank 1): env://
VQ Model Parameters: 108761795
loaded pretrained LPIPS loss from /project/6105494/sunset/VQ-Projects/WassersteinVQ/VAR/code/models/cache/vgg.pth
dataset name: ImageNet
len train_set: 1281167
len val_set: 50000
Start training...
epoch:1, cur_lr:0.000010
Train Epoch: [1/15] Iters:[10/20018] gen_loss 0.6077, rec_loss 0.0225, lpips_loss 0.1724, g_loss 0.1985, disc_weight 0.5000, disc_adaptive_weight 2.1045, d_loss 2.5329, logits_real -0.1890, logits_fake -0.2031,
Train Epoch: [4/15] Iters:[12460/20018] gen_loss 0.2511, rec_loss 0.0286, lpips_loss 0.1737, g_loss 0.0175, disc_weight 0.5000, disc_adaptive_weight 2.7885, d_loss 0.5002, logits_real -0.0175, logits_fake -0.0174,
Train Epoch: [4/15] Iters:[12470/20018] gen_loss 0.2488, rec_loss 0.0278, lpips_loss 0.1732, g_loss 0.0176, disc_weight 0.5000, disc_adaptive_weight 2.7211, d_loss 0.5001, logits_real -0.0176, logits_fake -0.0178,
Train Epoch: [4/15] Iters:[12480/20018] gen_loss 0.2498, rec_loss 0.0273, lpips_loss 0.1725, g_loss 0.0180, disc_weight 0.5000, disc_adaptive_weight 2.7816, d_loss 0.5001, logits_real -0.0178, logits_fake -0.0182,
Train Epoch: [4/15] Iters:[12490/20018] gen_loss 0.2544, rec_loss 0.0277, lpips_loss 0.1735, g_loss 0.0187, disc_weight 0.5000, disc_adaptive_weight 2.8565, d_loss 0.5001, logits_real -0.0184, logits_fake -0.0187,
Train Epoch: [4/15] Iters:[12500/20018] gen_loss 0.2567, rec_loss 0.0280, lpips_loss 0.1736, g_loss 0.0195, disc_weight 0.5000, disc_adaptive_weight 2.8342, d_loss 0.5001, logits_real -0.0190, logits_fake -0.0193,
Train Epoch: [4/15] Iters:[12510/20018] gen_loss 0.2589, rec_loss 0.0282, lpips_loss 0.1740, g_loss 0.0201, disc_weight 0.5000, disc_adaptive_weight 2.8330, d_loss 0.5001, logits_real -0.0196, logits_fake -0.0198,
Train Epoch: [4/15] Iters:[12520/20018] gen_loss 0.2622, rec_loss 0.0293, lpips_loss 0.1748, g_loss 0.0204, disc_weight 0.5000, disc_adaptive_weight 2.8649, d_loss 0.5002, logits_real -0.0200, logits_fake -0.0199,
Train Epoch: [4/15] Iters:[12530/20018] gen_loss 0.2633, rec_loss 0.0300, lpips_loss 0.1749, g_loss 0.0203, disc_weight 0.5000, disc_adaptive_weight 2.8815, d_loss 0.5002, logits_real -0.0200, logits_fake -0.0200,
Train Epoch: [4/15] Iters:[12540/20018] gen_loss 0.2636, rec_loss 0.0298, lpips_loss 0.1733, g_loss 0.0204, disc_weight 0.5000, disc_adaptive_weight 2.9735, d_loss 0.5002, logits_real -0.0203, logits_fake -0.0202,
Train Epoch: [4/15] Iters:[12550/20018] gen_loss 0.2666, rec_loss 0.0294, lpips_loss 0.1740, g_loss 0.0203, disc_weight 0.5000, disc_adaptive_weight 3.1221, d_loss 0.5002, logits_real -0.0203, logits_fake -0.0202,
Train Epoch: [4/15] Iters:[12560/20018] gen_loss 0.2668, rec_loss 0.0291, lpips_loss 0.1740, g_loss 0.0198, disc_weight 0.5000, disc_adaptive_weight 3.2204, d_loss 0.5002, logits_real -0.0198, logits_fake -0.0200,
Train Epoch: [4/15] Iters:[12570/20018] gen_loss 0.2665, rec_loss 0.0286, lpips_loss 0.1745, g_loss 0.0197, disc_weight 0.5000, disc_adaptive_weight 3.2190, d_loss 0.5001, logits_real -0.0197, logits_fake -0.0199,
Train Epoch: [4/15] Iters:[12580/20018] gen_loss 0.2639, rec_loss 0.0278, lpips_loss 0.1732, g_loss 0.0197, disc_weight 0.5000, disc_adaptive_weight 3.1925, d_loss 0.5002, logits_real -0.0199, logits_fake -0.0199,
Train Epoch: [4/15] Iters:[12590/20018] gen_loss 0.2612, rec_loss 0.0275, lpips_loss 0.1734, g_loss 0.0196, disc_weight 0.5000, disc_adaptive_weight 3.0869, d_loss 0.5002, logits_real -0.0196, logits_fake -0.0196,
Train Epoch: [4/15] Iters:[12600/20018] gen_loss 0.2573, rec_loss 0.0275, lpips_loss 0.1726, g_loss 0.0196, disc_weight 0.5000, disc_adaptive_weight 2.9261, d_loss 0.5002, logits_real -0.0198, logits_fake -0.0199,
Train Epoch: [4/15] Iters:[12610/20018] gen_loss 0.2574, rec_loss 0.0277, lpips_loss 0.1730, g_loss 0.0202, disc_weight 0.5000, disc_adaptive_weight 2.8186, d_loss 0.5001, logits_real -0.0200, logits_fake -0.0203,
Train Epoch: [4/15] Iters:[12620/20018] gen_loss 0.2585, rec_loss 0.0280, lpips_loss 0.1734, g_loss 0.0203, disc_weight 0.5000, disc_adaptive_weight 2.8081, d_loss 0.5001, logits_real -0.0202, logits_fake -0.0204,
Train Epoch: [4/15] Iters:[12630/20018] gen_loss 0.2611, rec_loss 0.0287, lpips_loss 0.1751, g_loss 0.0205, disc_weight 0.5000, disc_adaptive_weight 2.7902, d_loss 0.5001, logits_real -0.0202, logits_fake -0.0205,
Train Epoch: [4/15] Iters:[12640/20018] gen_loss 0.2627, rec_loss 0.0290, lpips_loss 0.1760, g_loss 0.0203, disc_weight 0.5000, disc_adaptive_weight 2.8383, d_loss 0.5000, logits_real -0.0202, logits_fake -0.0207,
Train Epoch: [4/15] Iters:[12650/20018] gen_loss 0.2646, rec_loss 0.0294, lpips_loss 0.1774, g_loss 0.0202, disc_weight 0.5000, disc_adaptive_weight 2.8672, d_loss 0.5000, logits_real -0.0198, logits_fake -0.0204,
Train Epoch: [4/15] Iters:[12660/20018] gen_loss 0.2626, rec_loss 0.0294, lpips_loss 0.1771, g_loss 0.0200, disc_weight 0.5000, disc_adaptive_weight 2.8050, d_loss 0.5001, logits_real -0.0199, logits_fake -0.0202,
Train Epoch: [4/15] Iters:[12670/20018] gen_loss 0.2617, rec_loss 0.0293, lpips_loss 0.1761, g_loss 0.0204, disc_weight 0.5000, disc_adaptive_weight 2.7745, d_loss 0.5001, logits_real -0.0200, logits_fake -0.0205,
Train Epoch: [4/15] Iters:[12680/20018] gen_loss 0.2605, rec_loss 0.0285, lpips_loss 0.1757, g_loss 0.0206, disc_weight 0.5000, disc_adaptive_weight 2.7442, d_loss 0.5000, logits_real -0.0202, logits_fake -0.0209,
Train Epoch: [4/15] Iters:[12690/20018] gen_loss 0.2612, rec_loss 0.0287, lpips_loss 0.1758, g_loss 0.0211, disc_weight 0.5000, disc_adaptive_weight 2.6948, d_loss 0.5001, logits_real -0.0206, logits_fake -0.0212,
Train Epoch: [4/15] Iters:[12700/20018] gen_loss 0.2613, rec_loss 0.0289, lpips_loss 0.1750, g_loss 0.0212, disc_weight 0.5000, disc_adaptive_weight 2.7118, d_loss 0.5001, logits_real -0.0209, logits_fake -0.0214,
Train Epoch: [4/15] Iters:[12710/20018] gen_loss 0.2613, rec_loss 0.0284, lpips_loss 0.1744, g_loss 0.0214, disc_weight 0.5000, disc_adaptive_weight 2.7470, d_loss 0.5000, logits_real -0.0211, logits_fake -0.0217,
Train Epoch: [4/15] Iters:[12720/20018] gen_loss 0.2610, rec_loss 0.0284, lpips_loss 0.1742, g_loss 0.0214, disc_weight 0.5000, disc_adaptive_weight 2.7396, d_loss 0.5000, logits_real -0.0211, logits_fake -0.0218,
Train Epoch: [4/15] Iters:[12730/20018] gen_loss 0.2627, rec_loss 0.0285, lpips_loss 0.1743, g_loss 0.0215, disc_weight 0.5000, disc_adaptive_weight 2.7988, d_loss 0.5001, logits_real -0.0212, logits_fake -0.0217,
Train Epoch: [4/15] Iters:[12740/20018] gen_loss 0.2614, rec_loss 0.0281, lpips_loss 0.1736, g_loss 0.0214, disc_weight 0.5000, disc_adaptive_weight 2.7922, d_loss 0.5000, logits_real -0.0211, logits_fake -0.0219,
Train Epoch: [4/15] Iters:[12750/20018] gen_loss 0.2612, rec_loss 0.0275, lpips_loss 0.1728, g_loss 0.0216, disc_weight 0.5000, disc_adaptive_weight 2.8227, d_loss 0.5000, logits_real -0.0211, logits_fake -0.0218,
Train Epoch: [4/15] Iters:[12760/20018] gen_loss 0.2636, rec_loss 0.0280, lpips_loss 0.1738, g_loss 0.0215, disc_weight 0.5000, disc_adaptive_weight 2.8832, d_loss 0.5000, logits_real -0.0208, logits_fake -0.0216,
Train Epoch: [4/15] Iters:[12770/20018] gen_loss 0.2619, rec_loss 0.0279, lpips_loss 0.1740, g_loss 0.0211, disc_weight 0.5000, disc_adaptive_weight 2.8520, d_loss 0.5001, logits_real -0.0205, logits_fake -0.0211,
Train Epoch: [4/15] Iters:[12780/20018] gen_loss 0.2617, rec_loss 0.0284, lpips_loss 0.1741, g_loss 0.0206, disc_weight 0.5000, disc_adaptive_weight 2.8887, d_loss 0.5000, logits_real -0.0200, logits_fake -0.0208,
Train Epoch: [4/15] Iters:[12790/20018] gen_loss 0.2594, rec_loss 0.0279, lpips_loss 0.1735, g_loss 0.0204, disc_weight 0.5000, disc_adaptive_weight 2.8600, d_loss 0.5001, logits_real -0.0200, logits_fake -0.0203,
Train Epoch: [4/15] Iters:[12800/20018] gen_loss 0.2595, rec_loss 0.0281, lpips_loss 0.1737, g_loss 0.0201, disc_weight 0.5000, disc_adaptive_weight 2.8936, d_loss 0.5001, logits_real -0.0199, logits_fake -0.0201,
Train Epoch: [4/15] Iters:[12810/20018] gen_loss 0.2578, rec_loss 0.0280, lpips_loss 0.1733, g_loss 0.0197, disc_weight 0.5000, disc_adaptive_weight 2.8903, d_loss 0.5002, logits_real -0.0197, logits_fake -0.0199,
Train Epoch: [4/15] Iters:[12820/20018] gen_loss 0.2588, rec_loss 0.0283, lpips_loss 0.1735, g_loss 0.0195, disc_weight 0.5000, disc_adaptive_weight 2.9439, d_loss 0.5002, logits_real -0.0195, logits_fake -0.0196,
Train Epoch: [4/15] Iters:[12830/20018] gen_loss 0.2576, rec_loss 0.0285, lpips_loss 0.1742, g_loss 0.0193, disc_weight 0.5000, disc_adaptive_weight 2.8568, d_loss 0.5002, logits_real -0.0194, logits_fake -0.0193,
Train Epoch: [4/15] Iters:[12840/20018] gen_loss 0.2599, rec_loss 0.0289, lpips_loss 0.1760, g_loss 0.0191, disc_weight 0.5000, disc_adaptive_weight 2.8854, d_loss 0.5001, logits_real -0.0189, logits_fake -0.0192,
Train Epoch: [4/15] Iters:[12850/20018] gen_loss 0.2578, rec_loss 0.0288, lpips_loss 0.1761, g_loss 0.0189, disc_weight 0.5000, disc_adaptive_weight 2.8165, d_loss 0.5002, logits_real -0.0187, logits_fake -0.0188,
Train Epoch: [4/15] Iters:[12860/20018] gen_loss 0.2579, rec_loss 0.0285, lpips_loss 0.1759, g_loss 0.0191, disc_weight 0.5000, disc_adaptive_weight 2.8022, d_loss 0.5001, logits_real -0.0186, logits_fake -0.0189,
Train Epoch: [4/15] Iters:[12870/20018] gen_loss 0.2568, rec_loss 0.0281, lpips_loss 0.1751, g_loss 0.0193, disc_weight 0.5000, disc_adaptive_weight 2.7816, d_loss 0.5001, logits_real -0.0190, logits_fake -0.0192,
Train Epoch: [4/15] Iters:[12880/20018] gen_loss 0.2573, rec_loss 0.0280, lpips_loss 0.1741, g_loss 0.0195, disc_weight 0.5000, disc_adaptive_weight 2.8351, d_loss 0.5001, logits_real -0.0190, logits_fake -0.0196,
Train Epoch: [4/15] Iters:[12890/20018] gen_loss 0.2582, rec_loss 0.0284, lpips_loss 0.1744, g_loss 0.0194, disc_weight 0.5000, disc_adaptive_weight 2.8590, d_loss 0.5001, logits_real -0.0191, logits_fake -0.0196,
Train Epoch: [4/15] Iters:[12900/20018] gen_loss 0.2568, rec_loss 0.0279, lpips_loss 0.1737, g_loss 0.0194, disc_weight 0.5000, disc_adaptive_weight 2.8482, d_loss 0.5001, logits_real -0.0191, logits_fake -0.0196,
Train Epoch: [4/15] Iters:[12910/20018] gen_loss 0.2528, rec_loss 0.0278, lpips_loss 0.1726, g_loss 0.0187, disc_weight 0.5000, disc_adaptive_weight 2.8042, d_loss 0.5001, logits_real -0.0188, logits_fake -0.0191,
Train Epoch: [4/15] Iters:[12920/20018] gen_loss 0.2538, rec_loss 0.0277, lpips_loss 0.1728, g_loss 0.0186, disc_weight 0.5000, disc_adaptive_weight 2.8732, d_loss 0.5001, logits_real -0.0184, logits_fake -0.0188,
Train Epoch: [4/15] Iters:[12930/20018] gen_loss 0.2530, rec_loss 0.0276, lpips_loss 0.1735, g_loss 0.0181, disc_weight 0.5000, disc_adaptive_weight 2.8805, d_loss 0.5001, logits_real -0.0179, logits_fake -0.0182,
Train Epoch: [4/15] Iters:[12940/20018] gen_loss 0.2547, rec_loss 0.0280, lpips_loss 0.1738, g_loss 0.0179, disc_weight 0.5000, disc_adaptive_weight 2.9653, d_loss 0.5001, logits_real -0.0176, logits_fake -0.0179,
Train Epoch: [4/15] Iters:[12950/20018] gen_loss 0.2560, rec_loss 0.0285, lpips_loss 0.1747, g_loss 0.0178, disc_weight 0.5000, disc_adaptive_weight 2.9661, d_loss 0.5002, logits_real -0.0176, logits_fake -0.0178,
Train Epoch: [4/15] Iters:[12960/20018] gen_loss 0.2572, rec_loss 0.0285, lpips_loss 0.1746, g_loss 0.0181, disc_weight 0.5000, disc_adaptive_weight 2.9832, d_loss 0.5002, logits_real -0.0180, logits_fake -0.0180,
Train Epoch: [4/15] Iters:[12970/20018] gen_loss 0.2561, rec_loss 0.0291, lpips_loss 0.1754, g_loss 0.0178, disc_weight 0.5000, disc_adaptive_weight 2.8873, d_loss 0.5003, logits_real -0.0178, logits_fake -0.0177,
Train Epoch: [4/15] Iters:[12980/20018] gen_loss 0.2552, rec_loss 0.0293, lpips_loss 0.1747, g_loss 0.0182, disc_weight 0.5000, disc_adaptive_weight 2.8120, d_loss 0.5003, logits_real -0.0182, logits_fake -0.0179,
Train Epoch: [4/15] Iters:[12990/20018] gen_loss 0.2513, rec_loss 0.0286, lpips_loss 0.1737, g_loss 0.0183, disc_weight 0.5000, disc_adaptive_weight 2.6748, d_loss 0.5002, logits_real -0.0181, logits_fake -0.0180,
Train Epoch: [4/15] Iters:[13000/20018] gen_loss 0.2501, rec_loss 0.0283, lpips_loss 0.1735, g_loss 0.0183, disc_weight 0.5000, disc_adaptive_weight 2.6276, d_loss 0.5002, logits_real -0.0183, logits_fake -0.0182,
Train Epoch: [4/15] Iters:[13010/20018] gen_loss 0.2509, rec_loss 0.0285, lpips_loss 0.1754, g_loss 0.0182, disc_weight 0.5000, disc_adaptive_weight 2.5776, d_loss 0.5002, logits_real -0.0181, logits_fake -0.0182,
Train Epoch: [4/15] Iters:[13020/20018] gen_loss 0.2498, rec_loss 0.0276, lpips_loss 0.1739, g_loss 0.0182, disc_weight 0.5000, disc_adaptive_weight 2.6469, d_loss 0.5001, logits_real -0.0182, logits_fake -0.0184,
Train Epoch: [4/15] Iters:[13030/20018] gen_loss 0.2500, rec_loss 0.0272, lpips_loss 0.1747, g_loss 0.0180, disc_weight 0.5000, disc_adaptive_weight 2.6841, d_loss 0.5000, logits_real -0.0178, logits_fake -0.0184,
Train Epoch: [4/15] Iters:[13040/20018] gen_loss 0.2486, rec_loss 0.0264, lpips_loss 0.1724, g_loss 0.0182, disc_weight 0.5000, disc_adaptive_weight 2.7409, d_loss 0.5001, logits_real -0.0181, logits_fake -0.0185,
Train Epoch: [4/15] Iters:[13050/20018] gen_loss 0.2495, rec_loss 0.0261, lpips_loss 0.1721, g_loss 0.0183, disc_weight 0.5000, disc_adaptive_weight 2.7976, d_loss 0.5001, logits_real -0.0182, logits_fake -0.0186,
Train Epoch: [4/15] Iters:[13060/20018] gen_loss 0.2512, rec_loss 0.0262, lpips_loss 0.1721, g_loss 0.0183, disc_weight 0.5000, disc_adaptive_weight 2.9058, d_loss 0.5001, logits_real -0.0180, logits_fake -0.0184,
Train Epoch: [4/15] Iters:[13070/20018] gen_loss 0.2511, rec_loss 0.0265, lpips_loss 0.1726, g_loss 0.0181, disc_weight 0.5000, disc_adaptive_weight 2.8777, d_loss 0.5001, logits_real -0.0177, logits_fake -0.0180,
Train Epoch: [4/15] Iters:[13080/20018] gen_loss 0.2497, rec_loss 0.0265, lpips_loss 0.1719, g_loss 0.0178, disc_weight 0.5000, disc_adaptive_weight 2.8727, d_loss 0.5002, logits_real -0.0177, logits_fake -0.0178,
Train Epoch: [4/15] Iters:[13090/20018] gen_loss 0.2520, rec_loss 0.0272, lpips_loss 0.1745, g_loss 0.0177, disc_weight 0.5000, disc_adaptive_weight 2.8458, d_loss 0.5002, logits_real -0.0174, logits_fake -0.0175,
Train Epoch: [4/15] Iters:[13100/20018] gen_loss 0.2511, rec_loss 0.0275, lpips_loss 0.1743, g_loss 0.0177, disc_weight 0.5000, disc_adaptive_weight 2.7912, d_loss 0.5001, logits_real -0.0172, logits_fake -0.0175,
Train Epoch: [4/15] Iters:[13110/20018] gen_loss 0.2492, rec_loss 0.0275, lpips_loss 0.1732, g_loss 0.0178, disc_weight 0.5000, disc_adaptive_weight 2.7318, d_loss 0.5001, logits_real -0.0172, logits_fake -0.0175,
Train Epoch: [4/15] Iters:[13120/20018] gen_loss 0.2514, rec_loss 0.0278, lpips_loss 0.1741, g_loss 0.0178, disc_weight 0.5000, disc_adaptive_weight 2.7807, d_loss 0.5001, logits_real -0.0172, logits_fake -0.0176,
Train Epoch: [4/15] Iters:[13130/20018] gen_loss 0.2523, rec_loss 0.0284, lpips_loss 0.1743, g_loss 0.0181, disc_weight 0.5000, disc_adaptive_weight 2.7448, d_loss 0.5001, logits_real -0.0172, logits_fake -0.0177,
Train Epoch: [4/15] Iters:[13140/20018] gen_loss 0.2521, rec_loss 0.0285, lpips_loss 0.1739, g_loss 0.0182, disc_weight 0.5000, disc_adaptive_weight 2.7319, d_loss 0.5001, logits_real -0.0174, logits_fake -0.0178,
Train Epoch: [4/15] Iters:[13150/20018] gen_loss 0.2532, rec_loss 0.0287, lpips_loss 0.1746, g_loss 0.0182, disc_weight 0.5000, disc_adaptive_weight 2.7523, d_loss 0.5002, logits_real -0.0174, logits_fake -0.0176,
Train Epoch: [4/15] Iters:[13160/20018] gen_loss 0.2555, rec_loss 0.0286, lpips_loss 0.1753, g_loss 0.0184, disc_weight 0.5000, disc_adaptive_weight 2.7960, d_loss 0.5001, logits_real -0.0175, logits_fake -0.0179,
Train Epoch: [4/15] Iters:[13170/20018] gen_loss 0.2560, rec_loss 0.0283, lpips_loss 0.1750, g_loss 0.0192, disc_weight 0.5000, disc_adaptive_weight 2.7486, d_loss 0.5001, logits_real -0.0182, logits_fake -0.0187,
Train Epoch: [4/15] Iters:[13180/20018] gen_loss 0.2573, rec_loss 0.0280, lpips_loss 0.1746, g_loss 0.0198, disc_weight 0.5000, disc_adaptive_weight 2.7636, d_loss 0.5001, logits_real -0.0190, logits_fake -0.0194,
Train Epoch: [4/15] Iters:[13190/20018] gen_loss 0.2598, rec_loss 0.0280, lpips_loss 0.1744, g_loss 0.0204, disc_weight 0.5000, disc_adaptive_weight 2.8199, d_loss 0.5000, logits_real -0.0195, logits_fake -0.0202,
Train Epoch: [4/15] Iters:[13200/20018] gen_loss 0.2608, rec_loss 0.0283, lpips_loss 0.1746, g_loss 0.0206, disc_weight 0.5000, disc_adaptive_weight 2.8228, d_loss 0.5000, logits_real -0.0199, logits_fake -0.0207,
Train Epoch: [4/15] Iters:[13210/20018] gen_loss 0.2605, rec_loss 0.0282, lpips_loss 0.1744, g_loss 0.0209, disc_weight 0.5000, disc_adaptive_weight 2.7670, d_loss 0.5000, logits_real -0.0203, logits_fake -0.0210,
Train Epoch: [4/15] Iters:[13220/20018] gen_loss 0.2612, rec_loss 0.0287, lpips_loss 0.1747, g_loss 0.0207, disc_weight 0.5000, disc_adaptive_weight 2.7909, d_loss 0.5000, logits_real -0.0201, logits_fake -0.0207,
Train Epoch: [4/15] Iters:[13230/20018] gen_loss 0.2596, rec_loss 0.0282, lpips_loss 0.1744, g_loss 0.0201, disc_weight 0.5000, disc_adaptive_weight 2.8366, d_loss 0.5000, logits_real -0.0195, logits_fake -0.0203,
Train Epoch: [4/15] Iters:[13240/20018] gen_loss 0.2573, rec_loss 0.0280, lpips_loss 0.1751, g_loss 0.0195, disc_weight 0.5000, disc_adaptive_weight 2.7859, d_loss 0.5001, logits_real -0.0189, logits_fake -0.0196,
Train Epoch: [4/15] Iters:[13250/20018] gen_loss 0.2561, rec_loss 0.0279, lpips_loss 0.1753, g_loss 0.0186, disc_weight 0.5000, disc_adaptive_weight 2.8508, d_loss 0.5001, logits_real -0.0184, logits_fake -0.0188,
Train Epoch: [4/15] Iters:[13260/20018] gen_loss 0.2549, rec_loss 0.0280, lpips_loss 0.1758, g_loss 0.0179, disc_weight 0.5000, disc_adaptive_weight 2.8668, d_loss 0.5002, logits_real -0.0180, logits_fake -0.0182,
Train Epoch: [4/15] Iters:[13270/20018] gen_loss 0.2548, rec_loss 0.0283, lpips_loss 0.1760, g_loss 0.0175, disc_weight 0.5000, disc_adaptive_weight 2.9061, d_loss 0.5002, logits_real -0.0178, logits_fake -0.0179,
Train Epoch: [4/15] Iters:[13280/20018] gen_loss 0.2549, rec_loss 0.0288, lpips_loss 0.1760, g_loss 0.0175, disc_weight 0.5000, disc_adaptive_weight 2.8736, d_loss 0.5002, logits_real -0.0179, logits_fake -0.0178,
Train Epoch: [4/15] Iters:[13290/20018] gen_loss 0.2549, rec_loss 0.0290, lpips_loss 0.1757, g_loss 0.0177, disc_weight 0.5000, disc_adaptive_weight 2.8513, d_loss 0.5002, logits_real -0.0180, logits_fake -0.0179,
Train Epoch: [4/15] Iters:[13300/20018] gen_loss 0.2552, rec_loss 0.0287, lpips_loss 0.1751, g_loss 0.0187, disc_weight 0.5000, disc_adaptive_weight 2.7692, d_loss 0.5001, logits_real -0.0184, logits_fake -0.0186,
Train Epoch: [4/15] Iters:[13310/20018] gen_loss 0.2567, rec_loss 0.0287, lpips_loss 0.1742, g_loss 0.0194, disc_weight 0.5000, disc_adaptive_weight 2.7896, d_loss 0.5001, logits_real -0.0189, logits_fake -0.0193,
Train Epoch: [4/15] Iters:[13320/20018] gen_loss 0.2565, rec_loss 0.0280, lpips_loss 0.1740, g_loss 0.0201, disc_weight 0.5000, disc_adaptive_weight 2.7137, d_loss 0.5001, logits_real -0.0196, logits_fake -0.0201,
Train Epoch: [4/15] Iters:[13330/20018] gen_loss 0.2580, rec_loss 0.0278, lpips_loss 0.1742, g_loss 0.0207, disc_weight 0.5000, disc_adaptive_weight 2.7071, d_loss 0.5000, logits_real -0.0201, logits_fake -0.0208,
Train Epoch: [4/15] Iters:[13340/20018] gen_loss 0.2591, rec_loss 0.0279, lpips_loss 0.1736, g_loss 0.0214, disc_weight 0.5000, disc_adaptive_weight 2.6975, d_loss 0.5000, logits_real -0.0207, logits_fake -0.0216,
Train Epoch: [4/15] Iters:[13350/20018] gen_loss 0.2623, rec_loss 0.0281, lpips_loss 0.1739, g_loss 0.0218, disc_weight 0.5000, disc_adaptive_weight 2.7752, d_loss 0.5000, logits_real -0.0212, logits_fake -0.0220,
Train Epoch: [4/15] Iters:[13360/20018] gen_loss 0.2625, rec_loss 0.0281, lpips_loss 0.1739, g_loss 0.0225, disc_weight 0.5000, disc_adaptive_weight 2.6992, d_loss 0.5000, logits_real -0.0219, logits_fake -0.0227,
Train Epoch: [4/15] Iters:[13370/20018] gen_loss 0.2638, rec_loss 0.0285, lpips_loss 0.1742, g_loss 0.0230, disc_weight 0.5000, disc_adaptive_weight 2.6617, d_loss 0.5000, logits_real -0.0223, logits_fake -0.0232,
Train Epoch: [4/15] Iters:[13380/20018] gen_loss 0.2656, rec_loss 0.0291, lpips_loss 0.1754, g_loss 0.0232, disc_weight 0.5000, disc_adaptive_weight 2.6384, d_loss 0.5000, logits_real -0.0224, logits_fake -0.0233,
Train Epoch: [4/15] Iters:[13390/20018] gen_loss 0.2674, rec_loss 0.0291, lpips_loss 0.1765, g_loss 0.0232, disc_weight 0.5000, disc_adaptive_weight 2.6742, d_loss 0.5000, logits_real -0.0225, logits_fake -0.0234,
Train Epoch: [4/15] Iters:[13400/20018] gen_loss 0.2696, rec_loss 0.0296, lpips_loss 0.1777, g_loss 0.0229, disc_weight 0.5000, disc_adaptive_weight 2.7267, d_loss 0.5000, logits_real -0.0222, logits_fake -0.0230,
Train Epoch: [4/15] Iters:[13410/20018] gen_loss 0.2678, rec_loss 0.0292, lpips_loss 0.1768, g_loss 0.0226, disc_weight 0.5000, disc_adaptive_weight 2.7410, d_loss 0.5000, logits_real -0.0218, logits_fake -0.0227,
Train Epoch: [4/15] Iters:[13420/20018] gen_loss 0.2674, rec_loss 0.0289, lpips_loss 0.1768, g_loss 0.0221, disc_weight 0.5000, disc_adaptive_weight 2.8053, d_loss 0.5000, logits_real -0.0213, logits_fake -0.0221,
Train Epoch: [4/15] Iters:[13430/20018] gen_loss 0.2677, rec_loss 0.0281, lpips_loss 0.1763, g_loss 0.0220, disc_weight 0.5000, disc_adaptive_weight 2.8750, d_loss 0.5001, logits_real -0.0214, logits_fake -0.0220,
Train Epoch: [4/15] Iters:[13440/20018] gen_loss 0.2665, rec_loss 0.0279, lpips_loss 0.1761, g_loss 0.0216, disc_weight 0.5000, disc_adaptive_weight 2.8980, d_loss 0.5001, logits_real -0.0211, logits_fake -0.0215,
Train Epoch: [4/15] Iters:[13450/20018] gen_loss 0.2646, rec_loss 0.0275, lpips_loss 0.1750, g_loss 0.0215, disc_weight 0.5000, disc_adaptive_weight 2.8898, d_loss 0.5001, logits_real -0.0212, logits_fake -0.0216,
