dataset_dir: /datasets/
dataset_name: ImageNet
global_batch_size: 64
workers: 6
resolution: 256
channels: 3
ms_patch_size: 1_2_3_4_5_6_8_10_13_16
importance: (1, 1, 1, 2, 2, 2, 3, 3, 5, 5)
max_patch_size: 16
codebook_size: 4096
codebook_dim: 32
alpha: 1.0
beta: 1.0
gamma: 0.2
disc_weight: 0.5
lecam_loss_weight: 0.001
disc_cr_loss_weight: 4.0
VQ: wasserstein_vq
use_multiscale: True
transplant_epochs: 5
refinement_epochs: 10
eval_epochs: 1
disc_epoch: 1
lr_transplant: 0.0001
lr_refinement: 1e-05
dropout: 0.0
seed: 3407
weight_decay: 0.0001
stage: transplant
checkpoint_dir: /project/6105494/sunset/VQ-Projects/WassersteinVQ/VAR/checkpoint/Transplant/ImageNet
results_dir: /project/6105494/sunset/VQ-Projects/WassersteinVQ/VAR/results/Transplant/ImageNet
saver_dir: /project/6105494/sunset/VQ-Projects/WassersteinVQ/VAR/saver/Transplant/ImageNet
reconstruction_dir: /project/6105494/sunset/VQ-Projects/WassersteinVQ/VAR/reconstruction/Transplant/ImageNet
yaml_dir: /project/6105494/sunset/VQ-Projects/WassersteinVQ/VAR/yaml/Transplant/ImageNet
pretrained_tokenizer: /project/6105494/sunset/VQ-Projects/WassersteinVQ/VAR/pretrained_tokenizer/vae_ch160v4096z32.pth
checkpoint_name: 
nnodes: -1
node_rank: -1
local_rank: 0
dist_url: tcp://224.66.41.62:23456
dist_backend: nccl
world_size: 2
batch_size: 32
ms_token_size: (1, 2, 3, 4, 5, 6, 8, 10, 13, 16)
init_checkpoint_dir: /project/6105494/sunset/VQ-Projects/WassersteinVQ/VAR/checkpoint/
data_pre: ImageNet
model_pre: model_4096_32
loss_pre: loss_1.0_1.0_0.2_0.5
training_pre: wasserstein_vq_transplant_True
saver_name_pre: wasserstein_vq_transplant_True_ImageNet_model_4096_32_loss_1.0_1.0_0.2_0.5
| distributed init (rank 0): env://
| distributed init (rank 1): env://
Downloading vgg_lpips model from https://heibox.uni-heidelberg.de/f/607503859c864bc1b30b/?dl=1 to /project/6105494/sunset/VQ-Projects/WassersteinVQ/VAR/code/models/cache/vgg.pth
loaded pretrained LPIPS loss from /project/6105494/sunset/VQ-Projects/WassersteinVQ/VAR/code/models/cache/vgg.pth
VQ Model Parameters: 108761795
dataset name: ImageNet
len train_set: 1281167
len val_set: 50000
Start training...
epoch:1, cur_lr:0.000100
Train Epoch: [1/5] Iters:[10/20018] transplant_loss 3.3394, rec_loss 0.4752, p_loss 0.7429, quant_error1 0.5420, quant_error 0.8228, utilization 0.7390, perplexity 1880.7219,
Train Epoch: [4/5] Iters:[3640/20018] transplant_loss 0.9221, rec_loss 0.0259, p_loss 0.1839, quant_error1 0.2745, quant_error 0.2320, utilization 0.9994, perplexity 3060.3069,
Train Epoch: [4/5] Iters:[3650/20018] transplant_loss 0.9258, rec_loss 0.0263, p_loss 0.1845, quant_error1 0.2754, quant_error 0.2331, utilization 0.9993, perplexity 3054.7784,
Train Epoch: [4/5] Iters:[3660/20018] transplant_loss 0.9239, rec_loss 0.0263, p_loss 0.1857, quant_error1 0.2741, quant_error 0.2321, utilization 0.9993, perplexity 3058.3237,
Train Epoch: [4/5] Iters:[3670/20018] transplant_loss 0.9350, rec_loss 0.0269, p_loss 0.1875, quant_error1 0.2776, quant_error 0.2350, utilization 0.9993, perplexity 3064.0128,
Train Epoch: [4/5] Iters:[3680/20018] transplant_loss 0.9318, rec_loss 0.0269, p_loss 0.1872, quant_error1 0.2763, quant_error 0.2342, utilization 0.9993, perplexity 3049.4438,
Train Epoch: [4/5] Iters:[3690/20018] transplant_loss 0.9440, rec_loss 0.0273, p_loss 0.1891, quant_error1 0.2803, quant_error 0.2379, utilization 0.9993, perplexity 3071.5888,
Train Epoch: [4/5] Iters:[3700/20018] transplant_loss 0.9505, rec_loss 0.0275, p_loss 0.1906, quant_error1 0.2819, quant_error 0.2393, utilization 0.9994, perplexity 3079.2943,
Train Epoch: [4/5] Iters:[3710/20018] transplant_loss 0.9564, rec_loss 0.0276, p_loss 0.1914, quant_error1 0.2838, quant_error 0.2411, utilization 0.9994, perplexity 3067.0433,
Train Epoch: [4/5] Iters:[3720/20018] transplant_loss 0.9532, rec_loss 0.0275, p_loss 0.1907, quant_error1 0.2828, quant_error 0.2405, utilization 0.9994, perplexity 3076.6885,
Train Epoch: [4/5] Iters:[3730/20018] transplant_loss 0.9519, rec_loss 0.0273, p_loss 0.1907, quant_error1 0.2824, quant_error 0.2399, utilization 0.9994, perplexity 3101.8416,
Train Epoch: [4/5] Iters:[3740/20018] transplant_loss 0.9470, rec_loss 0.0272, p_loss 0.1895, quant_error1 0.2813, quant_error 0.2387, utilization 0.9994, perplexity 3081.3174,
Train Epoch: [4/5] Iters:[3750/20018] transplant_loss 0.9438, rec_loss 0.0270, p_loss 0.1880, quant_error1 0.2810, quant_error 0.2384, utilization 0.9994, perplexity 3071.3501,
Train Epoch: [4/5] Iters:[3760/20018] transplant_loss 0.9473, rec_loss 0.0270, p_loss 0.1877, quant_error1 0.2828, quant_error 0.2397, utilization 0.9995, perplexity 3086.7043,
Train Epoch: [4/5] Iters:[3770/20018] transplant_loss 0.9452, rec_loss 0.0269, p_loss 0.1873, quant_error1 0.2820, quant_error 0.2391, utilization 0.9995, perplexity 3073.7706,
Train Epoch: [4/5] Iters:[3780/20018] transplant_loss 0.9461, rec_loss 0.0270, p_loss 0.1860, quant_error1 0.2834, quant_error 0.2399, utilization 0.9994, perplexity 3047.4010,
Train Epoch: [4/5] Iters:[3790/20018] transplant_loss 0.9358, rec_loss 0.0265, p_loss 0.1861, quant_error1 0.2792, quant_error 0.2364, utilization 0.9994, perplexity 3055.1837,
Train Epoch: [4/5] Iters:[3800/20018] transplant_loss 0.9304, rec_loss 0.0263, p_loss 0.1860, quant_error1 0.2770, quant_error 0.2347, utilization 0.9994, perplexity 3053.6297,
Train Epoch: [4/5] Iters:[3810/20018] transplant_loss 0.9277, rec_loss 0.0266, p_loss 0.1854, quant_error1 0.2759, quant_error 0.2337, utilization 0.9994, perplexity 3049.4318,
Train Epoch: [4/5] Iters:[3820/20018] transplant_loss 0.9267, rec_loss 0.0267, p_loss 0.1857, quant_error1 0.2754, quant_error 0.2333, utilization 0.9994, perplexity 3054.6297,
Train Epoch: [4/5] Iters:[3830/20018] transplant_loss 0.9297, rec_loss 0.0266, p_loss 0.1872, quant_error1 0.2756, quant_error 0.2339, utilization 0.9994, perplexity 3073.6572,
Train Epoch: [4/5] Iters:[3840/20018] transplant_loss 0.9450, rec_loss 0.0275, p_loss 0.1882, quant_error1 0.2812, quant_error 0.2386, utilization 0.9994, perplexity 3057.7005,
Train Epoch: [4/5] Iters:[3850/20018] transplant_loss 0.9452, rec_loss 0.0278, p_loss 0.1880, quant_error1 0.2814, quant_error 0.2387, utilization 0.9994, perplexity 3043.1145,
Train Epoch: [4/5] Iters:[3860/20018] transplant_loss 0.9386, rec_loss 0.0272, p_loss 0.1875, quant_error1 0.2792, quant_error 0.2368, utilization 0.9994, perplexity 3043.2407,
Train Epoch: [4/5] Iters:[3870/20018] transplant_loss 0.9383, rec_loss 0.0269, p_loss 0.1877, quant_error1 0.2792, quant_error 0.2366, utilization 0.9994, perplexity 3043.1879,
Train Epoch: [4/5] Iters:[3880/20018] transplant_loss 0.9272, rec_loss 0.0263, p_loss 0.1855, quant_error1 0.2759, quant_error 0.2337, utilization 0.9994, perplexity 3043.0415,
Train Epoch: [4/5] Iters:[3890/20018] transplant_loss 0.9151, rec_loss 0.0256, p_loss 0.1839, quant_error1 0.2722, quant_error 0.2301, utilization 0.9994, perplexity 3061.9782,
Train Epoch: [4/5] Iters:[3900/20018] transplant_loss 0.9158, rec_loss 0.0254, p_loss 0.1833, quant_error1 0.2729, quant_error 0.2307, utilization 0.9995, perplexity 3079.0012,
Train Epoch: [4/5] Iters:[3910/20018] transplant_loss 0.9208, rec_loss 0.0256, p_loss 0.1836, quant_error1 0.2751, quant_error 0.2324, utilization 0.9995, perplexity 3079.9938,
Train Epoch: [4/5] Iters:[3920/20018] transplant_loss 0.9205, rec_loss 0.0259, p_loss 0.1828, quant_error1 0.2752, quant_error 0.2325, utilization 0.9995, perplexity 3068.0823,
Train Epoch: [4/5] Iters:[3930/20018] transplant_loss 0.9259, rec_loss 0.0262, p_loss 0.1845, quant_error1 0.2763, quant_error 0.2338, utilization 0.9995, perplexity 3055.9200,
Train Epoch: [4/5] Iters:[3940/20018] transplant_loss 0.9270, rec_loss 0.0263, p_loss 0.1849, quant_error1 0.2762, quant_error 0.2341, utilization 0.9995, perplexity 3059.9711,
Train Epoch: [4/5] Iters:[3950/20018] transplant_loss 0.9333, rec_loss 0.0266, p_loss 0.1866, quant_error1 0.2774, quant_error 0.2352, utilization 0.9995, perplexity 3076.3926,
Train Epoch: [4/5] Iters:[3960/20018] transplant_loss 0.9242, rec_loss 0.0263, p_loss 0.1863, quant_error1 0.2737, quant_error 0.2322, utilization 0.9994, perplexity 3057.6890,
Train Epoch: [4/5] Iters:[3970/20018] transplant_loss 0.9197, rec_loss 0.0260, p_loss 0.1862, quant_error1 0.2717, quant_error 0.2308, utilization 0.9995, perplexity 3079.4204,
Train Epoch: [4/5] Iters:[3980/20018] transplant_loss 0.9125, rec_loss 0.0256, p_loss 0.1847, quant_error1 0.2700, quant_error 0.2289, utilization 0.9994, perplexity 3091.8335,
Train Epoch: [4/5] Iters:[3990/20018] transplant_loss 0.9177, rec_loss 0.0260, p_loss 0.1850, quant_error1 0.2720, quant_error 0.2306, utilization 0.9994, perplexity 3074.6960,
Train Epoch: [4/5] Iters:[4000/20018] transplant_loss 0.9062, rec_loss 0.0256, p_loss 0.1834, quant_error1 0.2686, quant_error 0.2274, utilization 0.9994, perplexity 3057.6440,
Train Epoch: [4/5] Iters:[4010/20018] transplant_loss 0.9078, rec_loss 0.0259, p_loss 0.1831, quant_error1 0.2693, quant_error 0.2281, utilization 0.9994, perplexity 3083.3840,
Train Epoch: [4/5] Iters:[4020/20018] transplant_loss 0.9150, rec_loss 0.0260, p_loss 0.1840, quant_error1 0.2722, quant_error 0.2301, utilization 0.9993, perplexity 3092.7238,
Train Epoch: [4/5] Iters:[4030/20018] transplant_loss 0.9156, rec_loss 0.0261, p_loss 0.1844, quant_error1 0.2719, quant_error 0.2301, utilization 0.9994, perplexity 3082.9950,
Train Epoch: [4/5] Iters:[4040/20018] transplant_loss 0.9134, rec_loss 0.0257, p_loss 0.1845, quant_error1 0.2712, quant_error 0.2295, utilization 0.9995, perplexity 3103.3944,
Train Epoch: [4/5] Iters:[4050/20018] transplant_loss 0.9158, rec_loss 0.0257, p_loss 0.1850, quant_error1 0.2719, quant_error 0.2302, utilization 0.9995, perplexity 3104.2697,
Train Epoch: [4/5] Iters:[4060/20018] transplant_loss 0.9159, rec_loss 0.0255, p_loss 0.1859, quant_error1 0.2716, quant_error 0.2300, utilization 0.9995, perplexity 3085.7814,
Train Epoch: [4/5] Iters:[4070/20018] transplant_loss 0.9139, rec_loss 0.0258, p_loss 0.1866, quant_error1 0.2702, quant_error 0.2290, utilization 0.9996, perplexity 3079.1220,
Train Epoch: [4/5] Iters:[4080/20018] transplant_loss 0.9171, rec_loss 0.0263, p_loss 0.1875, quant_error1 0.2708, quant_error 0.2298, utilization 0.9996, perplexity 3092.2314,
Train Epoch: [4/5] Iters:[4090/20018] transplant_loss 0.9120, rec_loss 0.0263, p_loss 0.1868, quant_error1 0.2687, quant_error 0.2280, utilization 0.9995, perplexity 3089.7670,
Train Epoch: [4/5] Iters:[4100/20018] transplant_loss 0.9113, rec_loss 0.0262, p_loss 0.1865, quant_error1 0.2687, quant_error 0.2279, utilization 0.9995, perplexity 3083.9269,
Train Epoch: [4/5] Iters:[4110/20018] transplant_loss 0.9209, rec_loss 0.0266, p_loss 0.1872, quant_error1 0.2719, quant_error 0.2306, utilization 0.9994, perplexity 3104.2955,
Train Epoch: [4/5] Iters:[4120/20018] transplant_loss 0.9113, rec_loss 0.0261, p_loss 0.1859, quant_error1 0.2690, quant_error 0.2279, utilization 0.9994, perplexity 3080.8890,
Train Epoch: [4/5] Iters:[4130/20018] transplant_loss 0.9161, rec_loss 0.0259, p_loss 0.1859, quant_error1 0.2712, quant_error 0.2297, utilization 0.9994, perplexity 3066.7706,
Train Epoch: [4/5] Iters:[4140/20018] transplant_loss 0.9269, rec_loss 0.0263, p_loss 0.1867, quant_error1 0.2753, quant_error 0.2329, utilization 0.9994, perplexity 3078.3154,
Train Epoch: [4/5] Iters:[4150/20018] transplant_loss 0.9240, rec_loss 0.0262, p_loss 0.1866, quant_error1 0.2736, quant_error 0.2317, utilization 0.9994, perplexity 3062.1987,
Train Epoch: [4/5] Iters:[4160/20018] transplant_loss 0.9286, rec_loss 0.0264, p_loss 0.1864, quant_error1 0.2754, quant_error 0.2333, utilization 0.9995, perplexity 3059.1689,
Train Epoch: [4/5] Iters:[4170/20018] transplant_loss 0.9424, rec_loss 0.0268, p_loss 0.1867, quant_error1 0.2808, quant_error 0.2377, utilization 0.9995, perplexity 3069.5384,
Train Epoch: [4/5] Iters:[4180/20018] transplant_loss 0.9363, rec_loss 0.0266, p_loss 0.1856, quant_error1 0.2787, quant_error 0.2361, utilization 0.9994, perplexity 3074.1498,
Train Epoch: [4/5] Iters:[4190/20018] transplant_loss 0.9315, rec_loss 0.0264, p_loss 0.1850, quant_error1 0.2771, quant_error 0.2349, utilization 0.9994, perplexity 3055.8221,
Train Epoch: [4/5] Iters:[4200/20018] transplant_loss 0.9395, rec_loss 0.0267, p_loss 0.1852, quant_error1 0.2804, quant_error 0.2375, utilization 0.9994, perplexity 3079.1308,
Train Epoch: [4/5] Iters:[4210/20018] transplant_loss 0.9273, rec_loss 0.0262, p_loss 0.1849, quant_error1 0.2760, quant_error 0.2338, utilization 0.9994, perplexity 3069.6991,
Train Epoch: [4/5] Iters:[4220/20018] transplant_loss 0.9208, rec_loss 0.0262, p_loss 0.1841, quant_error1 0.2737, quant_error 0.2320, utilization 0.9994, perplexity 3067.5315,
Train Epoch: [4/5] Iters:[4230/20018] transplant_loss 0.9240, rec_loss 0.0265, p_loss 0.1847, quant_error1 0.2745, quant_error 0.2325, utilization 0.9994, perplexity 3074.8483,
Train Epoch: [4/5] Iters:[4240/20018] transplant_loss 0.9220, rec_loss 0.0265, p_loss 0.1852, quant_error1 0.2733, quant_error 0.2315, utilization 0.9994, perplexity 3081.4567,
Train Epoch: [4/5] Iters:[4250/20018] transplant_loss 0.9211, rec_loss 0.0264, p_loss 0.1852, quant_error1 0.2729, quant_error 0.2312, utilization 0.9994, perplexity 3066.1521,
Train Epoch: [4/5] Iters:[4260/20018] transplant_loss 0.9281, rec_loss 0.0269, p_loss 0.1859, quant_error1 0.2752, quant_error 0.2331, utilization 0.9994, perplexity 3056.2730,
Train Epoch: [4/5] Iters:[4270/20018] transplant_loss 0.9300, rec_loss 0.0272, p_loss 0.1869, quant_error1 0.2750, quant_error 0.2330, utilization 0.9995, perplexity 3068.7067,
Train Epoch: [4/5] Iters:[4280/20018] transplant_loss 0.9315, rec_loss 0.0270, p_loss 0.1876, quant_error1 0.2754, quant_error 0.2337, utilization 0.9994, perplexity 3067.0172,
Train Epoch: [4/5] Iters:[4290/20018] transplant_loss 0.9363, rec_loss 0.0271, p_loss 0.1886, quant_error1 0.2770, quant_error 0.2351, utilization 0.9994, perplexity 3068.1022,
Train Epoch: [4/5] Iters:[4300/20018] transplant_loss 0.9322, rec_loss 0.0269, p_loss 0.1885, quant_error1 0.2753, quant_error 0.2338, utilization 0.9994, perplexity 3073.2140,
Train Epoch: [4/5] Iters:[4310/20018] transplant_loss 0.9314, rec_loss 0.0265, p_loss 0.1879, quant_error1 0.2757, quant_error 0.2340, utilization 0.9994, perplexity 3086.7590,
Train Epoch: [4/5] Iters:[4320/20018] transplant_loss 0.9292, rec_loss 0.0263, p_loss 0.1874, quant_error1 0.2754, quant_error 0.2337, utilization 0.9995, perplexity 3073.7824,
Train Epoch: [4/5] Iters:[4330/20018] transplant_loss 0.9270, rec_loss 0.0262, p_loss 0.1867, quant_error1 0.2751, quant_error 0.2333, utilization 0.9995, perplexity 3050.3919,
Train Epoch: [4/5] Iters:[4340/20018] transplant_loss 0.9325, rec_loss 0.0264, p_loss 0.1859, quant_error1 0.2776, quant_error 0.2353, utilization 0.9995, perplexity 3052.9422,
Train Epoch: [4/5] Iters:[4350/20018] transplant_loss 0.9359, rec_loss 0.0264, p_loss 0.1862, quant_error1 0.2790, quant_error 0.2363, utilization 0.9995, perplexity 3048.0350,
Train Epoch: [4/5] Iters:[4360/20018] transplant_loss 0.9320, rec_loss 0.0264, p_loss 0.1857, quant_error1 0.2774, quant_error 0.2352, utilization 0.9995, perplexity 3037.3238,
Train Epoch: [4/5] Iters:[4370/20018] transplant_loss 0.9358, rec_loss 0.0266, p_loss 0.1857, quant_error1 0.2792, quant_error 0.2365, utilization 0.9994, perplexity 3040.9565,
Train Epoch: [4/5] Iters:[4380/20018] transplant_loss 0.9376, rec_loss 0.0268, p_loss 0.1853, quant_error1 0.2800, quant_error 0.2369, utilization 0.9994, perplexity 3063.9550,
Train Epoch: [4/5] Iters:[4390/20018] transplant_loss 0.9359, rec_loss 0.0268, p_loss 0.1858, quant_error1 0.2791, quant_error 0.2363, utilization 0.9994, perplexity 3063.3974,
Train Epoch: [4/5] Iters:[4400/20018] transplant_loss 0.9386, rec_loss 0.0270, p_loss 0.1858, quant_error1 0.2800, quant_error 0.2371, utilization 0.9994, perplexity 3061.7571,
Train Epoch: [4/5] Iters:[4410/20018] transplant_loss 0.9489, rec_loss 0.0275, p_loss 0.1869, quant_error1 0.2834, quant_error 0.2399, utilization 0.9994, perplexity 3066.1129,
Train Epoch: [4/5] Iters:[4420/20018] transplant_loss 0.9483, rec_loss 0.0276, p_loss 0.1874, quant_error1 0.2826, quant_error 0.2395, utilization 0.9993, perplexity 3065.5312,
Train Epoch: [4/5] Iters:[4430/20018] transplant_loss 0.9462, rec_loss 0.0272, p_loss 0.1879, quant_error1 0.2817, quant_error 0.2388, utilization 0.9994, perplexity 3062.6054,
Train Epoch: [4/5] Iters:[4440/20018] transplant_loss 0.9369, rec_loss 0.0268, p_loss 0.1870, quant_error1 0.2785, quant_error 0.2360, utilization 0.9994, perplexity 3048.2427,
Train Epoch: [4/5] Iters:[4450/20018] transplant_loss 0.9354, rec_loss 0.0268, p_loss 0.1872, quant_error1 0.2782, quant_error 0.2356, utilization 0.9994, perplexity 3061.2025,
Train Epoch: [4/5] Iters:[4460/20018] transplant_loss 0.9316, rec_loss 0.0267, p_loss 0.1872, quant_error1 0.2768, quant_error 0.2343, utilization 0.9994, perplexity 3066.9724,
Train Epoch: [4/5] Iters:[4470/20018] transplant_loss 0.9309, rec_loss 0.0265, p_loss 0.1870, quant_error1 0.2766, quant_error 0.2343, utilization 0.9995, perplexity 3070.3803,
Train Epoch: [4/5] Iters:[4480/20018] transplant_loss 0.9351, rec_loss 0.0270, p_loss 0.1873, quant_error1 0.2777, quant_error 0.2352, utilization 0.9994, perplexity 3071.5691,
Train Epoch: [4/5] Iters:[4490/20018] transplant_loss 0.9361, rec_loss 0.0271, p_loss 0.1873, quant_error1 0.2780, quant_error 0.2354, utilization 0.9993, perplexity 3078.4935,
Train Epoch: [4/5] Iters:[4500/20018] transplant_loss 0.9400, rec_loss 0.0272, p_loss 0.1873, quant_error1 0.2795, quant_error 0.2368, utilization 0.9993, perplexity 3076.1814,
Train Epoch: [4/5] Iters:[4510/20018] transplant_loss 0.9335, rec_loss 0.0269, p_loss 0.1870, quant_error1 0.2771, quant_error 0.2348, utilization 0.9993, perplexity 3078.3711,
Train Epoch: [4/5] Iters:[4520/20018] transplant_loss 0.9393, rec_loss 0.0272, p_loss 0.1876, quant_error1 0.2789, quant_error 0.2364, utilization 0.9994, perplexity 3087.6236,
Train Epoch: [4/5] Iters:[4530/20018] transplant_loss 0.9288, rec_loss 0.0267, p_loss 0.1857, quant_error1 0.2758, quant_error 0.2337, utilization 0.9994, perplexity 3060.4657,
Train Epoch: [4/5] Iters:[4540/20018] transplant_loss 0.9370, rec_loss 0.0270, p_loss 0.1861, quant_error1 0.2790, quant_error 0.2364, utilization 0.9994, perplexity 3080.5947,
Train Epoch: [4/5] Iters:[4550/20018] transplant_loss 0.9338, rec_loss 0.0265, p_loss 0.1858, quant_error1 0.2784, quant_error 0.2358, utilization 0.9995, perplexity 3083.5246,
Train Epoch: [4/5] Iters:[4560/20018] transplant_loss 0.9355, rec_loss 0.0264, p_loss 0.1858, quant_error1 0.2792, quant_error 0.2362, utilization 0.9994, perplexity 3064.9203,
Train Epoch: [4/5] Iters:[4570/20018] transplant_loss 0.9277, rec_loss 0.0261, p_loss 0.1854, quant_error1 0.2765, quant_error 0.2340, utilization 0.9994, perplexity 3058.2834,
Train Epoch: [4/5] Iters:[4580/20018] transplant_loss 0.9383, rec_loss 0.0265, p_loss 0.1872, quant_error1 0.2799, quant_error 0.2369, utilization 0.9995, perplexity 3083.7028,
Train Epoch: [4/5] Iters:[4590/20018] transplant_loss 0.9315, rec_loss 0.0263, p_loss 0.1876, quant_error1 0.2769, quant_error 0.2348, utilization 0.9994, perplexity 3062.6482,
Train Epoch: [4/5] Iters:[4600/20018] transplant_loss 0.9358, rec_loss 0.0270, p_loss 0.1879, quant_error1 0.2775, quant_error 0.2356, utilization 0.9995, perplexity 3067.2174,
Train Epoch: [4/5] Iters:[4610/20018] transplant_loss 0.9404, rec_loss 0.0273, p_loss 0.1881, quant_error1 0.2793, quant_error 0.2372, utilization 0.9995, perplexity 3083.8642,
Train Epoch: [4/5] Iters:[4620/20018] transplant_loss 0.9408, rec_loss 0.0271, p_loss 0.1878, quant_error1 0.2798, quant_error 0.2375, utilization 0.9994, perplexity 3069.6134,
Train Epoch: [4/5] Iters:[4630/20018] transplant_loss 0.9284, rec_loss 0.0267, p_loss 0.1867, quant_error1 0.2753, quant_error 0.2337, utilization 0.9994, perplexity 3052.3519,
Train Epoch: [4/5] Iters:[4640/20018] transplant_loss 0.9311, rec_loss 0.0268, p_loss 0.1867, quant_error1 0.2763, quant_error 0.2342, utilization 0.9994, perplexity 3057.8358,
Train Epoch: [4/5] Iters:[4650/20018] transplant_loss 0.9257, rec_loss 0.0262, p_loss 0.1870, quant_error1 0.2745, quant_error 0.2324, utilization 0.9994, perplexity 3065.1716,
Train Epoch: [4/5] Iters:[4660/20018] transplant_loss 0.9218, rec_loss 0.0262, p_loss 0.1864, quant_error1 0.2730, quant_error 0.2314, utilization 0.9994, perplexity 3059.7746,
Train Epoch: [4/5] Iters:[4670/20018] transplant_loss 0.9204, rec_loss 0.0261, p_loss 0.1856, quant_error1 0.2730, quant_error 0.2310, utilization 0.9995, perplexity 3070.6642,
Train Epoch: [4/5] Iters:[4680/20018] transplant_loss 0.9300, rec_loss 0.0264, p_loss 0.1861, quant_error1 0.2767, quant_error 0.2341, utilization 0.9994, perplexity 3076.4730,
Train Epoch: [4/5] Iters:[4690/20018] transplant_loss 0.9378, rec_loss 0.0266, p_loss 0.1858, quant_error1 0.2801, quant_error 0.2370, utilization 0.9995, perplexity 3076.6590,
Train Epoch: [4/5] Iters:[4700/20018] transplant_loss 0.9381, rec_loss 0.0268, p_loss 0.1853, quant_error1 0.2800, quant_error 0.2371, utilization 0.9994, perplexity 3062.9385,
Train Epoch: [4/5] Iters:[4710/20018] transplant_loss 0.9409, rec_loss 0.0268, p_loss 0.1858, quant_error1 0.2808, quant_error 0.2378, utilization 0.9994, perplexity 3064.9550,
Train Epoch: [4/5] Iters:[4720/20018] transplant_loss 0.9439, rec_loss 0.0270, p_loss 0.1867, quant_error1 0.2815, quant_error 0.2386, utilization 0.9994, perplexity 3061.1793,
Train Epoch: [4/5] Iters:[4730/20018] transplant_loss 0.9506, rec_loss 0.0274, p_loss 0.1871, quant_error1 0.2836, quant_error 0.2404, utilization 0.9994, perplexity 3070.0605,
Train Epoch: [4/5] Iters:[4740/20018] transplant_loss 0.9417, rec_loss 0.0273, p_loss 0.1866, quant_error1 0.2803, quant_error 0.2376, utilization 0.9993, perplexity 3050.0743,
Train Epoch: [4/5] Iters:[4750/20018] transplant_loss 0.9392, rec_loss 0.0272, p_loss 0.1865, quant_error1 0.2797, quant_error 0.2371, utilization 0.9994, perplexity 3061.0167,
Train Epoch: [4/5] Iters:[4760/20018] transplant_loss 0.9326, rec_loss 0.0271, p_loss 0.1857, quant_error1 0.2776, quant_error 0.2350, utilization 0.9993, perplexity 3056.4466,
Train Epoch: [4/5] Iters:[4770/20018] transplant_loss 0.9313, rec_loss 0.0270, p_loss 0.1858, quant_error1 0.2769, quant_error 0.2346, utilization 0.9993, perplexity 3064.7377,
Train Epoch: [4/5] Iters:[4780/20018] transplant_loss 0.9219, rec_loss 0.0266, p_loss 0.1853, quant_error1 0.2734, quant_error 0.2318, utilization 0.9993, perplexity 3059.4282,
Train Epoch: [4/5] Iters:[4790/20018] transplant_loss 0.9237, rec_loss 0.0265, p_loss 0.1860, quant_error1 0.2734, quant_error 0.2320, utilization 0.9994, perplexity 3092.4326,
Train Epoch: [4/5] Iters:[4800/20018] transplant_loss 0.9269, rec_loss 0.0267, p_loss 0.1869, quant_error1 0.2743, quant_error 0.2325, utilization 0.9994, perplexity 3092.8994,
Train Epoch: [4/5] Iters:[4810/20018] transplant_loss 0.9283, rec_loss 0.0264, p_loss 0.1868, quant_error1 0.2750, quant_error 0.2334, utilization 0.9995, perplexity 3089.8587,
Train Epoch: [4/5] Iters:[4820/20018] transplant_loss 0.9249, rec_loss 0.0265, p_loss 0.1859, quant_error1 0.2742, quant_error 0.2325, utilization 0.9995, perplexity 3091.5590,
Train Epoch: [4/5] Iters:[4830/20018] transplant_loss 0.9279, rec_loss 0.0266, p_loss 0.1864, quant_error1 0.2751, quant_error 0.2331, utilization 0.9995, perplexity 3099.7950,
Train Epoch: [4/5] Iters:[4840/20018] transplant_loss 0.9299, rec_loss 0.0268, p_loss 0.1860, quant_error1 0.2764, quant_error 0.2343, utilization 0.9995, perplexity 3072.7621,
Train Epoch: [4/5] Iters:[4850/20018] transplant_loss 0.9350, rec_loss 0.0272, p_loss 0.1862, quant_error1 0.2782, quant_error 0.2359, utilization 0.9995, perplexity 3070.7292,
Train Epoch: [4/5] Iters:[4860/20018] transplant_loss 0.9389, rec_loss 0.0274, p_loss 0.1861, quant_error1 0.2797, quant_error 0.2370, utilization 0.9995, perplexity 3080.2948,
Train Epoch: [4/5] Iters:[4870/20018] transplant_loss 0.9441, rec_loss 0.0275, p_loss 0.1880, quant_error1 0.2808, quant_error 0.2381, utilization 0.9995, perplexity 3073.0266,
Train Epoch: [4/5] Iters:[4880/20018] transplant_loss 0.9405, rec_loss 0.0272, p_loss 0.1876, quant_error1 0.2797, quant_error 0.2373, utilization 0.9995, perplexity 3062.2165,
Train Epoch: [4/5] Iters:[4890/20018] transplant_loss 0.9370, rec_loss 0.0272, p_loss 0.1868, quant_error1 0.2786, quant_error 0.2359, utilization 0.9995, perplexity 3066.0145,
Train Epoch: [4/5] Iters:[4900/20018] transplant_loss 0.9310, rec_loss 0.0268, p_loss 0.1864, quant_error1 0.2766, quant_error 0.2343, utilization 0.9994, perplexity 3052.8253,
Train Epoch: [4/5] Iters:[4910/20018] transplant_loss 0.9275, rec_loss 0.0269, p_loss 0.1875, quant_error1 0.2746, quant_error 0.2327, utilization 0.9994, perplexity 3046.6595,
Train Epoch: [4/5] Iters:[4920/20018] transplant_loss 0.9208, rec_loss 0.0268, p_loss 0.1857, quant_error1 0.2727, quant_error 0.2308, utilization 0.9995, perplexity 3035.8849,
