dataset_dir: /datasets/
dataset_name: ImageNet
global_batch_size: 64
workers: 6
resolution: 256
channels: 3
ms_patch_size: 1_2_3_4_5_6_8_10_13_16
importance: (1, 1, 1, 2, 2, 2, 3, 3, 5, 5)
max_patch_size: 16
codebook_size: 8192
codebook_dim: 32
alpha: 1.0
beta: 1.0
gamma: 0.2
disc_weight: 0.5
lecam_loss_weight: 0.001
disc_cr_loss_weight: 4.0
VQ: wasserstein_vq
use_multiscale: True
transplant_epochs: 5
refinement_epochs: 10
eval_epochs: 1
disc_epoch: 1
lr_transplant: 0.0001
lr_refinement: 1e-05
dropout: 0.0
seed: 3407
weight_decay: 0.0001
stage: transplant
checkpoint_dir: /project/6105494/sunset/VQ-Projects/WassersteinVQ/VAR/checkpoint/Transplant/ImageNet
results_dir: /project/6105494/sunset/VQ-Projects/WassersteinVQ/VAR/results/Transplant/ImageNet
saver_dir: /project/6105494/sunset/VQ-Projects/WassersteinVQ/VAR/saver/Transplant/ImageNet
reconstruction_dir: /project/6105494/sunset/VQ-Projects/WassersteinVQ/VAR/reconstruction/Transplant/ImageNet
yaml_dir: /project/6105494/sunset/VQ-Projects/WassersteinVQ/VAR/yaml/Transplant/ImageNet
pretrained_tokenizer: /project/6105494/sunset/VQ-Projects/WassersteinVQ/VAR/pretrained_tokenizer/vae_ch160v4096z32.pth
checkpoint_name: 
nnodes: -1
node_rank: -1
local_rank: 0
dist_url: tcp://224.66.41.62:23456
dist_backend: nccl
world_size: 2
batch_size: 32
ms_token_size: (1, 2, 3, 4, 5, 6, 8, 10, 13, 16)
init_checkpoint_dir: /project/6105494/sunset/VQ-Projects/WassersteinVQ/VAR/checkpoint/
data_pre: ImageNet
model_pre: model_8192_32
loss_pre: loss_1.0_1.0_0.2_0.5
training_pre: wasserstein_vq_transplant_True
saver_name_pre: wasserstein_vq_transplant_True_ImageNet_model_8192_32_loss_1.0_1.0_0.2_0.5
| distributed init (rank 0): env://
| distributed init (rank 1): env://
loaded pretrained LPIPS loss from /project/6105494/sunset/VQ-Projects/WassersteinVQ/VAR/code/models/cache/vgg.pth
VQ Model Parameters: 108761795
dataset name: ImageNet
len train_set: 1281167
len val_set: 50000
Start training...
epoch:1, cur_lr:0.000100
Train Epoch: [1/5] Iters:[10/20018] transplant_loss 3.3964, rec_loss 0.4142, p_loss 0.7748, quant_error1 0.5478, quant_error 0.9568, utilization 0.4543, perplexity 2231.3478,
Train Epoch: [3/5] Iters:[2440/20018] transplant_loss 0.9081, rec_loss 0.0260, p_loss 0.1799, quant_error1 0.2628, quant_error 0.2240, utilization 0.9812, perplexity 5808.2561,
Train Epoch: [3/5] Iters:[2450/20018] transplant_loss 0.9109, rec_loss 0.0261, p_loss 0.1806, quant_error1 0.2636, quant_error 0.2247, utilization 0.9810, perplexity 5804.4011,
Train Epoch: [3/5] Iters:[2460/20018] transplant_loss 0.9016, rec_loss 0.0254, p_loss 0.1796, quant_error1 0.2608, quant_error 0.2224, utilization 0.9808, perplexity 5771.6576,
Train Epoch: [3/5] Iters:[2470/20018] transplant_loss 0.9008, rec_loss 0.0255, p_loss 0.1793, quant_error1 0.2602, quant_error 0.2220, utilization 0.9811, perplexity 5804.3876,
Train Epoch: [3/5] Iters:[2480/20018] transplant_loss 0.8990, rec_loss 0.0254, p_loss 0.1794, quant_error1 0.2598, quant_error 0.2216, utilization 0.9811, perplexity 5807.2447,
Train Epoch: [3/5] Iters:[2490/20018] transplant_loss 0.9082, rec_loss 0.0257, p_loss 0.1806, quant_error1 0.2627, quant_error 0.2243, utilization 0.9810, perplexity 5795.3864,
Train Epoch: [3/5] Iters:[2500/20018] transplant_loss 0.9039, rec_loss 0.0255, p_loss 0.1800, quant_error1 0.2612, quant_error 0.2232, utilization 0.9809, perplexity 5803.3610,
Train Epoch: [3/5] Iters:[2510/20018] transplant_loss 0.9139, rec_loss 0.0259, p_loss 0.1814, quant_error1 0.2643, quant_error 0.2259, utilization 0.9810, perplexity 5846.1125,
Train Epoch: [3/5] Iters:[2520/20018] transplant_loss 0.9064, rec_loss 0.0254, p_loss 0.1802, quant_error1 0.2624, quant_error 0.2241, utilization 0.9806, perplexity 5822.4313,
Train Epoch: [3/5] Iters:[2530/20018] transplant_loss 0.9056, rec_loss 0.0254, p_loss 0.1800, quant_error1 0.2622, quant_error 0.2240, utilization 0.9805, perplexity 5804.5566,
Train Epoch: [3/5] Iters:[2540/20018] transplant_loss 0.9057, rec_loss 0.0255, p_loss 0.1791, quant_error1 0.2624, quant_error 0.2240, utilization 0.9807, perplexity 5808.6446,
Train Epoch: [3/5] Iters:[2550/20018] transplant_loss 0.9084, rec_loss 0.0256, p_loss 0.1789, quant_error1 0.2638, quant_error 0.2250, utilization 0.9813, perplexity 5833.4655,
Train Epoch: [3/5] Iters:[2560/20018] transplant_loss 0.9011, rec_loss 0.0255, p_loss 0.1792, quant_error1 0.2605, quant_error 0.2224, utilization 0.9810, perplexity 5819.9412,
Train Epoch: [3/5] Iters:[2570/20018] transplant_loss 0.8936, rec_loss 0.0252, p_loss 0.1789, quant_error1 0.2578, quant_error 0.2202, utilization 0.9808, perplexity 5778.5268,
Train Epoch: [3/5] Iters:[2580/20018] transplant_loss 0.9019, rec_loss 0.0253, p_loss 0.1799, quant_error1 0.2605, quant_error 0.2224, utilization 0.9812, perplexity 5816.7463,
Train Epoch: [3/5] Iters:[2590/20018] transplant_loss 0.8887, rec_loss 0.0247, p_loss 0.1793, quant_error1 0.2558, quant_error 0.2184, utilization 0.9808, perplexity 5784.6288,
Train Epoch: [3/5] Iters:[2600/20018] transplant_loss 0.8888, rec_loss 0.0246, p_loss 0.1798, quant_error1 0.2558, quant_error 0.2183, utilization 0.9805, perplexity 5764.8094,
Train Epoch: [3/5] Iters:[2610/20018] transplant_loss 0.8859, rec_loss 0.0244, p_loss 0.1785, quant_error1 0.2557, quant_error 0.2180, utilization 0.9808, perplexity 5762.6650,
Train Epoch: [3/5] Iters:[2620/20018] transplant_loss 0.8934, rec_loss 0.0245, p_loss 0.1794, quant_error1 0.2581, quant_error 0.2200, utilization 0.9812, perplexity 5797.2899,
Train Epoch: [3/5] Iters:[2630/20018] transplant_loss 0.8859, rec_loss 0.0243, p_loss 0.1780, quant_error1 0.2561, quant_error 0.2182, utilization 0.9807, perplexity 5769.3609,
Train Epoch: [3/5] Iters:[2640/20018] transplant_loss 0.8863, rec_loss 0.0243, p_loss 0.1785, quant_error1 0.2563, quant_error 0.2184, utilization 0.9811, perplexity 5807.7181,
Train Epoch: [3/5] Iters:[2650/20018] transplant_loss 0.8805, rec_loss 0.0241, p_loss 0.1779, quant_error1 0.2542, quant_error 0.2165, utilization 0.9809, perplexity 5792.2283,
Train Epoch: [3/5] Iters:[2660/20018] transplant_loss 0.8803, rec_loss 0.0241, p_loss 0.1782, quant_error1 0.2540, quant_error 0.2164, utilization 0.9806, perplexity 5767.0903,
Train Epoch: [3/5] Iters:[2670/20018] transplant_loss 0.8848, rec_loss 0.0241, p_loss 0.1782, quant_error1 0.2558, quant_error 0.2179, utilization 0.9806, perplexity 5807.7685,
Train Epoch: [3/5] Iters:[2680/20018] transplant_loss 0.8897, rec_loss 0.0247, p_loss 0.1794, quant_error1 0.2569, quant_error 0.2189, utilization 0.9808, perplexity 5806.2250,
Train Epoch: [3/5] Iters:[2690/20018] transplant_loss 0.8961, rec_loss 0.0253, p_loss 0.1808, quant_error1 0.2585, quant_error 0.2203, utilization 0.9804, perplexity 5779.3763,
Train Epoch: [3/5] Iters:[2700/20018] transplant_loss 0.8949, rec_loss 0.0253, p_loss 0.1803, quant_error1 0.2582, quant_error 0.2202, utilization 0.9806, perplexity 5792.3594,
Train Epoch: [3/5] Iters:[2710/20018] transplant_loss 0.9031, rec_loss 0.0257, p_loss 0.1806, quant_error1 0.2607, quant_error 0.2222, utilization 0.9810, perplexity 5831.4869,
Train Epoch: [3/5] Iters:[2720/20018] transplant_loss 0.8949, rec_loss 0.0258, p_loss 0.1810, quant_error1 0.2570, quant_error 0.2193, utilization 0.9807, perplexity 5788.3855,
Train Epoch: [3/5] Iters:[2730/20018] transplant_loss 0.8969, rec_loss 0.0255, p_loss 0.1805, quant_error1 0.2579, quant_error 0.2202, utilization 0.9807, perplexity 5806.7346,
Train Epoch: [3/5] Iters:[2740/20018] transplant_loss 0.8996, rec_loss 0.0253, p_loss 0.1792, quant_error1 0.2598, quant_error 0.2216, utilization 0.9810, perplexity 5823.0245,
Train Epoch: [3/5] Iters:[2750/20018] transplant_loss 0.9123, rec_loss 0.0258, p_loss 0.1809, quant_error1 0.2639, quant_error 0.2251, utilization 0.9810, perplexity 5834.6596,
Train Epoch: [3/5] Iters:[2760/20018] transplant_loss 0.9112, rec_loss 0.0255, p_loss 0.1809, quant_error1 0.2636, quant_error 0.2253, utilization 0.9808, perplexity 5820.6890,
Train Epoch: [3/5] Iters:[2770/20018] transplant_loss 0.9178, rec_loss 0.0258, p_loss 0.1814, quant_error1 0.2657, quant_error 0.2274, utilization 0.9812, perplexity 5842.6131,
Train Epoch: [3/5] Iters:[2780/20018] transplant_loss 0.9127, rec_loss 0.0257, p_loss 0.1811, quant_error1 0.2638, quant_error 0.2256, utilization 0.9814, perplexity 5851.1507,
Train Epoch: [3/5] Iters:[2790/20018] transplant_loss 0.9110, rec_loss 0.0258, p_loss 0.1820, quant_error1 0.2627, quant_error 0.2249, utilization 0.9816, perplexity 5872.3329,
Train Epoch: [3/5] Iters:[2800/20018] transplant_loss 0.9052, rec_loss 0.0254, p_loss 0.1811, quant_error1 0.2609, quant_error 0.2234, utilization 0.9813, perplexity 5850.8323,
Train Epoch: [3/5] Iters:[2810/20018] transplant_loss 0.9067, rec_loss 0.0256, p_loss 0.1817, quant_error1 0.2615, quant_error 0.2235, utilization 0.9812, perplexity 5833.5139,
Train Epoch: [3/5] Iters:[2820/20018] transplant_loss 0.9052, rec_loss 0.0254, p_loss 0.1809, quant_error1 0.2617, quant_error 0.2232, utilization 0.9811, perplexity 5826.6056,
Train Epoch: [3/5] Iters:[2830/20018] transplant_loss 0.9039, rec_loss 0.0254, p_loss 0.1810, quant_error1 0.2614, quant_error 0.2230, utilization 0.9809, perplexity 5800.7291,
Train Epoch: [3/5] Iters:[2840/20018] transplant_loss 0.9067, rec_loss 0.0256, p_loss 0.1809, quant_error1 0.2625, quant_error 0.2237, utilization 0.9806, perplexity 5762.2765,
Train Epoch: [3/5] Iters:[2850/20018] transplant_loss 0.8992, rec_loss 0.0255, p_loss 0.1808, quant_error1 0.2593, quant_error 0.2211, utilization 0.9806, perplexity 5763.0098,
Train Epoch: [3/5] Iters:[2860/20018] transplant_loss 0.8981, rec_loss 0.0255, p_loss 0.1806, quant_error1 0.2588, quant_error 0.2209, utilization 0.9809, perplexity 5781.0508,
Train Epoch: [3/5] Iters:[2870/20018] transplant_loss 0.9028, rec_loss 0.0257, p_loss 0.1806, quant_error1 0.2608, quant_error 0.2224, utilization 0.9809, perplexity 5770.1221,
Train Epoch: [3/5] Iters:[2880/20018] transplant_loss 0.9159, rec_loss 0.0261, p_loss 0.1816, quant_error1 0.2652, quant_error 0.2263, utilization 0.9807, perplexity 5745.7932,
Train Epoch: [3/5] Iters:[2890/20018] transplant_loss 0.9201, rec_loss 0.0262, p_loss 0.1822, quant_error1 0.2666, quant_error 0.2277, utilization 0.9811, perplexity 5769.6466,
Train Epoch: [3/5] Iters:[2900/20018] transplant_loss 0.9292, rec_loss 0.0264, p_loss 0.1824, quant_error1 0.2703, quant_error 0.2309, utilization 0.9812, perplexity 5785.9780,
Train Epoch: [3/5] Iters:[2910/20018] transplant_loss 0.9342, rec_loss 0.0265, p_loss 0.1825, quant_error1 0.2720, quant_error 0.2323, utilization 0.9810, perplexity 5779.8295,
Train Epoch: [3/5] Iters:[2920/20018] transplant_loss 0.9287, rec_loss 0.0263, p_loss 0.1823, quant_error1 0.2697, quant_error 0.2306, utilization 0.9809, perplexity 5768.6243,
Train Epoch: [3/5] Iters:[2930/20018] transplant_loss 0.9226, rec_loss 0.0261, p_loss 0.1817, quant_error1 0.2674, quant_error 0.2286, utilization 0.9813, perplexity 5811.5929,
Train Epoch: [3/5] Iters:[2940/20018] transplant_loss 0.9090, rec_loss 0.0257, p_loss 0.1800, quant_error1 0.2630, quant_error 0.2247, utilization 0.9808, perplexity 5769.6434,
Train Epoch: [3/5] Iters:[2950/20018] transplant_loss 0.9049, rec_loss 0.0257, p_loss 0.1799, quant_error1 0.2612, quant_error 0.2230, utilization 0.9810, perplexity 5784.6293,
Train Epoch: [3/5] Iters:[2960/20018] transplant_loss 0.8889, rec_loss 0.0252, p_loss 0.1786, quant_error1 0.2559, quant_error 0.2183, utilization 0.9809, perplexity 5781.1020,
Train Epoch: [3/5] Iters:[2970/20018] transplant_loss 0.8885, rec_loss 0.0251, p_loss 0.1783, quant_error1 0.2559, quant_error 0.2183, utilization 0.9810, perplexity 5808.4278,
Train Epoch: [3/5] Iters:[2980/20018] transplant_loss 0.8825, rec_loss 0.0251, p_loss 0.1773, quant_error1 0.2542, quant_error 0.2168, utilization 0.9807, perplexity 5777.0885,
Train Epoch: [3/5] Iters:[2990/20018] transplant_loss 0.8809, rec_loss 0.0249, p_loss 0.1768, quant_error1 0.2540, quant_error 0.2166, utilization 0.9809, perplexity 5798.8242,
Train Epoch: [3/5] Iters:[3000/20018] transplant_loss 0.8869, rec_loss 0.0250, p_loss 0.1774, quant_error1 0.2563, quant_error 0.2186, utilization 0.9808, perplexity 5779.5484,
Train Epoch: [3/5] Iters:[3010/20018] transplant_loss 0.8819, rec_loss 0.0249, p_loss 0.1768, quant_error1 0.2542, quant_error 0.2169, utilization 0.9807, perplexity 5752.8151,
Train Epoch: [3/5] Iters:[3020/20018] transplant_loss 0.8811, rec_loss 0.0249, p_loss 0.1776, quant_error1 0.2536, quant_error 0.2162, utilization 0.9806, perplexity 5754.6993,
Train Epoch: [3/5] Iters:[3030/20018] transplant_loss 0.8825, rec_loss 0.0248, p_loss 0.1778, quant_error1 0.2544, quant_error 0.2166, utilization 0.9809, perplexity 5785.5468,
Train Epoch: [3/5] Iters:[3040/20018] transplant_loss 0.8901, rec_loss 0.0251, p_loss 0.1793, quant_error1 0.2563, quant_error 0.2184, utilization 0.9809, perplexity 5793.4050,
Train Epoch: [3/5] Iters:[3050/20018] transplant_loss 0.8776, rec_loss 0.0247, p_loss 0.1778, quant_error1 0.2519, quant_error 0.2147, utilization 0.9808, perplexity 5781.0985,
Train Epoch: [3/5] Iters:[3060/20018] transplant_loss 0.8847, rec_loss 0.0248, p_loss 0.1788, quant_error1 0.2546, quant_error 0.2170, utilization 0.9811, perplexity 5829.6299,
Train Epoch: [3/5] Iters:[3070/20018] transplant_loss 0.8841, rec_loss 0.0245, p_loss 0.1790, quant_error1 0.2545, quant_error 0.2170, utilization 0.9810, perplexity 5828.7399,
Train Epoch: [3/5] Iters:[3080/20018] transplant_loss 0.8867, rec_loss 0.0249, p_loss 0.1800, quant_error1 0.2543, quant_error 0.2171, utilization 0.9809, perplexity 5831.0213,
Train Epoch: [3/5] Iters:[3090/20018] transplant_loss 0.8814, rec_loss 0.0246, p_loss 0.1782, quant_error1 0.2535, quant_error 0.2161, utilization 0.9808, perplexity 5800.9706,
Train Epoch: [3/5] Iters:[3100/20018] transplant_loss 0.8902, rec_loss 0.0249, p_loss 0.1793, quant_error1 0.2564, quant_error 0.2188, utilization 0.9807, perplexity 5805.9368,
Train Epoch: [3/5] Iters:[3110/20018] transplant_loss 0.8933, rec_loss 0.0253, p_loss 0.1799, quant_error1 0.2574, quant_error 0.2195, utilization 0.9807, perplexity 5790.4016,
Train Epoch: [3/5] Iters:[3120/20018] transplant_loss 0.8959, rec_loss 0.0254, p_loss 0.1795, quant_error1 0.2586, quant_error 0.2206, utilization 0.9807, perplexity 5786.3823,
Train Epoch: [3/5] Iters:[3130/20018] transplant_loss 0.8915, rec_loss 0.0251, p_loss 0.1785, quant_error1 0.2578, quant_error 0.2197, utilization 0.9808, perplexity 5780.8629,
Train Epoch: [3/5] Iters:[3140/20018] transplant_loss 0.8973, rec_loss 0.0255, p_loss 0.1805, quant_error1 0.2590, quant_error 0.2209, utilization 0.9809, perplexity 5788.8828,
Train Epoch: [3/5] Iters:[3150/20018] transplant_loss 0.8898, rec_loss 0.0250, p_loss 0.1793, quant_error1 0.2569, quant_error 0.2188, utilization 0.9808, perplexity 5776.4084,
Train Epoch: [3/5] Iters:[3160/20018] transplant_loss 0.8896, rec_loss 0.0246, p_loss 0.1786, quant_error1 0.2572, quant_error 0.2191, utilization 0.9811, perplexity 5819.6706,
Train Epoch: [3/5] Iters:[3170/20018] transplant_loss 0.8868, rec_loss 0.0246, p_loss 0.1783, quant_error1 0.2562, quant_error 0.2183, utilization 0.9811, perplexity 5809.7584,
Train Epoch: [3/5] Iters:[3180/20018] transplant_loss 0.8921, rec_loss 0.0246, p_loss 0.1793, quant_error1 0.2581, quant_error 0.2198, utilization 0.9810, perplexity 5807.2581,
Train Epoch: [3/5] Iters:[3190/20018] transplant_loss 0.8934, rec_loss 0.0246, p_loss 0.1799, quant_error1 0.2579, quant_error 0.2200, utilization 0.9811, perplexity 5824.2645,
Train Epoch: [3/5] Iters:[3200/20018] transplant_loss 0.9031, rec_loss 0.0252, p_loss 0.1812, quant_error1 0.2606, quant_error 0.2226, utilization 0.9813, perplexity 5837.3011,
Train Epoch: [3/5] Iters:[3210/20018] transplant_loss 0.9034, rec_loss 0.0255, p_loss 0.1810, quant_error1 0.2608, quant_error 0.2227, utilization 0.9804, perplexity 5756.8012,
Train Epoch: [3/5] Iters:[3220/20018] transplant_loss 0.9003, rec_loss 0.0254, p_loss 0.1807, quant_error1 0.2600, quant_error 0.2219, utilization 0.9805, perplexity 5761.0078,
Train Epoch: [3/5] Iters:[3230/20018] transplant_loss 0.9035, rec_loss 0.0257, p_loss 0.1809, quant_error1 0.2607, quant_error 0.2226, utilization 0.9808, perplexity 5777.0737,
Train Epoch: [3/5] Iters:[3240/20018] transplant_loss 0.9069, rec_loss 0.0260, p_loss 0.1807, quant_error1 0.2622, quant_error 0.2237, utilization 0.9808, perplexity 5788.1838,
Train Epoch: [3/5] Iters:[3250/20018] transplant_loss 0.9084, rec_loss 0.0262, p_loss 0.1814, quant_error1 0.2626, quant_error 0.2239, utilization 0.9804, perplexity 5771.3786,
Train Epoch: [3/5] Iters:[3260/20018] transplant_loss 0.9064, rec_loss 0.0260, p_loss 0.1818, quant_error1 0.2617, quant_error 0.2232, utilization 0.9806, perplexity 5790.7394,
Train Epoch: [3/5] Iters:[3270/20018] transplant_loss 0.9102, rec_loss 0.0262, p_loss 0.1830, quant_error1 0.2623, quant_error 0.2239, utilization 0.9811, perplexity 5825.9812,
Train Epoch: [3/5] Iters:[3280/20018] transplant_loss 0.9066, rec_loss 0.0259, p_loss 0.1824, quant_error1 0.2614, quant_error 0.2231, utilization 0.9805, perplexity 5801.2607,
Train Epoch: [3/5] Iters:[3290/20018] transplant_loss 0.9003, rec_loss 0.0252, p_loss 0.1813, quant_error1 0.2598, quant_error 0.2216, utilization 0.9802, perplexity 5765.7556,
Train Epoch: [3/5] Iters:[3300/20018] transplant_loss 0.8949, rec_loss 0.0251, p_loss 0.1798, quant_error1 0.2581, quant_error 0.2203, utilization 0.9806, perplexity 5788.9563,
Train Epoch: [3/5] Iters:[3310/20018] transplant_loss 0.8940, rec_loss 0.0251, p_loss 0.1794, quant_error1 0.2579, quant_error 0.2202, utilization 0.9809, perplexity 5802.3025,
Train Epoch: [3/5] Iters:[3320/20018] transplant_loss 0.8966, rec_loss 0.0250, p_loss 0.1800, quant_error1 0.2586, quant_error 0.2207, utilization 0.9807, perplexity 5791.4098,
Train Epoch: [3/5] Iters:[3330/20018] transplant_loss 0.8948, rec_loss 0.0249, p_loss 0.1791, quant_error1 0.2585, quant_error 0.2207, utilization 0.9810, perplexity 5791.6054,
Train Epoch: [3/5] Iters:[3340/20018] transplant_loss 0.8930, rec_loss 0.0248, p_loss 0.1791, quant_error1 0.2579, quant_error 0.2199, utilization 0.9807, perplexity 5787.4103,
Train Epoch: [3/5] Iters:[3350/20018] transplant_loss 0.8853, rec_loss 0.0244, p_loss 0.1795, quant_error1 0.2551, quant_error 0.2175, utilization 0.9806, perplexity 5781.6459,
Train Epoch: [3/5] Iters:[3360/20018] transplant_loss 0.8886, rec_loss 0.0246, p_loss 0.1803, quant_error1 0.2558, quant_error 0.2181, utilization 0.9808, perplexity 5800.0662,
Train Epoch: [3/5] Iters:[3370/20018] transplant_loss 0.8976, rec_loss 0.0250, p_loss 0.1806, quant_error1 0.2590, quant_error 0.2208, utilization 0.9808, perplexity 5802.0160,
Train Epoch: [3/5] Iters:[3380/20018] transplant_loss 0.8897, rec_loss 0.0248, p_loss 0.1803, quant_error1 0.2559, quant_error 0.2181, utilization 0.9805, perplexity 5776.4489,
Train Epoch: [3/5] Iters:[3390/20018] transplant_loss 0.8965, rec_loss 0.0255, p_loss 0.1808, quant_error1 0.2579, quant_error 0.2199, utilization 0.9811, perplexity 5804.2523,
Train Epoch: [3/5] Iters:[3400/20018] transplant_loss 0.9046, rec_loss 0.0255, p_loss 0.1804, quant_error1 0.2613, quant_error 0.2226, utilization 0.9811, perplexity 5805.3634,
Train Epoch: [3/5] Iters:[3410/20018] transplant_loss 0.8999, rec_loss 0.0253, p_loss 0.1801, quant_error1 0.2596, quant_error 0.2213, utilization 0.9810, perplexity 5793.8223,
Train Epoch: [3/5] Iters:[3420/20018] transplant_loss 0.8943, rec_loss 0.0254, p_loss 0.1784, quant_error1 0.2581, quant_error 0.2199, utilization 0.9808, perplexity 5775.5703,
Train Epoch: [3/5] Iters:[3430/20018] transplant_loss 0.8995, rec_loss 0.0256, p_loss 0.1793, quant_error1 0.2601, quant_error 0.2215, utilization 0.9808, perplexity 5797.4442,
Train Epoch: [3/5] Iters:[3440/20018] transplant_loss 0.8985, rec_loss 0.0254, p_loss 0.1794, quant_error1 0.2600, quant_error 0.2214, utilization 0.9808, perplexity 5809.3325,
Train Epoch: [3/5] Iters:[3450/20018] transplant_loss 0.9032, rec_loss 0.0255, p_loss 0.1798, quant_error1 0.2616, quant_error 0.2229, utilization 0.9808, perplexity 5794.0767,
Train Epoch: [3/5] Iters:[3460/20018] transplant_loss 0.9056, rec_loss 0.0255, p_loss 0.1797, quant_error1 0.2627, quant_error 0.2239, utilization 0.9808, perplexity 5792.3289,
Train Epoch: [3/5] Iters:[3470/20018] transplant_loss 0.9037, rec_loss 0.0254, p_loss 0.1806, quant_error1 0.2615, quant_error 0.2232, utilization 0.9809, perplexity 5792.5260,
Train Epoch: [3/5] Iters:[3480/20018] transplant_loss 0.9064, rec_loss 0.0256, p_loss 0.1804, quant_error1 0.2626, quant_error 0.2241, utilization 0.9810, perplexity 5791.8298,
Train Epoch: [3/5] Iters:[3490/20018] transplant_loss 0.9096, rec_loss 0.0257, p_loss 0.1806, quant_error1 0.2635, quant_error 0.2250, utilization 0.9812, perplexity 5807.1265,
Train Epoch: [3/5] Iters:[3500/20018] transplant_loss 0.9089, rec_loss 0.0260, p_loss 0.1814, quant_error1 0.2627, quant_error 0.2243, utilization 0.9813, perplexity 5824.9134,
Train Epoch: [3/5] Iters:[3510/20018] transplant_loss 0.9117, rec_loss 0.0261, p_loss 0.1805, quant_error1 0.2645, quant_error 0.2256, utilization 0.9810, perplexity 5795.1947,
Train Epoch: [3/5] Iters:[3520/20018] transplant_loss 0.9099, rec_loss 0.0259, p_loss 0.1802, quant_error1 0.2642, quant_error 0.2252, utilization 0.9811, perplexity 5809.6468,
Train Epoch: [3/5] Iters:[3530/20018] transplant_loss 0.9156, rec_loss 0.0259, p_loss 0.1808, quant_error1 0.2659, quant_error 0.2267, utilization 0.9810, perplexity 5813.2898,
Train Epoch: [3/5] Iters:[3540/20018] transplant_loss 0.9149, rec_loss 0.0259, p_loss 0.1807, quant_error1 0.2658, quant_error 0.2266, utilization 0.9806, perplexity 5777.2659,
Train Epoch: [3/5] Iters:[3550/20018] transplant_loss 0.9072, rec_loss 0.0253, p_loss 0.1795, quant_error1 0.2635, quant_error 0.2245, utilization 0.9803, perplexity 5753.5771,
Train Epoch: [3/5] Iters:[3560/20018] transplant_loss 0.9053, rec_loss 0.0255, p_loss 0.1800, quant_error1 0.2620, quant_error 0.2236, utilization 0.9808, perplexity 5805.6909,
Train Epoch: [3/5] Iters:[3570/20018] transplant_loss 0.9088, rec_loss 0.0255, p_loss 0.1795, quant_error1 0.2634, quant_error 0.2249, utilization 0.9808, perplexity 5815.5000,
Train Epoch: [3/5] Iters:[3580/20018] transplant_loss 0.8977, rec_loss 0.0249, p_loss 0.1791, quant_error1 0.2593, quant_error 0.2215, utilization 0.9807, perplexity 5787.6297,
Train Epoch: [3/5] Iters:[3590/20018] transplant_loss 0.8908, rec_loss 0.0247, p_loss 0.1784, quant_error1 0.2570, quant_error 0.2195, utilization 0.9807, perplexity 5792.9677,
Train Epoch: [3/5] Iters:[3600/20018] transplant_loss 0.8980, rec_loss 0.0250, p_loss 0.1789, quant_error1 0.2597, quant_error 0.2217, utilization 0.9814, perplexity 5833.8207,
Train Epoch: [3/5] Iters:[3610/20018] transplant_loss 0.8997, rec_loss 0.0247, p_loss 0.1795, quant_error1 0.2602, quant_error 0.2221, utilization 0.9809, perplexity 5786.7774,
Train Epoch: [3/5] Iters:[3620/20018] transplant_loss 0.8945, rec_loss 0.0247, p_loss 0.1801, quant_error1 0.2581, quant_error 0.2203, utilization 0.9807, perplexity 5749.6193,
Train Epoch: [3/5] Iters:[3630/20018] transplant_loss 0.9046, rec_loss 0.0254, p_loss 0.1805, quant_error1 0.2617, quant_error 0.2232, utilization 0.9813, perplexity 5802.4330,
Train Epoch: [3/5] Iters:[3640/20018] transplant_loss 0.9035, rec_loss 0.0254, p_loss 0.1802, quant_error1 0.2611, quant_error 0.2228, utilization 0.9811, perplexity 5805.4184,
Train Epoch: [3/5] Iters:[3650/20018] transplant_loss 0.8977, rec_loss 0.0251, p_loss 0.1801, quant_error1 0.2588, quant_error 0.2210, utilization 0.9806, perplexity 5777.9892,
Train Epoch: [3/5] Iters:[3660/20018] transplant_loss 0.9016, rec_loss 0.0257, p_loss 0.1805, quant_error1 0.2598, quant_error 0.2218, utilization 0.9810, perplexity 5812.3550,
Train Epoch: [3/5] Iters:[3670/20018] transplant_loss 0.8995, rec_loss 0.0255, p_loss 0.1800, quant_error1 0.2592, quant_error 0.2211, utilization 0.9809, perplexity 5816.8058,
Train Epoch: [3/5] Iters:[3680/20018] transplant_loss 0.8932, rec_loss 0.0254, p_loss 0.1795, quant_error1 0.2571, quant_error 0.2192, utilization 0.9808, perplexity 5813.2424,
Train Epoch: [3/5] Iters:[3690/20018] transplant_loss 0.8949, rec_loss 0.0253, p_loss 0.1797, quant_error1 0.2579, quant_error 0.2198, utilization 0.9812, perplexity 5807.4800,
Train Epoch: [3/5] Iters:[3700/20018] transplant_loss 0.8945, rec_loss 0.0255, p_loss 0.1792, quant_error1 0.2579, quant_error 0.2199, utilization 0.9815, perplexity 5810.4478,
Train Epoch: [3/5] Iters:[3710/20018] transplant_loss 0.8887, rec_loss 0.0255, p_loss 0.1785, quant_error1 0.2560, quant_error 0.2182, utilization 0.9813, perplexity 5798.4584,
Train Epoch: [3/5] Iters:[3720/20018] transplant_loss 0.8872, rec_loss 0.0256, p_loss 0.1780, quant_error1 0.2557, quant_error 0.2180, utilization 0.9813, perplexity 5802.1546,
Train Epoch: [3/5] Iters:[3730/20018] transplant_loss 0.8799, rec_loss 0.0251, p_loss 0.1776, quant_error1 0.2534, quant_error 0.2160, utilization 0.9810, perplexity 5772.5033,
