dataset_dir: /project/6105494/shared/data/
dataset_name: FFHQ
global_batch_size: 64
workers: 6
resolution: 256
channels: 3
codebook_size: 16384
codebook_dim: 16
alpha: 1.0
beta: 0.2
gamma: 1.0
disc_weight: 0.4
lecam_loss_weight: 0.001
disc_cr_loss_weight: 4.0
VQ: wasserstein_vq
use_multiscale: False
transplant_epochs: 5
refinement_epochs: 50
eval_epochs: 5
disc_epoch: 1
lr_transplant: 0.0001
lr_refinement: 1e-05
dropout: 0.0
seed: 3407
weight_decay: 1e-05
stage: refinement
checkpoint_dir: /project/6105494/sunset/VQ-Projects/WassersteinVQ/VQGAN/checkpoint/Refinement/FFHQ
results_dir: /project/6105494/sunset/VQ-Projects/WassersteinVQ/VQGAN/results/Refinement/FFHQ
saver_dir: /project/6105494/sunset/VQ-Projects/WassersteinVQ/VQGAN/saver/Refinement/FFHQ
reconstruction_dir: /project/6105494/sunset/VQ-Projects/WassersteinVQ/VQGAN/reconstruction/Refinement/FFHQ
yaml_dir: /project/6105494/sunset/VQ-Projects/WassersteinVQ/VQGAN/yaml/Refinement/FFHQ
pretrained_tokenizer: /project/6105494/sunset/VQ-Projects/WassersteinVQ/VQGAN/pretrained_tokenizer/vae_ch160v4096z32.pth
checkpoint_name: checkpoint-wasserstein_vq_transplant_False_FFHQ_model_16384_16_loss_1.0_0.2_1.0_0.4-50.pth.tar
nnodes: -1
node_rank: -1
local_rank: 0
dist_url: tcp://224.66.41.62:23456
dist_backend: nccl
world_size: 2
batch_size: 32
init_checkpoint_dir: /project/6105494/sunset/VQ-Projects/WassersteinVQ/VQGAN/checkpoint/
data_pre: FFHQ
model_pre: model_16384_16
loss_pre: loss_1.0_0.2_1.0_0.4
training_pre: wasserstein_vq_refinement_False
saver_name_pre: wasserstein_vq_refinement_False_FFHQ_model_16384_16_loss_1.0_0.2_1.0_0.4
| distributed init (rank 0): env://
| distributed init (rank 1): env://
VQ Model Parameters: 108761795
loaded pretrained LPIPS loss from /project/6105494/sunset/VQ-Projects/WassersteinVQ/VQGAN/code/models/cache/vgg.pth
dataset name: FFHQ
len train_set: 70000
len val_set: 70000
Start training...
epoch:1, cur_lr:0.000010
Train Epoch: [1/50] Iters:[10/1093] gen_loss 1.6109, rec_loss 0.0336, lpips_loss 0.3296, g_loss 0.0939, disc_weight 0.4000, disc_adaptive_weight 48.4568, d_loss 2.4150, logits_real -0.2955, logits_fake -0.0807,
Train Epoch: [21/50] Iters:[600/1093] gen_loss 0.5308, rec_loss 0.0122, lpips_loss 0.1420, g_loss 0.0401, disc_weight 0.4000, disc_adaptive_weight 9.3913, d_loss 0.4005, logits_real -0.0417, logits_fake -0.0402,
Train Epoch: [21/50] Iters:[610/1093] gen_loss 0.5304, rec_loss 0.0122, lpips_loss 0.1425, g_loss 0.0398, disc_weight 0.4000, disc_adaptive_weight 9.4180, d_loss 0.4005, logits_real -0.0414, logits_fake -0.0399,
Train Epoch: [21/50] Iters:[620/1093] gen_loss 0.5260, rec_loss 0.0122, lpips_loss 0.1430, g_loss 0.0397, disc_weight 0.4000, disc_adaptive_weight 9.3350, d_loss 0.4006, logits_real -0.0414, logits_fake -0.0397,
Train Epoch: [21/50] Iters:[630/1093] gen_loss 0.5085, rec_loss 0.0122, lpips_loss 0.1428, g_loss 0.0401, disc_weight 0.4000, disc_adaptive_weight 8.8304, d_loss 0.4005, logits_real -0.0417, logits_fake -0.0401,
Train Epoch: [21/50] Iters:[640/1093] gen_loss 0.5187, rec_loss 0.0123, lpips_loss 0.1432, g_loss 0.0407, disc_weight 0.4000, disc_adaptive_weight 8.9179, d_loss 0.4006, logits_real -0.0424, logits_fake -0.0406,
Train Epoch: [21/50] Iters:[650/1093] gen_loss 0.5193, rec_loss 0.0124, lpips_loss 0.1434, g_loss 0.0413, disc_weight 0.4000, disc_adaptive_weight 8.7958, d_loss 0.4006, logits_real -0.0430, logits_fake -0.0413,
Train Epoch: [21/50] Iters:[660/1093] gen_loss 0.5296, rec_loss 0.0123, lpips_loss 0.1430, g_loss 0.0420, disc_weight 0.4000, disc_adaptive_weight 8.9366, d_loss 0.4006, logits_real -0.0436, logits_fake -0.0419,
Train Epoch: [21/50] Iters:[670/1093] gen_loss 0.5146, rec_loss 0.0123, lpips_loss 0.1425, g_loss 0.0422, disc_weight 0.4000, disc_adaptive_weight 8.5237, d_loss 0.4006, logits_real -0.0437, logits_fake -0.0421,
Train Epoch: [21/50] Iters:[680/1093] gen_loss 0.5057, rec_loss 0.0123, lpips_loss 0.1428, g_loss 0.0423, disc_weight 0.4000, disc_adaptive_weight 8.2990, d_loss 0.4006, logits_real -0.0438, logits_fake -0.0422,
Train Epoch: [21/50] Iters:[690/1093] gen_loss 0.5090, rec_loss 0.0122, lpips_loss 0.1426, g_loss 0.0421, disc_weight 0.4000, disc_adaptive_weight 8.4362, d_loss 0.4005, logits_real -0.0436, logits_fake -0.0421,
Train Epoch: [21/50] Iters:[700/1093] gen_loss 0.5153, rec_loss 0.0122, lpips_loss 0.1419, g_loss 0.0418, disc_weight 0.4000, disc_adaptive_weight 8.6606, d_loss 0.4005, logits_real -0.0433, logits_fake -0.0418,
Train Epoch: [21/50] Iters:[710/1093] gen_loss 0.5104, rec_loss 0.0124, lpips_loss 0.1428, g_loss 0.0414, disc_weight 0.4000, disc_adaptive_weight 8.5860, d_loss 0.4005, logits_real -0.0430, logits_fake -0.0416,
Train Epoch: [21/50] Iters:[720/1093] gen_loss 0.5086, rec_loss 0.0123, lpips_loss 0.1423, g_loss 0.0412, disc_weight 0.4000, disc_adaptive_weight 8.5899, d_loss 0.4005, logits_real -0.0429, logits_fake -0.0414,
Train Epoch: [21/50] Iters:[730/1093] gen_loss 0.5130, rec_loss 0.0123, lpips_loss 0.1426, g_loss 0.0410, disc_weight 0.4000, disc_adaptive_weight 8.7333, d_loss 0.4005, logits_real -0.0427, logits_fake -0.0411,
Train Epoch: [21/50] Iters:[740/1093] gen_loss 0.4862, rec_loss 0.0120, lpips_loss 0.1416, g_loss 0.0408, disc_weight 0.4000, disc_adaptive_weight 8.1470, d_loss 0.4005, logits_real -0.0423, logits_fake -0.0409,
Train Epoch: [21/50] Iters:[750/1093] gen_loss 0.4856, rec_loss 0.0122, lpips_loss 0.1419, g_loss 0.0407, disc_weight 0.4000, disc_adaptive_weight 8.1524, d_loss 0.4005, logits_real -0.0423, logits_fake -0.0408,
Train Epoch: [21/50] Iters:[760/1093] gen_loss 0.4906, rec_loss 0.0119, lpips_loss 0.1408, g_loss 0.0407, disc_weight 0.4000, disc_adaptive_weight 8.3007, d_loss 0.4005, logits_real -0.0422, logits_fake -0.0407,
Train Epoch: [21/50] Iters:[770/1093] gen_loss 0.4937, rec_loss 0.0120, lpips_loss 0.1416, g_loss 0.0405, disc_weight 0.4000, disc_adaptive_weight 8.3969, d_loss 0.4005, logits_real -0.0419, logits_fake -0.0406,
Train Epoch: [21/50] Iters:[780/1093] gen_loss 0.4946, rec_loss 0.0121, lpips_loss 0.1414, g_loss 0.0403, disc_weight 0.4000, disc_adaptive_weight 8.4512, d_loss 0.4005, logits_real -0.0417, logits_fake -0.0404,
Train Epoch: [21/50] Iters:[790/1093] gen_loss 0.5163, rec_loss 0.0123, lpips_loss 0.1416, g_loss 0.0401, disc_weight 0.4000, disc_adaptive_weight 9.0390, d_loss 0.4005, logits_real -0.0416, logits_fake -0.0402,
Train Epoch: [21/50] Iters:[800/1093] gen_loss 0.4956, rec_loss 0.0121, lpips_loss 0.1415, g_loss 0.0398, disc_weight 0.4000, disc_adaptive_weight 8.5944, d_loss 0.4005, logits_real -0.0412, logits_fake -0.0398,
Train Epoch: [21/50] Iters:[810/1093] gen_loss 0.4852, rec_loss 0.0120, lpips_loss 0.1413, g_loss 0.0393, disc_weight 0.4000, disc_adaptive_weight 8.4396, d_loss 0.4005, logits_real -0.0409, logits_fake -0.0395,
Train Epoch: [21/50] Iters:[820/1093] gen_loss 0.4819, rec_loss 0.0121, lpips_loss 0.1410, g_loss 0.0391, disc_weight 0.4000, disc_adaptive_weight 8.4154, d_loss 0.4005, logits_real -0.0406, logits_fake -0.0392,
Train Epoch: [21/50] Iters:[830/1093] gen_loss 0.4864, rec_loss 0.0119, lpips_loss 0.1407, g_loss 0.0388, disc_weight 0.4000, disc_adaptive_weight 8.6091, d_loss 0.4005, logits_real -0.0405, logits_fake -0.0390,
Train Epoch: [21/50] Iters:[840/1093] gen_loss 0.4764, rec_loss 0.0119, lpips_loss 0.1407, g_loss 0.0385, disc_weight 0.4000, disc_adaptive_weight 8.4099, d_loss 0.4005, logits_real -0.0402, logits_fake -0.0388,
Train Epoch: [21/50] Iters:[850/1093] gen_loss 0.5135, rec_loss 0.0120, lpips_loss 0.1413, g_loss 0.0386, disc_weight 0.4000, disc_adaptive_weight 9.3375, d_loss 0.4005, logits_real -0.0402, logits_fake -0.0389,
Train Epoch: [21/50] Iters:[860/1093] gen_loss 0.5210, rec_loss 0.0123, lpips_loss 0.1422, g_loss 0.0387, disc_weight 0.4000, disc_adaptive_weight 9.4760, d_loss 0.4005, logits_real -0.0404, logits_fake -0.0390,
Train Epoch: [21/50] Iters:[870/1093] gen_loss 0.5207, rec_loss 0.0122, lpips_loss 0.1421, g_loss 0.0390, disc_weight 0.4000, disc_adaptive_weight 9.4063, d_loss 0.4005, logits_real -0.0407, logits_fake -0.0393,
Train Epoch: [21/50] Iters:[880/1093] gen_loss 0.5119, rec_loss 0.0122, lpips_loss 0.1419, g_loss 0.0392, disc_weight 0.4000, disc_adaptive_weight 9.1445, d_loss 0.4005, logits_real -0.0408, logits_fake -0.0394,
Train Epoch: [21/50] Iters:[890/1093] gen_loss 0.5154, rec_loss 0.0122, lpips_loss 0.1423, g_loss 0.0394, disc_weight 0.4000, disc_adaptive_weight 9.1716, d_loss 0.4005, logits_real -0.0411, logits_fake -0.0396,
Train Epoch: [21/50] Iters:[900/1093] gen_loss 0.4977, rec_loss 0.0122, lpips_loss 0.1423, g_loss 0.0393, disc_weight 0.4000, disc_adaptive_weight 8.7350, d_loss 0.4006, logits_real -0.0412, logits_fake -0.0395,
Train Epoch: [21/50] Iters:[910/1093] gen_loss 0.5124, rec_loss 0.0120, lpips_loss 0.1417, g_loss 0.0392, disc_weight 0.4000, disc_adaptive_weight 9.1541, d_loss 0.4006, logits_real -0.0410, logits_fake -0.0393,
Train Epoch: [21/50] Iters:[920/1093] gen_loss 0.5087, rec_loss 0.0120, lpips_loss 0.1420, g_loss 0.0392, disc_weight 0.4000, disc_adaptive_weight 9.0596, d_loss 0.4005, logits_real -0.0409, logits_fake -0.0393,
Train Epoch: [21/50] Iters:[930/1093] gen_loss 0.5119, rec_loss 0.0119, lpips_loss 0.1418, g_loss 0.0395, disc_weight 0.4000, disc_adaptive_weight 9.0980, d_loss 0.4005, logits_real -0.0412, logits_fake -0.0395,
Train Epoch: [21/50] Iters:[940/1093] gen_loss 0.5171, rec_loss 0.0120, lpips_loss 0.1415, g_loss 0.0396, disc_weight 0.4000, disc_adaptive_weight 9.1892, d_loss 0.4005, logits_real -0.0412, logits_fake -0.0397,
Train Epoch: [21/50] Iters:[950/1093] gen_loss 0.5178, rec_loss 0.0120, lpips_loss 0.1414, g_loss 0.0400, disc_weight 0.4000, disc_adaptive_weight 9.1188, d_loss 0.4005, logits_real -0.0415, logits_fake -0.0400,
Train Epoch: [21/50] Iters:[960/1093] gen_loss 0.5051, rec_loss 0.0120, lpips_loss 0.1411, g_loss 0.0406, disc_weight 0.4000, disc_adaptive_weight 8.6639, d_loss 0.4005, logits_real -0.0420, logits_fake -0.0405,
Train Epoch: [21/50] Iters:[970/1093] gen_loss 0.5036, rec_loss 0.0120, lpips_loss 0.1407, g_loss 0.0411, disc_weight 0.4000, disc_adaptive_weight 8.5577, d_loss 0.4005, logits_real -0.0425, logits_fake -0.0409,
Train Epoch: [21/50] Iters:[980/1093] gen_loss 0.4985, rec_loss 0.0119, lpips_loss 0.1410, g_loss 0.0413, disc_weight 0.4000, disc_adaptive_weight 8.3791, d_loss 0.4005, logits_real -0.0427, logits_fake -0.0412,
Train Epoch: [21/50] Iters:[990/1093] gen_loss 0.4797, rec_loss 0.0118, lpips_loss 0.1410, g_loss 0.0415, disc_weight 0.4000, disc_adaptive_weight 7.8850, d_loss 0.4005, logits_real -0.0429, logits_fake -0.0414,
Train Epoch: [21/50] Iters:[1000/1093] gen_loss 0.4792, rec_loss 0.0118, lpips_loss 0.1407, g_loss 0.0415, disc_weight 0.4000, disc_adaptive_weight 7.8631, d_loss 0.4005, logits_real -0.0430, logits_fake -0.0414,
Train Epoch: [21/50] Iters:[1010/1093] gen_loss 0.5132, rec_loss 0.0119, lpips_loss 0.1412, g_loss 0.0414, disc_weight 0.4000, disc_adaptive_weight 8.7178, d_loss 0.4005, logits_real -0.0429, logits_fake -0.0414,
Train Epoch: [21/50] Iters:[1020/1093] gen_loss 0.5348, rec_loss 0.0120, lpips_loss 0.1415, g_loss 0.0411, disc_weight 0.4000, disc_adaptive_weight 9.2829, d_loss 0.4005, logits_real -0.0426, logits_fake -0.0411,
Train Epoch: [21/50] Iters:[1030/1093] gen_loss 0.5350, rec_loss 0.0122, lpips_loss 0.1418, g_loss 0.0410, disc_weight 0.4000, disc_adaptive_weight 9.2936, d_loss 0.4005, logits_real -0.0425, logits_fake -0.0409,
Train Epoch: [21/50] Iters:[1040/1093] gen_loss 0.5381, rec_loss 0.0122, lpips_loss 0.1420, g_loss 0.0410, disc_weight 0.4000, disc_adaptive_weight 9.3661, d_loss 0.4005, logits_real -0.0424, logits_fake -0.0408,
Train Epoch: [21/50] Iters:[1050/1093] gen_loss 0.5546, rec_loss 0.0123, lpips_loss 0.1416, g_loss 0.0409, disc_weight 0.4000, disc_adaptive_weight 9.7846, d_loss 0.4006, logits_real -0.0424, logits_fake -0.0408,
Train Epoch: [21/50] Iters:[1060/1093] gen_loss 0.5159, rec_loss 0.0124, lpips_loss 0.1416, g_loss 0.0407, disc_weight 0.4000, disc_adaptive_weight 8.8785, d_loss 0.4006, logits_real -0.0422, logits_fake -0.0406,
Train Epoch: [21/50] Iters:[1070/1093] gen_loss 0.5011, rec_loss 0.0124, lpips_loss 0.1416, g_loss 0.0406, disc_weight 0.4000, disc_adaptive_weight 8.5424, d_loss 0.4006, logits_real -0.0420, logits_fake -0.0404,
Train Epoch: [21/50] Iters:[1080/1093] gen_loss 0.5140, rec_loss 0.0125, lpips_loss 0.1412, g_loss 0.0405, disc_weight 0.4000, disc_adaptive_weight 8.8867, d_loss 0.4005, logits_real -0.0420, logits_fake -0.0404,
Train Epoch: [21/50] Iters:[1090/1093] gen_loss 0.5172, rec_loss 0.0123, lpips_loss 0.1408, g_loss 0.0406, disc_weight 0.4000, disc_adaptive_weight 8.9629, d_loss 0.4005, logits_real -0.0422, logits_fake -0.0406,
epoch:22, cur_lr:0.000010
Train Epoch: [22/50] Iters:[10/1093] gen_loss 0.5049, rec_loss 0.0116, lpips_loss 0.1410, g_loss 0.0416, disc_weight 0.4000, disc_adaptive_weight 8.4669, d_loss 0.4005, logits_real -0.0429, logits_fake -0.0415,
Train Epoch: [22/50] Iters:[20/1093] gen_loss 0.5202, rec_loss 0.0119, lpips_loss 0.1405, g_loss 0.0415, disc_weight 0.4000, disc_adaptive_weight 8.8500, d_loss 0.4005, logits_real -0.0429, logits_fake -0.0415,
Train Epoch: [22/50] Iters:[30/1093] gen_loss 0.5280, rec_loss 0.0118, lpips_loss 0.1404, g_loss 0.0415, disc_weight 0.4000, disc_adaptive_weight 9.0522, d_loss 0.4005, logits_real -0.0429, logits_fake -0.0415,
Train Epoch: [22/50] Iters:[40/1093] gen_loss 0.5201, rec_loss 0.0118, lpips_loss 0.1402, g_loss 0.0415, disc_weight 0.4000, disc_adaptive_weight 8.8706, d_loss 0.4005, logits_real -0.0428, logits_fake -0.0414,
Train Epoch: [22/50] Iters:[50/1093] gen_loss 0.5393, rec_loss 0.0119, lpips_loss 0.1405, g_loss 0.0413, disc_weight 0.4000, disc_adaptive_weight 9.3726, d_loss 0.4005, logits_real -0.0426, logits_fake -0.0413,
Train Epoch: [22/50] Iters:[60/1093] gen_loss 0.5686, rec_loss 0.0120, lpips_loss 0.1408, g_loss 0.0412, disc_weight 0.4000, disc_adaptive_weight 10.1145, d_loss 0.4005, logits_real -0.0425, logits_fake -0.0410,
Train Epoch: [22/50] Iters:[70/1093] gen_loss 0.5596, rec_loss 0.0120, lpips_loss 0.1413, g_loss 0.0409, disc_weight 0.4000, disc_adaptive_weight 9.9413, d_loss 0.4005, logits_real -0.0423, logits_fake -0.0408,
Train Epoch: [22/50] Iters:[80/1093] gen_loss 0.5369, rec_loss 0.0120, lpips_loss 0.1414, g_loss 0.0406, disc_weight 0.4000, disc_adaptive_weight 9.4323, d_loss 0.4005, logits_real -0.0421, logits_fake -0.0405,
Train Epoch: [22/50] Iters:[90/1093] gen_loss 0.5423, rec_loss 0.0122, lpips_loss 0.1421, g_loss 0.0404, disc_weight 0.4000, disc_adaptive_weight 9.5915, d_loss 0.4005, logits_real -0.0418, logits_fake -0.0402,
Train Epoch: [22/50] Iters:[100/1093] gen_loss 0.5084, rec_loss 0.0121, lpips_loss 0.1422, g_loss 0.0403, disc_weight 0.4000, disc_adaptive_weight 8.7755, d_loss 0.4005, logits_real -0.0416, logits_fake -0.0401,
Train Epoch: [22/50] Iters:[110/1093] gen_loss 0.4821, rec_loss 0.0121, lpips_loss 0.1421, g_loss 0.0400, disc_weight 0.4000, disc_adaptive_weight 8.1883, d_loss 0.4005, logits_real -0.0415, logits_fake -0.0400,
Train Epoch: [22/50] Iters:[120/1093] gen_loss 0.4767, rec_loss 0.0120, lpips_loss 0.1415, g_loss 0.0401, disc_weight 0.4000, disc_adaptive_weight 8.0645, d_loss 0.4005, logits_real -0.0414, logits_fake -0.0399,
Train Epoch: [22/50] Iters:[130/1093] gen_loss 0.4831, rec_loss 0.0121, lpips_loss 0.1416, g_loss 0.0401, disc_weight 0.4000, disc_adaptive_weight 8.2172, d_loss 0.4005, logits_real -0.0412, logits_fake -0.0400,
Train Epoch: [22/50] Iters:[140/1093] gen_loss 0.4702, rec_loss 0.0120, lpips_loss 0.1415, g_loss 0.0400, disc_weight 0.4000, disc_adaptive_weight 7.9210, d_loss 0.4005, logits_real -0.0412, logits_fake -0.0400,
Train Epoch: [22/50] Iters:[150/1093] gen_loss 0.4946, rec_loss 0.0121, lpips_loss 0.1413, g_loss 0.0402, disc_weight 0.4000, disc_adaptive_weight 8.4799, d_loss 0.4005, logits_real -0.0414, logits_fake -0.0400,
Train Epoch: [22/50] Iters:[160/1093] gen_loss 0.4885, rec_loss 0.0122, lpips_loss 0.1416, g_loss 0.0405, disc_weight 0.4000, disc_adaptive_weight 8.2594, d_loss 0.4005, logits_real -0.0415, logits_fake -0.0400,
Train Epoch: [22/50] Iters:[170/1093] gen_loss 0.5044, rec_loss 0.0124, lpips_loss 0.1424, g_loss 0.0408, disc_weight 0.4000, disc_adaptive_weight 8.5594, d_loss 0.4005, logits_real -0.0418, logits_fake -0.0403,
Train Epoch: [22/50] Iters:[180/1093] gen_loss 0.5178, rec_loss 0.0123, lpips_loss 0.1424, g_loss 0.0411, disc_weight 0.4000, disc_adaptive_weight 8.8148, d_loss 0.4006, logits_real -0.0423, logits_fake -0.0407,
Train Epoch: [22/50] Iters:[190/1093] gen_loss 0.5362, rec_loss 0.0123, lpips_loss 0.1419, g_loss 0.0418, disc_weight 0.4000, disc_adaptive_weight 9.1481, d_loss 0.4006, logits_real -0.0429, logits_fake -0.0413,
Train Epoch: [22/50] Iters:[200/1093] gen_loss 0.5194, rec_loss 0.0122, lpips_loss 0.1415, g_loss 0.0421, disc_weight 0.4000, disc_adaptive_weight 8.6959, d_loss 0.4005, logits_real -0.0434, logits_fake -0.0418,
Train Epoch: [22/50] Iters:[210/1093] gen_loss 0.5136, rec_loss 0.0121, lpips_loss 0.1409, g_loss 0.0422, disc_weight 0.4000, disc_adaptive_weight 8.5392, d_loss 0.4005, logits_real -0.0436, logits_fake -0.0422,
Train Epoch: [22/50] Iters:[220/1093] gen_loss 0.5248, rec_loss 0.0120, lpips_loss 0.1406, g_loss 0.0423, disc_weight 0.4000, disc_adaptive_weight 8.8098, d_loss 0.4005, logits_real -0.0438, logits_fake -0.0424,
Train Epoch: [22/50] Iters:[230/1093] gen_loss 0.5195, rec_loss 0.0121, lpips_loss 0.1407, g_loss 0.0422, disc_weight 0.4000, disc_adaptive_weight 8.7025, d_loss 0.4005, logits_real -0.0437, logits_fake -0.0422,
Train Epoch: [22/50] Iters:[240/1093] gen_loss 0.5097, rec_loss 0.0122, lpips_loss 0.1411, g_loss 0.0418, disc_weight 0.4000, disc_adaptive_weight 8.5278, d_loss 0.4005, logits_real -0.0433, logits_fake -0.0419,
Train Epoch: [22/50] Iters:[250/1093] gen_loss 0.5095, rec_loss 0.0124, lpips_loss 0.1418, g_loss 0.0415, disc_weight 0.4000, disc_adaptive_weight 8.5574, d_loss 0.4005, logits_real -0.0430, logits_fake -0.0416,
Train Epoch: [22/50] Iters:[260/1093] gen_loss 0.5052, rec_loss 0.0124, lpips_loss 0.1417, g_loss 0.0413, disc_weight 0.4000, disc_adaptive_weight 8.4893, d_loss 0.4005, logits_real -0.0428, logits_fake -0.0414,
Train Epoch: [22/50] Iters:[270/1093] gen_loss 0.4800, rec_loss 0.0122, lpips_loss 0.1411, g_loss 0.0412, disc_weight 0.4000, disc_adaptive_weight 7.9180, d_loss 0.4005, logits_real -0.0426, logits_fake -0.0411,
Train Epoch: [22/50] Iters:[280/1093] gen_loss 0.4764, rec_loss 0.0121, lpips_loss 0.1407, g_loss 0.0411, disc_weight 0.4000, disc_adaptive_weight 7.8735, d_loss 0.4005, logits_real -0.0426, logits_fake -0.0412,
Train Epoch: [22/50] Iters:[290/1093] gen_loss 0.4824, rec_loss 0.0120, lpips_loss 0.1402, g_loss 0.0411, disc_weight 0.4000, disc_adaptive_weight 8.0411, d_loss 0.4005, logits_real -0.0425, logits_fake -0.0413,
Train Epoch: [22/50] Iters:[300/1093] gen_loss 0.5000, rec_loss 0.0119, lpips_loss 0.1401, g_loss 0.0412, disc_weight 0.4000, disc_adaptive_weight 8.4516, d_loss 0.4005, logits_real -0.0426, logits_fake -0.0414,
Train Epoch: [22/50] Iters:[310/1093] gen_loss 0.5044, rec_loss 0.0120, lpips_loss 0.1406, g_loss 0.0415, disc_weight 0.4000, disc_adaptive_weight 8.4873, d_loss 0.4005, logits_real -0.0429, logits_fake -0.0416,
Train Epoch: [22/50] Iters:[320/1093] gen_loss 0.5188, rec_loss 0.0120, lpips_loss 0.1410, g_loss 0.0417, disc_weight 0.4000, disc_adaptive_weight 8.8002, d_loss 0.4005, logits_real -0.0430, logits_fake -0.0418,
Train Epoch: [22/50] Iters:[330/1093] gen_loss 0.5206, rec_loss 0.0121, lpips_loss 0.1410, g_loss 0.0420, disc_weight 0.4000, disc_adaptive_weight 8.7569, d_loss 0.4005, logits_real -0.0431, logits_fake -0.0418,
Train Epoch: [22/50] Iters:[340/1093] gen_loss 0.5595, rec_loss 0.0123, lpips_loss 0.1420, g_loss 0.0422, disc_weight 0.4000, disc_adaptive_weight 9.6178, d_loss 0.4006, logits_real -0.0434, logits_fake -0.0418,
Train Epoch: [22/50] Iters:[350/1093] gen_loss 0.5478, rec_loss 0.0124, lpips_loss 0.1421, g_loss 0.0423, disc_weight 0.4000, disc_adaptive_weight 9.3105, d_loss 0.4006, logits_real -0.0436, logits_fake -0.0419,
Train Epoch: [22/50] Iters:[360/1093] gen_loss 0.5539, rec_loss 0.0124, lpips_loss 0.1421, g_loss 0.0421, disc_weight 0.4000, disc_adaptive_weight 9.4764, d_loss 0.4005, logits_real -0.0434, logits_fake -0.0419,
Train Epoch: [22/50] Iters:[370/1093] gen_loss 0.5580, rec_loss 0.0125, lpips_loss 0.1425, g_loss 0.0421, disc_weight 0.4000, disc_adaptive_weight 9.5668, d_loss 0.4006, logits_real -0.0436, logits_fake -0.0420,
Train Epoch: [22/50] Iters:[380/1093] gen_loss 0.5624, rec_loss 0.0124, lpips_loss 0.1427, g_loss 0.0420, disc_weight 0.4000, disc_adaptive_weight 9.6819, d_loss 0.4005, logits_real -0.0436, logits_fake -0.0421,
Train Epoch: [22/50] Iters:[390/1093] gen_loss 0.5223, rec_loss 0.0123, lpips_loss 0.1420, g_loss 0.0421, disc_weight 0.4000, disc_adaptive_weight 8.7199, d_loss 0.4005, logits_real -0.0436, logits_fake -0.0422,
Train Epoch: [22/50] Iters:[400/1093] gen_loss 0.5284, rec_loss 0.0122, lpips_loss 0.1421, g_loss 0.0422, disc_weight 0.4000, disc_adaptive_weight 8.8571, d_loss 0.4005, logits_real -0.0436, logits_fake -0.0422,
Train Epoch: [22/50] Iters:[410/1093] gen_loss 0.5265, rec_loss 0.0121, lpips_loss 0.1415, g_loss 0.0421, disc_weight 0.4000, disc_adaptive_weight 8.8604, d_loss 0.4005, logits_real -0.0435, logits_fake -0.0420,
Train Epoch: [22/50] Iters:[420/1093] gen_loss 0.5229, rec_loss 0.0120, lpips_loss 0.1414, g_loss 0.0417, disc_weight 0.4000, disc_adaptive_weight 8.8618, d_loss 0.4005, logits_real -0.0430, logits_fake -0.0416,
Train Epoch: [22/50] Iters:[430/1093] gen_loss 0.5164, rec_loss 0.0120, lpips_loss 0.1413, g_loss 0.0411, disc_weight 0.4000, disc_adaptive_weight 8.8534, d_loss 0.4005, logits_real -0.0423, logits_fake -0.0409,
Train Epoch: [22/50] Iters:[440/1093] gen_loss 0.4967, rec_loss 0.0121, lpips_loss 0.1420, g_loss 0.0402, disc_weight 0.4000, disc_adaptive_weight 8.5163, d_loss 0.4005, logits_real -0.0415, logits_fake -0.0401,
Train Epoch: [22/50] Iters:[450/1093] gen_loss 0.4744, rec_loss 0.0121, lpips_loss 0.1414, g_loss 0.0394, disc_weight 0.4000, disc_adaptive_weight 8.1385, d_loss 0.4005, logits_real -0.0407, logits_fake -0.0395,
Train Epoch: [22/50] Iters:[460/1093] gen_loss 0.4628, rec_loss 0.0123, lpips_loss 0.1422, g_loss 0.0390, disc_weight 0.4000, disc_adaptive_weight 7.8944, d_loss 0.4005, logits_real -0.0403, logits_fake -0.0390,
Train Epoch: [22/50] Iters:[470/1093] gen_loss 0.4444, rec_loss 0.0122, lpips_loss 0.1417, g_loss 0.0389, disc_weight 0.4000, disc_adaptive_weight 7.4716, d_loss 0.4005, logits_real -0.0402, logits_fake -0.0389,
Train Epoch: [22/50] Iters:[480/1093] gen_loss 0.4447, rec_loss 0.0123, lpips_loss 0.1420, g_loss 0.0391, disc_weight 0.4000, disc_adaptive_weight 7.4161, d_loss 0.4005, logits_real -0.0404, logits_fake -0.0390,
Train Epoch: [22/50] Iters:[490/1093] gen_loss 0.4696, rec_loss 0.0121, lpips_loss 0.1414, g_loss 0.0397, disc_weight 0.4000, disc_adaptive_weight 7.9352, d_loss 0.4005, logits_real -0.0408, logits_fake -0.0395,
Train Epoch: [22/50] Iters:[500/1093] gen_loss 0.4908, rec_loss 0.0122, lpips_loss 0.1418, g_loss 0.0404, disc_weight 0.4000, disc_adaptive_weight 8.3154, d_loss 0.4005, logits_real -0.0416, logits_fake -0.0401,
Train Epoch: [22/50] Iters:[510/1093] gen_loss 0.4923, rec_loss 0.0121, lpips_loss 0.1410, g_loss 0.0409, disc_weight 0.4000, disc_adaptive_weight 8.2858, d_loss 0.4005, logits_real -0.0421, logits_fake -0.0406,
Train Epoch: [22/50] Iters:[520/1093] gen_loss 0.5123, rec_loss 0.0121, lpips_loss 0.1410, g_loss 0.0415, disc_weight 0.4000, disc_adaptive_weight 8.6563, d_loss 0.4005, logits_real -0.0426, logits_fake -0.0412,
