dataset_dir: /datasets/
dataset_name: ImageNet
global_batch_size: 64
workers: 6
resolution: 256
channels: 3
codebook_size: 16384
codebook_dim: 16
alpha: 1.0
beta: 0.2
gamma: 1.0
disc_weight: 0.4
lecam_loss_weight: 0.001
disc_cr_loss_weight: 4.0
VQ: wasserstein_vq
use_multiscale: False
transplant_epochs: 5
refinement_epochs: 10
eval_epochs: 1
disc_epoch: 1
lr_transplant: 0.0001
lr_refinement: 1e-05
dropout: 0.0
seed: 3407
weight_decay: 1e-05
stage: refinement
checkpoint_dir: /project/6105494/sunset/VQ-Projects/WassersteinVQ/VQGAN/checkpoint/Refinement/ImageNet
results_dir: /project/6105494/sunset/VQ-Projects/WassersteinVQ/VQGAN/results/Refinement/ImageNet
saver_dir: /project/6105494/sunset/VQ-Projects/WassersteinVQ/VQGAN/saver/Refinement/ImageNet
reconstruction_dir: /project/6105494/sunset/VQ-Projects/WassersteinVQ/VQGAN/reconstruction/Refinement/ImageNet
yaml_dir: /project/6105494/sunset/VQ-Projects/WassersteinVQ/VQGAN/yaml/Refinement/ImageNet
pretrained_tokenizer: /project/6105494/sunset/VQ-Projects/WassersteinVQ/VQGAN/pretrained_tokenizer/vae_ch160v4096z32.pth
checkpoint_name: checkpoint-wasserstein_vq_transplant_False_ImageNet_model_16384_16_loss_1.0_0.2_1.0_0.4-5.pth.tar
nnodes: -1
node_rank: -1
local_rank: 0
dist_url: tcp://224.66.41.62:23456
dist_backend: nccl
world_size: 2
batch_size: 32
init_checkpoint_dir: /project/6105494/sunset/VQ-Projects/WassersteinVQ/VQGAN/checkpoint/
data_pre: ImageNet
model_pre: model_16384_16
loss_pre: loss_1.0_0.2_1.0_0.4
training_pre: wasserstein_vq_refinement_False_10
saver_name_pre: wasserstein_vq_refinement_False_10_ImageNet_model_16384_16_loss_1.0_0.2_1.0_0.4
| distributed init (rank 0): env://
| distributed init (rank 1): env://
VQ Model Parameters: 108761795
loaded pretrained LPIPS loss from /project/6105494/sunset/VQ-Projects/WassersteinVQ/VQGAN/code/models/cache/vgg.pth
dataset name: ImageNet
len train_set: 1281167
len val_set: 50000
Start training...
epoch:1, cur_lr:0.000010
Train Epoch: [1/10] Iters:[10/20018] gen_loss 6.6235, rec_loss 0.0277, lpips_loss 0.2392, g_loss 0.3848, disc_weight 0.4000, disc_adaptive_weight 15.2948, d_loss 2.5674, logits_real -0.2907, logits_fake -0.3909,
Train Epoch: [4/10] Iters:[9170/20018] gen_loss 0.4047, rec_loss 0.0283, lpips_loss 0.1833, g_loss 0.0388, disc_weight 0.4000, disc_adaptive_weight 4.9720, d_loss 0.4001, logits_real -0.0389, logits_fake -0.0391,
Train Epoch: [4/10] Iters:[9180/20018] gen_loss 0.4007, rec_loss 0.0280, lpips_loss 0.1826, g_loss 0.0386, disc_weight 0.4000, disc_adaptive_weight 4.9269, d_loss 0.4002, logits_real -0.0388, logits_fake -0.0388,
Train Epoch: [4/10] Iters:[9190/20018] gen_loss 0.4072, rec_loss 0.0282, lpips_loss 0.1825, g_loss 0.0384, disc_weight 0.4000, disc_adaptive_weight 5.1166, d_loss 0.4001, logits_real -0.0385, logits_fake -0.0385,
Train Epoch: [4/10] Iters:[9200/20018] gen_loss 0.4155, rec_loss 0.0285, lpips_loss 0.1824, g_loss 0.0381, disc_weight 0.4000, disc_adaptive_weight 5.3583, d_loss 0.4002, logits_real -0.0383, logits_fake -0.0382,
Train Epoch: [4/10] Iters:[9210/20018] gen_loss 0.4149, rec_loss 0.0285, lpips_loss 0.1826, g_loss 0.0382, disc_weight 0.4000, disc_adaptive_weight 5.3252, d_loss 0.4002, logits_real -0.0383, logits_fake -0.0383,
Train Epoch: [4/10] Iters:[9220/20018] gen_loss 0.4177, rec_loss 0.0288, lpips_loss 0.1832, g_loss 0.0384, disc_weight 0.4000, disc_adaptive_weight 5.3581, d_loss 0.4002, logits_real -0.0385, logits_fake -0.0384,
Train Epoch: [4/10] Iters:[9230/20018] gen_loss 0.4133, rec_loss 0.0287, lpips_loss 0.1829, g_loss 0.0382, disc_weight 0.4000, disc_adaptive_weight 5.2732, d_loss 0.4002, logits_real -0.0385, logits_fake -0.0383,
Train Epoch: [4/10] Iters:[9240/20018] gen_loss 0.4042, rec_loss 0.0282, lpips_loss 0.1818, g_loss 0.0381, disc_weight 0.4000, disc_adaptive_weight 5.0828, d_loss 0.4002, logits_real -0.0384, logits_fake -0.0382,
Train Epoch: [4/10] Iters:[9250/20018] gen_loss 0.3908, rec_loss 0.0281, lpips_loss 0.1813, g_loss 0.0380, disc_weight 0.4000, disc_adaptive_weight 4.7635, d_loss 0.4002, logits_real -0.0383, logits_fake -0.0382,
Train Epoch: [4/10] Iters:[9260/20018] gen_loss 0.3918, rec_loss 0.0282, lpips_loss 0.1810, g_loss 0.0377, disc_weight 0.4000, disc_adaptive_weight 4.8361, d_loss 0.4002, logits_real -0.0381, logits_fake -0.0379,
Train Epoch: [4/10] Iters:[9270/20018] gen_loss 0.3870, rec_loss 0.0280, lpips_loss 0.1808, g_loss 0.0376, disc_weight 0.4000, disc_adaptive_weight 4.7281, d_loss 0.4002, logits_real -0.0379, logits_fake -0.0377,
Train Epoch: [4/10] Iters:[9280/20018] gen_loss 0.3839, rec_loss 0.0282, lpips_loss 0.1816, g_loss 0.0374, disc_weight 0.4000, disc_adaptive_weight 4.6503, d_loss 0.4002, logits_real -0.0376, logits_fake -0.0375,
Train Epoch: [4/10] Iters:[9290/20018] gen_loss 0.3855, rec_loss 0.0286, lpips_loss 0.1823, g_loss 0.0376, disc_weight 0.4000, disc_adaptive_weight 4.6496, d_loss 0.4002, logits_real -0.0377, logits_fake -0.0376,
Train Epoch: [4/10] Iters:[9300/20018] gen_loss 0.3956, rec_loss 0.0287, lpips_loss 0.1825, g_loss 0.0377, disc_weight 0.4000, disc_adaptive_weight 4.8930, d_loss 0.4002, logits_real -0.0377, logits_fake -0.0377,
Train Epoch: [4/10] Iters:[9310/20018] gen_loss 0.4013, rec_loss 0.0285, lpips_loss 0.1822, g_loss 0.0378, disc_weight 0.4000, disc_adaptive_weight 5.0413, d_loss 0.4002, logits_real -0.0377, logits_fake -0.0377,
Train Epoch: [4/10] Iters:[9320/20018] gen_loss 0.4125, rec_loss 0.0289, lpips_loss 0.1833, g_loss 0.0378, disc_weight 0.4000, disc_adaptive_weight 5.3019, d_loss 0.4002, logits_real -0.0378, logits_fake -0.0377,
Train Epoch: [4/10] Iters:[9330/20018] gen_loss 0.4105, rec_loss 0.0290, lpips_loss 0.1830, g_loss 0.0380, disc_weight 0.4000, disc_adaptive_weight 5.2234, d_loss 0.4002, logits_real -0.0380, logits_fake -0.0378,
Train Epoch: [4/10] Iters:[9340/20018] gen_loss 0.4172, rec_loss 0.0288, lpips_loss 0.1836, g_loss 0.0379, disc_weight 0.4000, disc_adaptive_weight 5.3983, d_loss 0.4002, logits_real -0.0379, logits_fake -0.0377,
Train Epoch: [4/10] Iters:[9350/20018] gen_loss 0.4100, rec_loss 0.0286, lpips_loss 0.1840, g_loss 0.0377, disc_weight 0.4000, disc_adaptive_weight 5.2385, d_loss 0.4002, logits_real -0.0376, logits_fake -0.0375,
Train Epoch: [4/10] Iters:[9360/20018] gen_loss 0.4059, rec_loss 0.0293, lpips_loss 0.1855, g_loss 0.0374, disc_weight 0.4000, disc_adaptive_weight 5.1219, d_loss 0.4002, logits_real -0.0371, logits_fake -0.0371,
Train Epoch: [4/10] Iters:[9370/20018] gen_loss 0.4012, rec_loss 0.0297, lpips_loss 0.1856, g_loss 0.0370, disc_weight 0.4000, disc_adaptive_weight 5.0296, d_loss 0.4002, logits_real -0.0369, logits_fake -0.0368,
Train Epoch: [4/10] Iters:[9380/20018] gen_loss 0.4098, rec_loss 0.0296, lpips_loss 0.1863, g_loss 0.0366, disc_weight 0.4000, disc_adaptive_weight 5.3084, d_loss 0.4001, logits_real -0.0364, logits_fake -0.0366,
Train Epoch: [4/10] Iters:[9390/20018] gen_loss 0.4133, rec_loss 0.0293, lpips_loss 0.1856, g_loss 0.0363, disc_weight 0.4000, disc_adaptive_weight 5.4712, d_loss 0.4001, logits_real -0.0362, logits_fake -0.0364,
Train Epoch: [4/10] Iters:[9400/20018] gen_loss 0.4159, rec_loss 0.0291, lpips_loss 0.1846, g_loss 0.0361, disc_weight 0.4000, disc_adaptive_weight 5.5982, d_loss 0.4001, logits_real -0.0360, logits_fake -0.0363,
Train Epoch: [4/10] Iters:[9410/20018] gen_loss 0.4119, rec_loss 0.0286, lpips_loss 0.1838, g_loss 0.0362, disc_weight 0.4000, disc_adaptive_weight 5.5013, d_loss 0.4001, logits_real -0.0363, logits_fake -0.0365,
Train Epoch: [4/10] Iters:[9420/20018] gen_loss 0.4133, rec_loss 0.0279, lpips_loss 0.1835, g_loss 0.0363, disc_weight 0.4000, disc_adaptive_weight 5.5596, d_loss 0.4002, logits_real -0.0364, logits_fake -0.0365,
Train Epoch: [4/10] Iters:[9430/20018] gen_loss 0.4053, rec_loss 0.0277, lpips_loss 0.1824, g_loss 0.0364, disc_weight 0.4000, disc_adaptive_weight 5.3640, d_loss 0.4002, logits_real -0.0364, logits_fake -0.0364,
Train Epoch: [4/10] Iters:[9440/20018] gen_loss 0.4007, rec_loss 0.0277, lpips_loss 0.1828, g_loss 0.0365, disc_weight 0.4000, disc_adaptive_weight 5.2129, d_loss 0.4001, logits_real -0.0363, logits_fake -0.0364,
Train Epoch: [4/10] Iters:[9450/20018] gen_loss 0.3983, rec_loss 0.0275, lpips_loss 0.1823, g_loss 0.0367, disc_weight 0.4000, disc_adaptive_weight 5.1357, d_loss 0.4002, logits_real -0.0365, logits_fake -0.0365,
Train Epoch: [4/10] Iters:[9460/20018] gen_loss 0.4088, rec_loss 0.0275, lpips_loss 0.1831, g_loss 0.0366, disc_weight 0.4000, disc_adaptive_weight 5.4036, d_loss 0.4002, logits_real -0.0365, logits_fake -0.0365,
Train Epoch: [4/10] Iters:[9470/20018] gen_loss 0.4035, rec_loss 0.0273, lpips_loss 0.1814, g_loss 0.0371, disc_weight 0.4000, disc_adaptive_weight 5.2384, d_loss 0.4001, logits_real -0.0368, logits_fake -0.0370,
Train Epoch: [4/10] Iters:[9480/20018] gen_loss 0.4043, rec_loss 0.0275, lpips_loss 0.1820, g_loss 0.0374, disc_weight 0.4000, disc_adaptive_weight 5.1967, d_loss 0.4001, logits_real -0.0371, logits_fake -0.0373,
Train Epoch: [4/10] Iters:[9490/20018] gen_loss 0.4062, rec_loss 0.0278, lpips_loss 0.1816, g_loss 0.0373, disc_weight 0.4000, disc_adaptive_weight 5.2735, d_loss 0.4002, logits_real -0.0375, logits_fake -0.0373,
Train Epoch: [4/10] Iters:[9500/20018] gen_loss 0.4043, rec_loss 0.0280, lpips_loss 0.1817, g_loss 0.0372, disc_weight 0.4000, disc_adaptive_weight 5.2327, d_loss 0.4002, logits_real -0.0374, logits_fake -0.0373,
Train Epoch: [4/10] Iters:[9510/20018] gen_loss 0.3910, rec_loss 0.0276, lpips_loss 0.1802, g_loss 0.0372, disc_weight 0.4000, disc_adaptive_weight 4.9271, d_loss 0.4002, logits_real -0.0374, logits_fake -0.0373,
Train Epoch: [4/10] Iters:[9520/20018] gen_loss 0.3926, rec_loss 0.0278, lpips_loss 0.1817, g_loss 0.0367, disc_weight 0.4000, disc_adaptive_weight 4.9771, d_loss 0.4002, logits_real -0.0370, logits_fake -0.0369,
Train Epoch: [4/10] Iters:[9530/20018] gen_loss 0.3955, rec_loss 0.0275, lpips_loss 0.1813, g_loss 0.0365, disc_weight 0.4000, disc_adaptive_weight 5.1033, d_loss 0.4002, logits_real -0.0369, logits_fake -0.0366,
Train Epoch: [4/10] Iters:[9540/20018] gen_loss 0.4063, rec_loss 0.0276, lpips_loss 0.1809, g_loss 0.0366, disc_weight 0.4000, disc_adaptive_weight 5.3950, d_loss 0.4002, logits_real -0.0366, logits_fake -0.0366,
Train Epoch: [4/10] Iters:[9550/20018] gen_loss 0.4023, rec_loss 0.0272, lpips_loss 0.1810, g_loss 0.0366, disc_weight 0.4000, disc_adaptive_weight 5.2877, d_loss 0.4002, logits_real -0.0367, logits_fake -0.0366,
Train Epoch: [4/10] Iters:[9560/20018] gen_loss 0.4081, rec_loss 0.0270, lpips_loss 0.1815, g_loss 0.0367, disc_weight 0.4000, disc_adaptive_weight 5.4312, d_loss 0.4002, logits_real -0.0367, logits_fake -0.0366,
Train Epoch: [4/10] Iters:[9570/20018] gen_loss 0.4065, rec_loss 0.0268, lpips_loss 0.1811, g_loss 0.0368, disc_weight 0.4000, disc_adaptive_weight 5.4005, d_loss 0.4002, logits_real -0.0368, logits_fake -0.0368,
Train Epoch: [4/10] Iters:[9580/20018] gen_loss 0.4070, rec_loss 0.0270, lpips_loss 0.1810, g_loss 0.0368, disc_weight 0.4000, disc_adaptive_weight 5.4055, d_loss 0.4002, logits_real -0.0369, logits_fake -0.0369,
Train Epoch: [4/10] Iters:[9590/20018] gen_loss 0.3967, rec_loss 0.0274, lpips_loss 0.1828, g_loss 0.0367, disc_weight 0.4000, disc_adaptive_weight 5.0726, d_loss 0.4002, logits_real -0.0368, logits_fake -0.0368,
Train Epoch: [4/10] Iters:[9600/20018] gen_loss 0.4078, rec_loss 0.0276, lpips_loss 0.1837, g_loss 0.0368, disc_weight 0.4000, disc_adaptive_weight 5.3307, d_loss 0.4002, logits_real -0.0370, logits_fake -0.0368,
Train Epoch: [4/10] Iters:[9610/20018] gen_loss 0.4099, rec_loss 0.0280, lpips_loss 0.1844, g_loss 0.0369, disc_weight 0.4000, disc_adaptive_weight 5.3418, d_loss 0.4002, logits_real -0.0370, logits_fake -0.0371,
Train Epoch: [4/10] Iters:[9620/20018] gen_loss 0.4153, rec_loss 0.0279, lpips_loss 0.1842, g_loss 0.0368, disc_weight 0.4000, disc_adaptive_weight 5.5133, d_loss 0.4002, logits_real -0.0369, logits_fake -0.0370,
Train Epoch: [4/10] Iters:[9630/20018] gen_loss 0.4297, rec_loss 0.0281, lpips_loss 0.1846, g_loss 0.0368, disc_weight 0.4000, disc_adaptive_weight 5.8892, d_loss 0.4002, logits_real -0.0369, logits_fake -0.0369,
Train Epoch: [4/10] Iters:[9640/20018] gen_loss 0.4271, rec_loss 0.0275, lpips_loss 0.1835, g_loss 0.0368, disc_weight 0.4000, disc_adaptive_weight 5.8605, d_loss 0.4002, logits_real -0.0370, logits_fake -0.0370,
Train Epoch: [4/10] Iters:[9650/20018] gen_loss 0.4246, rec_loss 0.0278, lpips_loss 0.1829, g_loss 0.0372, disc_weight 0.4000, disc_adaptive_weight 5.7555, d_loss 0.4002, logits_real -0.0372, logits_fake -0.0372,
Train Epoch: [4/10] Iters:[9660/20018] gen_loss 0.4263, rec_loss 0.0283, lpips_loss 0.1827, g_loss 0.0375, disc_weight 0.4000, disc_adaptive_weight 5.7503, d_loss 0.4002, logits_real -0.0375, logits_fake -0.0374,
Train Epoch: [4/10] Iters:[9670/20018] gen_loss 0.4336, rec_loss 0.0292, lpips_loss 0.1828, g_loss 0.0381, disc_weight 0.4000, disc_adaptive_weight 5.8251, d_loss 0.4002, logits_real -0.0380, logits_fake -0.0379,
Train Epoch: [4/10] Iters:[9680/20018] gen_loss 0.4239, rec_loss 0.0296, lpips_loss 0.1831, g_loss 0.0385, disc_weight 0.4000, disc_adaptive_weight 5.4808, d_loss 0.4002, logits_real -0.0385, logits_fake -0.0382,
Train Epoch: [4/10] Iters:[9690/20018] gen_loss 0.4370, rec_loss 0.0302, lpips_loss 0.1836, g_loss 0.0388, disc_weight 0.4000, disc_adaptive_weight 5.7482, d_loss 0.4002, logits_real -0.0389, logits_fake -0.0386,
Train Epoch: [4/10] Iters:[9700/20018] gen_loss 0.4467, rec_loss 0.0308, lpips_loss 0.1854, g_loss 0.0390, disc_weight 0.4000, disc_adaptive_weight 5.9134, d_loss 0.4002, logits_real -0.0392, logits_fake -0.0388,
Train Epoch: [4/10] Iters:[9710/20018] gen_loss 0.4502, rec_loss 0.0304, lpips_loss 0.1855, g_loss 0.0390, disc_weight 0.4000, disc_adaptive_weight 6.0093, d_loss 0.4002, logits_real -0.0392, logits_fake -0.0390,
Train Epoch: [4/10] Iters:[9720/20018] gen_loss 0.4396, rec_loss 0.0298, lpips_loss 0.1860, g_loss 0.0387, disc_weight 0.4000, disc_adaptive_weight 5.7696, d_loss 0.4002, logits_real -0.0390, logits_fake -0.0387,
Train Epoch: [4/10] Iters:[9730/20018] gen_loss 0.4366, rec_loss 0.0290, lpips_loss 0.1854, g_loss 0.0388, disc_weight 0.4000, disc_adaptive_weight 5.7279, d_loss 0.4002, logits_real -0.0389, logits_fake -0.0388,
Train Epoch: [4/10] Iters:[9740/20018] gen_loss 0.4261, rec_loss 0.0286, lpips_loss 0.1853, g_loss 0.0388, disc_weight 0.4000, disc_adaptive_weight 5.4599, d_loss 0.4002, logits_real -0.0390, logits_fake -0.0389,
Train Epoch: [4/10] Iters:[9750/20018] gen_loss 0.4223, rec_loss 0.0280, lpips_loss 0.1848, g_loss 0.0387, disc_weight 0.4000, disc_adaptive_weight 5.4086, d_loss 0.4002, logits_real -0.0388, logits_fake -0.0388,
Train Epoch: [4/10] Iters:[9760/20018] gen_loss 0.4167, rec_loss 0.0275, lpips_loss 0.1845, g_loss 0.0388, disc_weight 0.4000, disc_adaptive_weight 5.2750, d_loss 0.4002, logits_real -0.0389, logits_fake -0.0389,
Train Epoch: [4/10] Iters:[9770/20018] gen_loss 0.4205, rec_loss 0.0273, lpips_loss 0.1835, g_loss 0.0390, disc_weight 0.4000, disc_adaptive_weight 5.3730, d_loss 0.4001, logits_real -0.0391, logits_fake -0.0392,
Train Epoch: [4/10] Iters:[9780/20018] gen_loss 0.4280, rec_loss 0.0279, lpips_loss 0.1843, g_loss 0.0388, disc_weight 0.4000, disc_adaptive_weight 5.5501, d_loss 0.4002, logits_real -0.0389, logits_fake -0.0389,
Train Epoch: [4/10] Iters:[9790/20018] gen_loss 0.4368, rec_loss 0.0280, lpips_loss 0.1839, g_loss 0.0388, disc_weight 0.4000, disc_adaptive_weight 5.7793, d_loss 0.4001, logits_real -0.0387, logits_fake -0.0389,
Train Epoch: [4/10] Iters:[9800/20018] gen_loss 0.4310, rec_loss 0.0278, lpips_loss 0.1829, g_loss 0.0388, disc_weight 0.4000, disc_adaptive_weight 5.6598, d_loss 0.4001, logits_real -0.0387, logits_fake -0.0389,
Train Epoch: [4/10] Iters:[9810/20018] gen_loss 0.4315, rec_loss 0.0281, lpips_loss 0.1832, g_loss 0.0388, disc_weight 0.4000, disc_adaptive_weight 5.6608, d_loss 0.4001, logits_real -0.0386, logits_fake -0.0388,
Train Epoch: [4/10] Iters:[9820/20018] gen_loss 0.4232, rec_loss 0.0282, lpips_loss 0.1831, g_loss 0.0388, disc_weight 0.4000, disc_adaptive_weight 5.4523, d_loss 0.4002, logits_real -0.0386, logits_fake -0.0387,
Train Epoch: [4/10] Iters:[9830/20018] gen_loss 0.4093, rec_loss 0.0275, lpips_loss 0.1815, g_loss 0.0391, disc_weight 0.4000, disc_adaptive_weight 5.1191, d_loss 0.4001, logits_real -0.0389, logits_fake -0.0390,
Train Epoch: [4/10] Iters:[9840/20018] gen_loss 0.4023, rec_loss 0.0274, lpips_loss 0.1819, g_loss 0.0389, disc_weight 0.4000, disc_adaptive_weight 4.9568, d_loss 0.4002, logits_real -0.0388, logits_fake -0.0389,
Train Epoch: [4/10] Iters:[9850/20018] gen_loss 0.4108, rec_loss 0.0277, lpips_loss 0.1826, g_loss 0.0386, disc_weight 0.4000, disc_adaptive_weight 5.1963, d_loss 0.4002, logits_real -0.0386, logits_fake -0.0385,
Train Epoch: [4/10] Iters:[9860/20018] gen_loss 0.4144, rec_loss 0.0278, lpips_loss 0.1825, g_loss 0.0382, disc_weight 0.4000, disc_adaptive_weight 5.3493, d_loss 0.4002, logits_real -0.0384, logits_fake -0.0382,
Train Epoch: [4/10] Iters:[9870/20018] gen_loss 0.4188, rec_loss 0.0279, lpips_loss 0.1831, g_loss 0.0379, disc_weight 0.4000, disc_adaptive_weight 5.4805, d_loss 0.4002, logits_real -0.0382, logits_fake -0.0380,
Train Epoch: [4/10] Iters:[9880/20018] gen_loss 0.4259, rec_loss 0.0288, lpips_loss 0.1856, g_loss 0.0375, disc_weight 0.4000, disc_adaptive_weight 5.6287, d_loss 0.4002, logits_real -0.0378, logits_fake -0.0377,
Train Epoch: [4/10] Iters:[9890/20018] gen_loss 0.4266, rec_loss 0.0289, lpips_loss 0.1858, g_loss 0.0375, disc_weight 0.4000, disc_adaptive_weight 5.6521, d_loss 0.4002, logits_real -0.0378, logits_fake -0.0376,
Train Epoch: [4/10] Iters:[9900/20018] gen_loss 0.4270, rec_loss 0.0285, lpips_loss 0.1845, g_loss 0.0376, disc_weight 0.4000, disc_adaptive_weight 5.7000, d_loss 0.4002, logits_real -0.0378, logits_fake -0.0378,
Train Epoch: [4/10] Iters:[9910/20018] gen_loss 0.4206, rec_loss 0.0284, lpips_loss 0.1845, g_loss 0.0376, disc_weight 0.4000, disc_adaptive_weight 5.5275, d_loss 0.4002, logits_real -0.0379, logits_fake -0.0379,
Train Epoch: [4/10] Iters:[9920/20018] gen_loss 0.4253, rec_loss 0.0283, lpips_loss 0.1848, g_loss 0.0377, disc_weight 0.4000, disc_adaptive_weight 5.6321, d_loss 0.4002, logits_real -0.0379, logits_fake -0.0379,
Train Epoch: [4/10] Iters:[9930/20018] gen_loss 0.4290, rec_loss 0.0280, lpips_loss 0.1835, g_loss 0.0375, disc_weight 0.4000, disc_adaptive_weight 5.7970, d_loss 0.4002, logits_real -0.0379, logits_fake -0.0378,
Train Epoch: [4/10] Iters:[9940/20018] gen_loss 0.4248, rec_loss 0.0285, lpips_loss 0.1841, g_loss 0.0373, disc_weight 0.4000, disc_adaptive_weight 5.6783, d_loss 0.4002, logits_real -0.0378, logits_fake -0.0377,
Train Epoch: [4/10] Iters:[9950/20018] gen_loss 0.4153, rec_loss 0.0290, lpips_loss 0.1849, g_loss 0.0371, disc_weight 0.4000, disc_adaptive_weight 5.4271, d_loss 0.4002, logits_real -0.0376, logits_fake -0.0373,
Train Epoch: [4/10] Iters:[9960/20018] gen_loss 0.4131, rec_loss 0.0289, lpips_loss 0.1843, g_loss 0.0369, disc_weight 0.4000, disc_adaptive_weight 5.4154, d_loss 0.4002, logits_real -0.0371, logits_fake -0.0370,
Train Epoch: [4/10] Iters:[9970/20018] gen_loss 0.4046, rec_loss 0.0287, lpips_loss 0.1821, g_loss 0.0367, disc_weight 0.4000, disc_adaptive_weight 5.2878, d_loss 0.4002, logits_real -0.0367, logits_fake -0.0367,
Train Epoch: [4/10] Iters:[9980/20018] gen_loss 0.3996, rec_loss 0.0286, lpips_loss 0.1823, g_loss 0.0368, disc_weight 0.4000, disc_adaptive_weight 5.1346, d_loss 0.4002, logits_real -0.0368, logits_fake -0.0367,
Train Epoch: [4/10] Iters:[9990/20018] gen_loss 0.4090, rec_loss 0.0284, lpips_loss 0.1814, g_loss 0.0370, disc_weight 0.4000, disc_adaptive_weight 5.3899, d_loss 0.4002, logits_real -0.0368, logits_fake -0.0369,
Train Epoch: [4/10] Iters:[10000/20018] gen_loss 0.4113, rec_loss 0.0283, lpips_loss 0.1813, g_loss 0.0370, disc_weight 0.4000, disc_adaptive_weight 5.4470, d_loss 0.4002, logits_real -0.0369, logits_fake -0.0370,
Train Epoch: [4/10] Iters:[10010/20018] gen_loss 0.4216, rec_loss 0.0289, lpips_loss 0.1815, g_loss 0.0372, disc_weight 0.4000, disc_adaptive_weight 5.6812, d_loss 0.4002, logits_real -0.0372, logits_fake -0.0370,
Train Epoch: [4/10] Iters:[10020/20018] gen_loss 0.4250, rec_loss 0.0291, lpips_loss 0.1833, g_loss 0.0373, disc_weight 0.4000, disc_adaptive_weight 5.7032, d_loss 0.4002, logits_real -0.0374, logits_fake -0.0372,
Train Epoch: [4/10] Iters:[10030/20018] gen_loss 0.4197, rec_loss 0.0288, lpips_loss 0.1820, g_loss 0.0374, disc_weight 0.4000, disc_adaptive_weight 5.5992, d_loss 0.4002, logits_real -0.0374, logits_fake -0.0374,
Train Epoch: [4/10] Iters:[10040/20018] gen_loss 0.4073, rec_loss 0.0283, lpips_loss 0.1817, g_loss 0.0375, disc_weight 0.4000, disc_adaptive_weight 5.2778, d_loss 0.4002, logits_real -0.0375, logits_fake -0.0374,
Train Epoch: [4/10] Iters:[10050/20018] gen_loss 0.4019, rec_loss 0.0284, lpips_loss 0.1821, g_loss 0.0377, disc_weight 0.4000, disc_adaptive_weight 5.0825, d_loss 0.4001, logits_real -0.0377, logits_fake -0.0378,
Train Epoch: [4/10] Iters:[10060/20018] gen_loss 0.3974, rec_loss 0.0278, lpips_loss 0.1821, g_loss 0.0381, disc_weight 0.4000, disc_adaptive_weight 4.9247, d_loss 0.4001, logits_real -0.0380, logits_fake -0.0382,
Train Epoch: [4/10] Iters:[10070/20018] gen_loss 0.3925, rec_loss 0.0277, lpips_loss 0.1818, g_loss 0.0384, disc_weight 0.4000, disc_adaptive_weight 4.7657, d_loss 0.4001, logits_real -0.0384, logits_fake -0.0385,
Train Epoch: [4/10] Iters:[10080/20018] gen_loss 0.3904, rec_loss 0.0278, lpips_loss 0.1825, g_loss 0.0388, disc_weight 0.4000, disc_adaptive_weight 4.6413, d_loss 0.4001, logits_real -0.0386, logits_fake -0.0387,
Train Epoch: [4/10] Iters:[10090/20018] gen_loss 0.3982, rec_loss 0.0280, lpips_loss 0.1823, g_loss 0.0388, disc_weight 0.4000, disc_adaptive_weight 4.8498, d_loss 0.4001, logits_real -0.0387, logits_fake -0.0388,
Train Epoch: [4/10] Iters:[10100/20018] gen_loss 0.4062, rec_loss 0.0275, lpips_loss 0.1817, g_loss 0.0389, disc_weight 0.4000, disc_adaptive_weight 5.0792, d_loss 0.4001, logits_real -0.0387, logits_fake -0.0388,
Train Epoch: [4/10] Iters:[10110/20018] gen_loss 0.4029, rec_loss 0.0275, lpips_loss 0.1808, g_loss 0.0390, disc_weight 0.4000, disc_adaptive_weight 5.0106, d_loss 0.4001, logits_real -0.0386, logits_fake -0.0388,
Train Epoch: [4/10] Iters:[10120/20018] gen_loss 0.4083, rec_loss 0.0277, lpips_loss 0.1807, g_loss 0.0388, disc_weight 0.4000, disc_adaptive_weight 5.1657, d_loss 0.4001, logits_real -0.0383, logits_fake -0.0385,
Train Epoch: [4/10] Iters:[10130/20018] gen_loss 0.4189, rec_loss 0.0276, lpips_loss 0.1800, g_loss 0.0384, disc_weight 0.4000, disc_adaptive_weight 5.5045, d_loss 0.4001, logits_real -0.0380, logits_fake -0.0381,
Train Epoch: [4/10] Iters:[10140/20018] gen_loss 0.4187, rec_loss 0.0273, lpips_loss 0.1801, g_loss 0.0384, disc_weight 0.4000, disc_adaptive_weight 5.5076, d_loss 0.4001, logits_real -0.0378, logits_fake -0.0379,
Train Epoch: [4/10] Iters:[10150/20018] gen_loss 0.4114, rec_loss 0.0277, lpips_loss 0.1798, g_loss 0.0384, disc_weight 0.4000, disc_adaptive_weight 5.3036, d_loss 0.4002, logits_real -0.0379, logits_fake -0.0379,
Train Epoch: [4/10] Iters:[10160/20018] gen_loss 0.4190, rec_loss 0.0279, lpips_loss 0.1807, g_loss 0.0383, disc_weight 0.4000, disc_adaptive_weight 5.4972, d_loss 0.4001, logits_real -0.0379, logits_fake -0.0379,
Train Epoch: [4/10] Iters:[10170/20018] gen_loss 0.4376, rec_loss 0.0278, lpips_loss 0.1806, g_loss 0.0383, disc_weight 0.4000, disc_adaptive_weight 5.9894, d_loss 0.4002, logits_real -0.0381, logits_fake -0.0380,
